transcription,path_to_audio,speaker_id,native_language,gender,unispeech_large_transcriptions
it was beating and waiting in the ambush of those black pits,data/l2arctic/YKWK/wav/arctic_b0141.wav,YKWK,Korean,M,it was beading and wading in the ambush of thos black pets
something vastly more thrilling had come into it now,data/l2arctic/YKWK/wav/arctic_b0142.wav,YKWK,Korean,M,somthing vastly more thriling had to come into it now
it took him half an hour to reach the edge of it,data/l2arctic/YKWK/wav/arctic_b0143.wav,YKWK,Korean,M,it tok him half an houer to reach the adge ofet
but there was no longer the mother yearning in his heart,data/l2arctic/YKWK/wav/arctic_b0144.wav,YKWK,Korean,M,but ther was no longer the mother yoning in his hart
besides had he not whipped the big owl in the forest,data/l2arctic/YKWK/wav/arctic_b0145.wav,YKWK,Korean,M,besides hadi not wiped a big oule in the forest
after all it was simply a mistake in judgment,data/l2arctic/YKWK/wav/arctic_b0146.wav,YKWK,Korean,M,after ol it was simply a mistake in gugment
had it struck squarely it would have killed him,data/l2arctic/YKWK/wav/arctic_b0147.wav,YKWK,Korean,M,had he strouke squelly utoedto have kiled hime
the indian even poked his stick into the thick ground spruce,data/l2arctic/YKWK/wav/arctic_b0148.wav,YKWK,Korean,M,the indian even poked his stik into the thick grond pspros
pebbles and dirt flew along with hair and fur,data/l2arctic/YKWK/wav/arctic_b0149.wav,YKWK,Korean,M,pelbos and dert flew along wih har and fur
and he was filled with a strange and foreboding fear,data/l2arctic/YKWK/wav/arctic_b0150.wav,YKWK,Korean,M,and he was filled with a strange and forbbording fer
it was steel a fisher trap,data/l2arctic/YKWK/wav/arctic_b0151.wav,YKWK,Korean,M,ie was stiell afficiar thrap
ow a wild dog he growled,data/l2arctic/YKWK/wav/arctic_b0152.wav,YKWK,Korean,M,al a wild toh he crawled
he was a pariah a wanderer without a friend and a home,data/l2arctic/YKWK/wav/arctic_b0153.wav,YKWK,Korean,M,he was priyer a wondoer without a fraend and e hom
that is the strange part of it,data/l2arctic/YKWK/wav/arctic_b0154.wav,YKWK,Korean,M,dead is the strang y potor bwred
his freshly caught furs he flung to the floor,data/l2arctic/YKWK/wav/arctic_b0155.wav,YKWK,Korean,M,his fleshley cout forshe flunge to the floor
in the crib the baby sat up and began to prattle,data/l2arctic/YKWK/wav/arctic_b0157.wav,YKWK,Korean,M,in the crep the baby sat op and began to pretl
she obeyed shrinking back with the baby in her arms,data/l2arctic/YKWK/wav/arctic_b0158.wav,YKWK,Korean,M,she obayede shrinking back with the baby in her arms
his teeth shut with a last click,data/l2arctic/YKWK/wav/arctic_b0159.wav,YKWK,Korean,M,hiscs teeth shod with alast  clck
it was over when he made his way through the ring of spectators,data/l2arctic/YKWK/wav/arctic_b0160.wav,YKWK,Korean,M,it was over when he made his wayye throug the ring of spectators
in a flash he was on his feet facing him,data/l2arctic/YKWK/wav/arctic_b0161.wav,YKWK,Korean,M,in a fleash he was on his feet fasing him
he thought he saw a shudder pass through the factors shoulders,data/l2arctic/YKWK/wav/arctic_b0162.wav,YKWK,Korean,M,he thout he saw a shodder pas throug the factrs sholders
the moon had already begun its westward decline,data/l2arctic/YKWK/wav/arctic_b0163.wav,YKWK,Korean,M,the moonhad already begon its westwoard decline
they laughed like two happy children,data/l2arctic/YKWK/wav/arctic_b0164.wav,YKWK,Korean,M,they left like too hapy cildren
he pulled and the log crashed down to break his back,data/l2arctic/YKWK/wav/arctic_b0165.wav,YKWK,Korean,M,he puld and the law crashed down to brak his bak
fast but endure,data/l2arctic/YKWK/wav/arctic_b0166.wav,YKWK,Korean,M,fast but enduear
a little before dawn of the day following the fire relief came,data/l2arctic/YKWK/wav/arctic_b0167.wav,YKWK,Korean,M,a littl before dawn of the day following the foyo relef came
the indian felt the worship of her warm in his heart,data/l2arctic/YKWK/wav/arctic_b0168.wav,YKWK,Korean,M,the indion feult the worship ober here warm in his hart
he drew in a deep breath as he looked at them,data/l2arctic/YKWK/wav/arctic_b0169.wav,YKWK,Korean,M,he droew in a dp press as he loked at them
then he shouted shut up,data/l2arctic/YKWK/wav/arctic_b0170.wav,YKWK,Korean,M,then he shouted shout up
he changed his seat for a steamer reclining chair,data/l2arctic/YKWK/wav/arctic_b0171.wav,YKWK,Korean,M,he changed his sed for a stemor reclining char
on the far corner of the compound fence a hawk brooded,data/l2arctic/YKWK/wav/arctic_b0172.wav,YKWK,Korean,M,on the far corner of the compond fens a howk bruded
hatred and murder and lust for revenge they possessed to overflowing,data/l2arctic/YKWK/wav/arctic_b0174.wav,YKWK,Korean,M,ha treed and murder and lost for revenge they pozessd to overflowing
sheldon glanced at the thermometer,data/l2arctic/YKWK/wav/arctic_b0175.wav,YKWK,Korean,M,sheldeng lansed at the thermaometer
ill see to poor hughie,data/l2arctic/YKWK/wav/arctic_b0176.wav,YKWK,Korean,M,allo see to pur hugy
her gray eyes were flashing and her lips were quivering,data/l2arctic/YKWK/wav/arctic_b0177.wav,YKWK,Korean,M,her gra eyes were fleshing and heor lips were kivering
also i want information,data/l2arctic/YKWK/wav/arctic_b0178.wav,YKWK,Korean,M,allso i waont information
let them go out and eat with my boys,data/l2arctic/YKWK/wav/arctic_b0179.wav,YKWK,Korean,M,let them go out and et with my boys
i i beg pardon he drawled,data/l2arctic/YKWK/wav/arctic_b0180.wav,YKWK,Korean,M,y i beg parden  he drowled
and you preferred a cannibal isle and a cartridge belt,data/l2arctic/YKWK/wav/arctic_b0181.wav,YKWK,Korean,M,and you prefred a cornibl il and a cartreage bellt
i was in new york when the crash came,data/l2arctic/YKWK/wav/arctic_b0182.wav,YKWK,Korean,M,i was in neuw york when the crash came
no i did not fall among thieves,data/l2arctic/YKWK/wav/arctic_b0183.wav,YKWK,Korean,M,kno i did notfoll among theves
such things in her brain were like so many oaths on her lips,data/l2arctic/YKWK/wav/arctic_b0184.wav,YKWK,Korean,M,such things in of rain werl like so many oths on her lips  r
your being wrecked here has been a godsend to me,data/l2arctic/YKWK/wav/arctic_b0185.wav,YKWK,Korean,M,your beinng rackt her has been a  godsend to me
i cant go elsewhere by your own account,data/l2arctic/YKWK/wav/arctic_b0186.wav,YKWK,Korean,M,i can go else war by your own acount
her achievements with cocoanuts were a revelation,data/l2arctic/YKWK/wav/arctic_b0187.wav,YKWK,Korean,M,hor acivements with he coconuts wo  or levlation
he glanced down at her helplessly and moistened his lips,data/l2arctic/YKWK/wav/arctic_b0188.wav,YKWK,Korean,M,he colance down ant her  helphlessly and moistoned his lips
that is what distinguishes all of us from the lower animals,data/l2arctic/YKWK/wav/arctic_b0189.wav,YKWK,Korean,M,that is what distinguishes all of us from the lower animals
he also contended that better confidence was established by carrying no weapons,data/l2arctic/YKWK/wav/arctic_b0191.wav,YKWK,Korean,M,he also contended that better compfidance was establised by karring no weppons
outsiders are allowed five minute speeches the sick man urged,data/l2arctic/YKWK/wav/arctic_b0192.wav,YKWK,Korean,M,outsiders are alowd five mints speches the sik man urged
so was packards finish suicide,data/l2arctic/YKWK/wav/arctic_b0193.wav,YKWK,Korean,M,so wach pakors finished tho aside
joan cried with shining eyes,data/l2arctic/YKWK/wav/arctic_b0194.wav,YKWK,Korean,M,joanu cried with shining eyes
nobody knows how the natives got them,data/l2arctic/YKWK/wav/arctic_b0195.wav,YKWK,Korean,M,nobody nows how tenatives got theme
how can you manage all alone mister young,data/l2arctic/YKWK/wav/arctic_b0196.wav,YKWK,Korean,M,how can you manage you old alon ester yong
the planters are already considering the matter,data/l2arctic/YKWK/wav/arctic_b0197.wav,YKWK,Korean,M,the planters are alrady considering the mator
i use great trouble advisedly,data/l2arctic/YKWK/wav/arctic_b0198.wav,YKWK,Korean,M,i use great troubel odvisely
dear sir your second victim has fallen on schedule time,data/l2arctic/YKWK/wav/arctic_b0199.wav,YKWK,Korean,M,dear sur your second victom has folen on scadule time
we leave the eventuality to time and law,data/l2arctic/YKWK/wav/arctic_b0200.wav,YKWK,Korean,M,we leave the eventuality to time and loaw
i also understand that similar branch organizations had made their appearance in europe,data/l2arctic/YKWK/wav/arctic_b0201.wav,YKWK,Korean,M,i allso understand that similere ranch oganizations had made theire oppeurance in yourrop
society is shaken to its foundations,data/l2arctic/YKWK/wav/arctic_b0202.wav,YKWK,Korean,M,society s suhekuon to its foundations
a month in australia would finish me,data/l2arctic/YKWK/wav/arctic_b0203.wav,YKWK,Korean,M,a month in astraolar wold finish me
down through the perfume weighted air fluttered the snowy fluffs of the cottonwoods,data/l2arctic/YKWK/wav/arctic_b0204.wav,YKWK,Korean,M,down through the perpumwated ar fluttered the snowyy floufs of the coton woods
you were destroying my life,data/l2arctic/YKWK/wav/arctic_b0205.wav,YKWK,Korean,M,you wer destrowying my life
horses and rifles had been her toys camp and trail her nursery,data/l2arctic/YKWK/wav/arctic_b0206.wav,YKWK,Korean,M,horces and rifls had ben her toys camp and trell honorsory
you read the quotations in todays paper,data/l2arctic/YKWK/wav/arctic_b0208.wav,YKWK,Korean,M,you red the quitations in todays paper
hes terribly touchy about his black wards as he calls them,data/l2arctic/YKWK/wav/arctic_b0209.wav,YKWK,Korean,M,hes teribly touts about his blagk wars as he colts them
whatever he guessed he locked away in the taboo room of naomi,data/l2arctic/YKWK/wav/arctic_b0210.wav,YKWK,Korean,M,whatever he gased he locked away in the tobo room of no womy
this is eighteen eighty,data/l2arctic/YKWK/wav/arctic_b0211.wav,YKWK,Korean,M,tes eten ety
death is and has been ever since old maui died,data/l2arctic/YKWK/wav/arctic_b0212.wav,YKWK,Korean,M,theas is and has been ever sinse old mowe died
some boy she laughed acquiescence,data/l2arctic/YKWK/wav/arctic_b0213.wav,YKWK,Korean,M,someboy shee laofed or cressense
let us talk it over and find a way out,data/l2arctic/YKWK/wav/arctic_b0214.wav,YKWK,Korean,M,let us tak it over and find ae way out
it is a good property and worth more than that,data/l2arctic/YKWK/wav/arctic_b0215.wav,YKWK,Korean,M,it is o good property and worth more than that
i wish you were more adaptable joan retorted,data/l2arctic/YKWK/wav/arctic_b0216.wav,YKWK,Korean,M,i wish you are more adaptable goand rletoarteed
such is my passage engaged on the steamer,data/l2arctic/YKWK/wav/arctic_b0217.wav,YKWK,Korean,M,soch is my passige engaged on the steamer
the issue was not in doubt,data/l2arctic/YKWK/wav/arctic_b0218.wav,YKWK,Korean,M,the isu  was not indout n
well there are better men in hawaii thats all,data/l2arctic/YKWK/wav/arctic_b0219.wav,YKWK,Korean,M,well theyre a bitter man in howiy that s oll    a
harry bancroft dave lied,data/l2arctic/YKWK/wav/arctic_b0220.wav,YKWK,Korean,M,hery bancroft dave  lied
its a yankee joan cried,data/l2arctic/YKWK/wav/arctic_b0221.wav,YKWK,Korean,M,itsa yankey doan cried
he was the leader and tudor was his lieutenant,data/l2arctic/YKWK/wav/arctic_b0222.wav,YKWK,Korean,M,he was the leadoer and the todor was his lutenent
they likewise are disinclined to being eaten,data/l2arctic/YKWK/wav/arctic_b0223.wav,YKWK,Korean,M,they likewis ae  dis inclined to be eatn
the president of the united states was his friend,data/l2arctic/YKWK/wav/arctic_b0225.wav,YKWK,Korean,M,the president of the unitestats was his frend
your face was the personification of duplicity,data/l2arctic/YKWK/wav/arctic_b0226.wav,YKWK,Korean,M,your face was the personification of deuplisity
shorty turned to their employers,data/l2arctic/YKWK/wav/arctic_b0227.wav,YKWK,Korean,M,sort leave t on to their employers
you were engaged,data/l2arctic/YKWK/wav/arctic_b0228.wav,YKWK,Korean,M,you were engaged
i saw it all myself and it was splendid,data/l2arctic/YKWK/wav/arctic_b0229.wav,YKWK,Korean,M,i saw oit all myself and ei was suplendied
now run along and tell them to hurry,data/l2arctic/YKWK/wav/arctic_b0230.wav,YKWK,Korean,M,now ron along and tel them to horry
whats that grub thief got to do with it,data/l2arctic/YKWK/wav/arctic_b0231.wav,YKWK,Korean,M,wats that grub thef  got to do with it
it was a superb picture,data/l2arctic/YKWK/wav/arctic_b0232.wav,YKWK,Korean,M,i was a sperb pictuere
so she said the irate skipper dashed on,data/l2arctic/YKWK/wav/arctic_b0233.wav,YKWK,Korean,M,so she said the iyrate skipper dached on
and watch out for wet feet was his parting advice,data/l2arctic/YKWK/wav/arctic_b0234.wav,YKWK,Korean,M,and watch out for wet fet was his parting oaddvoice
raoul yelled in order to make himself heard,data/l2arctic/YKWK/wav/arctic_b0235.wav,YKWK,Korean,M,waowol yeled inorder to make himself hart
oolong was two hundred and fifty miles from the nearest land,data/l2arctic/YKWK/wav/arctic_b0236.wav,YKWK,Korean,M,olong was two hundred and fifty miles from the nearisten land
they just lay off in the bush and plugged away,data/l2arctic/YKWK/wav/arctic_b0237.wav,YKWK,Korean,M,they just lay off in the boosh and plugged away
the very thought of the effort to swim over was nauseating,data/l2arctic/YKWK/wav/arctic_b0238.wav,YKWK,Korean,M,the very tholght of the effort to swim over was nawsiating
and there was a dog that barked,data/l2arctic/YKWK/wav/arctic_b0239.wav,YKWK,Korean,M,and there was a dog  thatpart
there are four all low mcoy answered,data/l2arctic/YKWK/wav/arctic_b0240.wav,YKWK,Korean,M,ther a full old low may coy answered
bill lingered contemplating his work with artistic appreciation,data/l2arctic/YKWK/wav/arctic_a0561.wav,YKWK,Korean,M,bill lingerede contemplating his work with artistic appreciation
but we will just postpone this,data/l2arctic/YKWK/wav/arctic_a0578.wav,YKWK,Korean,M,but we will just postpon dhes
you got out by fighting and i through a pretty girl,data/l2arctic/YKWK/wav/arctic_b0002.wav,YKWK,Korean,M,you got outby fiting and i throw a prety gol
he made no reply as he waited for whittemore to continue,data/l2arctic/YKWK/wav/arctic_b0020.wav,YKWK,Korean,M,he made no reply as he waited for whitmon to continu
philip knew that she was not an indian,data/l2arctic/YKWK/wav/arctic_b0037.wav,YKWK,Korean,M,fillimp new thas she was not an indieon
he understood the meaning of the look,data/l2arctic/YKWK/wav/arctic_b0054.wav,YKWK,Korean,M,he understood the meaning of the look
there was no answer from the other side,data/l2arctic/YKWK/wav/arctic_b0071.wav,YKWK,Korean,M,there was no anser from the other side
until i die he exclaimed,data/l2arctic/YKWK/wav/arctic_b0088.wav,YKWK,Korean,M,until ie dey he exclamed
i know that you are in charge there and jeanne knows,data/l2arctic/YKWK/wav/arctic_b0105.wav,YKWK,Korean,M,i know that you are in charge dher and gen knows
philip saw macdougall soon after his short talk with thorpe,data/l2arctic/YKWK/wav/arctic_b0122.wav,YKWK,Korean,M,filips saw mak dougl soon after his short talk with thorp
together they ate the rabbit,data/l2arctic/YKWK/wav/arctic_b0139.wav,YKWK,Korean,M,together they ate the rabed
for that reason le beau had chosen him to fight the big fight,data/l2arctic/YKWK/wav/arctic_b0156.wav,YKWK,Korean,M,for that reason laboor had chozen him to figt the big figt
