transcription,path_to_audio,speaker_id,native_language,gender,s2t_medium_transcriptions
his slim hands gripped the edges of the table,data/l2arctic/YKWK/wav/arctic_b0019.wav,YKWK,Korean,M,his slim hands gripped the edge of the table
philip dropped back into his chair,data/l2arctic/YKWK/wav/arctic_b0021.wav,YKWK,Korean,M,philip dropped back into his chair
if i was out of the game it would be easily made,data/l2arctic/YKWK/wav/arctic_b0022.wav,YKWK,Korean,M,if i was out of the game it would be easily made
macdougall my engineer believes it,data/l2arctic/YKWK/wav/arctic_b0023.wav,YKWK,Korean,M,meccio my engineer who lives in it
it is growing every day every hour,data/l2arctic/YKWK/wav/arctic_b0024.wav,YKWK,Korean,M,it is crawling every day every hour
now you understand,data/l2arctic/YKWK/wav/arctic_b0025.wav,YKWK,Korean,M,now you understand
you have associated with some of these men,data/l2arctic/YKWK/wav/arctic_b0026.wav,YKWK,Korean,M,you have associated with some of these men
and there is no chivalry no quarter shown in this fight,data/l2arctic/YKWK/wav/arctic_b0027.wav,YKWK,Korean,M,and there's no chivalry no quarters shown in this fight
lord fitzhugh is the key to the whole situation,data/l2arctic/YKWK/wav/arctic_b0028.wav,YKWK,Korean,M,lord fitzooth is a key to the whole situation
all operations have been carried on from montreal and toronto,data/l2arctic/YKWK/wav/arctic_b0029.wav,YKWK,Korean,M,all operations had been carried on from montreal and truantal
gregson held a lighted match until it burnt his fingertips,data/l2arctic/YKWK/wav/arctic_b0030.wav,YKWK,Korean,M,grexen held a lighted match until it burnt his finger tips
gregson had seated himself under the lamp and was sharpening a pencil,data/l2arctic/YKWK/wav/arctic_b0031.wav,YKWK,Korean,M,grexen had acceded himself under the lamp and was sharpening a pencil
he caught himself with a jerk,data/l2arctic/YKWK/wav/arctic_b0032.wav,YKWK,Korean,M,he caught himself with their jerk
how does your wager look now,data/l2arctic/YKWK/wav/arctic_b0033.wav,YKWK,Korean,M,how does your wager look now
he confessed that the sketch had startled him,data/l2arctic/YKWK/wav/arctic_b0034.wav,YKWK,Korean,M,he confessed that a sketch had startled him
after all the picture was only a resemblance,data/l2arctic/YKWK/wav/arctic_b0035.wav,YKWK,Korean,M,after all the picture was only a resemblance
he wondered too where roscoe was,data/l2arctic/YKWK/wav/arctic_b0036.wav,YKWK,Korean,M,he wondered too where roscoe was
in her haste to get away she had forgotten these things,data/l2arctic/YKWK/wav/arctic_b0038.wav,YKWK,Korean,M,in her haste to get away she had forgotten these things
philip took a step toward gregson half determined to awaken him,data/l2arctic/YKWK/wav/arctic_b0039.wav,YKWK,Korean,M,philip took a step toward grexen half determined to awaken him
the thought set his blood tingling,data/l2arctic/YKWK/wav/arctic_b0040.wav,YKWK,Korean,M,the thought sat his blood tingling
but if pierre did not return until tomorrow,data/l2arctic/YKWK/wav/arctic_b0041.wav,YKWK,Korean,M,but if pierre did not return until to morrow
ten minutes had not elapsed since he had dropped the handkerchief,data/l2arctic/YKWK/wav/arctic_b0042.wav,YKWK,Korean,M,ten minutes had not elapsed since he had dropped the handkerchief
it wont be for sale,data/l2arctic/YKWK/wav/arctic_b0043.wav,YKWK,Korean,M,it won't be for sale
for a few moments he ate in silence,data/l2arctic/YKWK/wav/arctic_b0044.wav,YKWK,Korean,M,for a few moments he ate in silence
philip did not pursue the subject,data/l2arctic/YKWK/wav/arctic_b0045.wav,YKWK,Korean,M,philip did not pursue the subject
philip produced a couple of cigars and took a chair opposite him,data/l2arctic/YKWK/wav/arctic_b0046.wav,YKWK,Korean,M,philly produced a couple of seekers and took a chair a positive
suppose you saw me at work through the window,data/l2arctic/YKWK/wav/arctic_b0047.wav,YKWK,Korean,M,suppose you saw me at work through the window
he looked like one who had passed through an uncomfortable hour or two,data/l2arctic/YKWK/wav/arctic_b0048.wav,YKWK,Korean,M,he looked like one who had passed through an uncomfortable hour or two
there was nothing more except a large ink blot under the words,data/l2arctic/YKWK/wav/arctic_b0049.wav,YKWK,Korean,M,there was nothing more except a lost ink blot under the words
all this day gregson remained in the cabin,data/l2arctic/YKWK/wav/arctic_b0050.wav,YKWK,Korean,M,all this day corrects and remains in the cabin
the sixth day he spent in the cabin with gregson,data/l2arctic/YKWK/wav/arctic_b0051.wav,YKWK,Korean,M,the sixth day he spent in the cabin with the correction
the flush was gone from her face,data/l2arctic/YKWK/wav/arctic_b0052.wav,YKWK,Korean,M,the flush was gone from her face
this is why i am am rattled he laughed,data/l2arctic/YKWK/wav/arctic_b0053.wav,YKWK,Korean,M,this is why i am am rattled he left
she was even more beautiful than when i saw her before,data/l2arctic/YKWK/wav/arctic_b0055.wav,YKWK,Korean,M,she was even more beautiful than when i saw her before
i will give a thousand if you produce her retorted gregson,data/l2arctic/YKWK/wav/arctic_b0056.wav,YKWK,Korean,M,i will give a thousand if you produce her retorted grexen
they have won popular sentiment through the newspapers,data/l2arctic/YKWK/wav/arctic_b0057.wav,YKWK,Korean,M,they have one popular sentiment through the newspapers
we must achieve our own salvation,data/l2arctic/YKWK/wav/arctic_b0058.wav,YKWK,Korean,M,we must achieve our own salvation
in moments of mental energy philip was restless,data/l2arctic/YKWK/wav/arctic_b0059.wav,YKWK,Korean,M,in moments of mental energy philip was restless
he would keep his faith with gregson for the promised day or two,data/l2arctic/YKWK/wav/arctic_b0060.wav,YKWK,Korean,M,he would have keep his face with the grexen for the promised day or two
something about it seemed to fascinate him to challenge his presence,data/l2arctic/YKWK/wav/arctic_b0061.wav,YKWK,Korean,M,something about it seemed to fascinate him to challenge his presence
now it was missing from the wall,data/l2arctic/YKWK/wav/arctic_b0062.wav,YKWK,Korean,M,now he was missing from the wall
he boiled himself some coffee and sat down to wait,data/l2arctic/YKWK/wav/arctic_b0063.wav,YKWK,Korean,M,he bawled himself some coffee and sat down to wait
im going down there with you and im going to fight,data/l2arctic/YKWK/wav/arctic_b0064.wav,YKWK,Korean,M,i'm going down there with you and i'm going to fight
now have you got anything to say against me mister philip,data/l2arctic/YKWK/wav/arctic_b0065.wav,YKWK,Korean,M,now have you got anything to say against me mister philip
if i meet her again i shall apologize said eileen,data/l2arctic/YKWK/wav/arctic_b0066.wav,YKWK,Korean,M,if i meet her again i shall apologize said aline
below him the shadow was broken into a pool of rippling starlight,data/l2arctic/YKWK/wav/arctic_b0067.wav,YKWK,Korean,M,below him the shadow was broken into a pool of rippling starlight
only the chance sound had led him to observe them,data/l2arctic/YKWK/wav/arctic_b0068.wav,YKWK,Korean,M,only the chance sound had led him to observe them
could the incident have anything to do with jeanne and pierre,data/l2arctic/YKWK/wav/arctic_b0069.wav,YKWK,Korean,M,could instant have anything to do with jane and pierre
there was no chance to fire without hitting him,data/l2arctic/YKWK/wav/arctic_b0070.wav,YKWK,Korean,M,there was no chance to fire without hitting him
then he hastened on as pierre had guided him,data/l2arctic/YKWK/wav/arctic_b0072.wav,YKWK,Korean,M,then he hastened on as pierre had quieted him
with these arguments he convinced himself that he should go on alone,data/l2arctic/YKWK/wav/arctic_b0073.wav,YKWK,Korean,M,with these arguments he convinced himself that he should go on alone
yet behind them there was another and more powerful motive,data/l2arctic/YKWK/wav/arctic_b0074.wav,YKWK,Korean,M,yet behind them there was another and most powerful motive
in that case he could not miss them if he used caution,data/l2arctic/YKWK/wav/arctic_b0075.wav,YKWK,Korean,M,in their case he could not miss them if he used the caution
before philip could recover himself jeannes startled guards were upon him,data/l2arctic/YKWK/wav/arctic_b0076.wav,YKWK,Korean,M,before philip could recover himself james's startled guard wore upon him
it is the nearest refuge,data/l2arctic/YKWK/wav/arctic_b0077.wav,YKWK,Korean,M,it is the nearest left hand
there was pride and strength the ring of triumph in his voice,data/l2arctic/YKWK/wav/arctic_b0078.wav,YKWK,Korean,M,there was pride and strength the ring of triumph in his voice
the truth of it set jeanne quivering,data/l2arctic/YKWK/wav/arctic_b0079.wav,YKWK,Korean,M,the truth of is said jane kivery
tomorrow it will be strong enough for you to stand upon,data/l2arctic/YKWK/wav/arctic_b0080.wav,YKWK,Korean,M,to morrow it will be strong enough for you to stand upon
you were going to leave after you saw me on the rock,data/l2arctic/YKWK/wav/arctic_b0081.wav,YKWK,Korean,M,you are going to live after you saw me on the rock
he bit his tongue and cursed himself at this fresh break,data/l2arctic/YKWK/wav/arctic_b0082.wav,YKWK,Korean,M,he bit his tongue and coursed himself at this fresh break
in it there was something that was almost tragedy,data/l2arctic/YKWK/wav/arctic_b0083.wav,YKWK,Korean,M,in it there was something that was almost tragedy
your face is red with blood,data/l2arctic/YKWK/wav/arctic_b0084.wav,YKWK,Korean,M,your face is red with blood
her eyes smiled truth at him as he came up the bank,data/l2arctic/YKWK/wav/arctic_b0085.wav,YKWK,Korean,M,her eyes smiled truth at him as he came up the bank
he can care for himself,data/l2arctic/YKWK/wav/arctic_b0086.wav,YKWK,Korean,M,he can care for himself
they will search for us between their camp and churchill,data/l2arctic/YKWK/wav/arctic_b0087.wav,YKWK,Korean,M,they were such for us between their camp and churchill
her beautiful hair was done up in shining coils,data/l2arctic/YKWK/wav/arctic_b0089.wav,YKWK,Korean,M,her beautiful hair was done off in shining coils
the churchill narrowed and its current became swifter as they progressed,data/l2arctic/YKWK/wav/arctic_b0090.wav,YKWK,Korean,M,the churchill narrowed and each current became swifter as they progressed
for a full half minute jeanne looked at him without speaking,data/l2arctic/YKWK/wav/arctic_b0091.wav,YKWK,Korean,M,for a full half minute jean looked at him without speaking
i want to die in it,data/l2arctic/YKWK/wav/arctic_b0092.wav,YKWK,Korean,M,i want to die in it
darkness hid him from jeanne,data/l2arctic/YKWK/wav/arctic_b0093.wav,YKWK,Korean,M,darkness hid him from jean
and yet if she came he had no words to say,data/l2arctic/YKWK/wav/arctic_b0094.wav,YKWK,Korean,M,and yet if she came he had no words to say
he heard a sound which brought him quickly into consciousness of day,data/l2arctic/YKWK/wav/arctic_b0095.wav,YKWK,Korean,M,he heard a sound which brought him quickly into consciousness of day
within himself he called it no longer his own,data/l2arctic/YKWK/wav/arctic_b0096.wav,YKWK,Korean,M,within himself he called it no longer his own
besides that noise makes me deaf,data/l2arctic/YKWK/wav/arctic_b0097.wav,YKWK,Korean,M,besides the noise makes me deaf
philip looked back from the crest and saw jeanne leaning over the canoe,data/l2arctic/YKWK/wav/arctic_b0098.wav,YKWK,Korean,M,philip looked back from the crest and saw jean leaning over the canoe
fifty yards ahead of her were the first of the rocks,data/l2arctic/YKWK/wav/arctic_b0099.wav,YKWK,Korean,M,fifty yards ahead of her were the first of the rocks
there was one chance and only one of saving jeanne,data/l2arctic/YKWK/wav/arctic_b0100.wav,YKWK,Korean,M,there was one chance and only one of saving jean
youre a devil for fighting and will surely win,data/l2arctic/YKWK/wav/arctic_b0101.wav,YKWK,Korean,M,you are a devil for fighting and we'll surely win
i will only be in the way,data/l2arctic/YKWK/wav/arctic_b0102.wav,YKWK,Korean,M,i will only be in the way
he lifted his eyes and a strange cry burst from his lips,data/l2arctic/YKWK/wav/arctic_b0103.wav,YKWK,Korean,M,he lifted his eyes and a strange cry burst from his lips
shooting pains passed like flashes of electricity through his body,data/l2arctic/YKWK/wav/arctic_b0104.wav,YKWK,Korean,M,shooting pains pass life flashes of electricity through his body
for a full minute the two men stared into each others face,data/l2arctic/YKWK/wav/arctic_b0106.wav,YKWK,Korean,M,for a full minute the two men stared into each other's face
he was sure now of but few things,data/l2arctic/YKWK/wav/arctic_b0107.wav,YKWK,Korean,M,he was sure now of but few things
it was a miracle and i owe you my life,data/l2arctic/YKWK/wav/arctic_b0108.wav,YKWK,Korean,M,it was a miracle and i owe you my life
philip ate lightly of the food which pierre had ready for him,data/l2arctic/YKWK/wav/arctic_b0109.wav,YKWK,Korean,M,philip ate lightly of the foot which pierre had already for him
such men believe when they come together,data/l2arctic/YKWK/wav/arctic_b0110.wav,YKWK,Korean,M,such men believe when they come together
the journey was continued at dawn,data/l2arctic/YKWK/wav/arctic_b0111.wav,YKWK,Korean,M,the journey was continued at dawn
jeanne and pierre both gazed toward the great rock,data/l2arctic/YKWK/wav/arctic_b0112.wav,YKWK,Korean,M,jean and pierre both gazed towards the great rock
there was something pathetic in the girls attitude now,data/l2arctic/YKWK/wav/arctic_b0113.wav,YKWK,Korean,M,there was something pathetic in the girl's attitude now
he moved his position and the illusion was gone,data/l2arctic/YKWK/wav/arctic_b0114.wav,YKWK,Korean,M,he moved his position and the illusion was gone
for two hours not a word passed between them,data/l2arctic/YKWK/wav/arctic_b0115.wav,YKWK,Korean,M,for two hours not a word passed between them
i had hunted along this ridge replied philip,data/l2arctic/YKWK/wav/arctic_b0116.wav,YKWK,Korean,M,i had hunted along this reach replied philip
thats thorpes said the young engineer,data/l2arctic/YKWK/wav/arctic_b0117.wav,YKWK,Korean,M,best serfs said the young engineer
we saw your light and thought you wouldnt mind a call,data/l2arctic/YKWK/wav/arctic_b0118.wav,YKWK,Korean,M,we saw you alight and thought you wouldn't mind a call
billinger may arrive in time,data/l2arctic/YKWK/wav/arctic_b0119.wav,YKWK,Korean,M,buildings or mails arrived in time
there was the hitch replied thorpe rolling a cigarette,data/l2arctic/YKWK/wav/arctic_b0120.wav,YKWK,Korean,M,towards the hitch replied thorpe rolling a sea rat
i want my men to work by themselves,data/l2arctic/YKWK/wav/arctic_b0121.wav,YKWK,Korean,M,i want my men to work by themselves
neither could they understand the growing disaffection among thorpes men,data/l2arctic/YKWK/wav/arctic_b0123.wav,YKWK,Korean,M,neither could they understand the growing disaffection among thorpe's men
