transcription,path_to_audio,speaker_id,native_language,gender,conformer_960_rope_large_transcriptions
the fire people like ourselves lived in caves,data/l2arctic/SVBI/wav/arctic_a0328.wav,SVBI,Hindi,F,the fire people like ourselves lived in caves
ah indeed,data/l2arctic/SVBI/wav/arctic_a0329.wav,SVBI,Hindi,F,ah indeed
red eye never committed a more outrageous deed,data/l2arctic/SVBI/wav/arctic_a0330.wav,SVBI,Hindi,F,reddi never committed a more outragious deed
poor little crooked leg was terribly scared,data/l2arctic/SVBI/wav/arctic_a0331.wav,SVBI,Hindi,F,poor little crooked leg was terribly scared
unconsciously our yells and exclamations yielded to this rhythm,data/l2arctic/SVBI/wav/arctic_a0332.wav,SVBI,Hindi,F,unconsciously our yells and exclamations yielded to this rhythm
this is no place for you,data/l2arctic/SVBI/wav/arctic_a0333.wav,SVBI,Hindi,F,this is no place for you
hell knock you off a few sticks in no time,data/l2arctic/SVBI/wav/arctic_a0334.wav,SVBI,Hindi,F,he'll knock you off a few sticks in no time
red eye swung back and forth on the branch farther down,data/l2arctic/SVBI/wav/arctic_a0335.wav,SVBI,Hindi,F,redday swung back and forth on the brand's fatherdome
so unexpected was my charge that i knocked him off his feet,data/l2arctic/SVBI/wav/arctic_a0336.wav,SVBI,Hindi,F,so unexpected was my touch that i knocked him off his feet
encouraged by my conduct big face became a sudden ally,data/l2arctic/SVBI/wav/arctic_a0337.wav,SVBI,Hindi,F,encouraged by my conduct big face became a sudden elly
the fighting had now become intermittent,data/l2arctic/SVBI/wav/arctic_a0338.wav,SVBI,Hindi,F,the fighting had now become intermittent
they obeyed him and went here and there at his commands,data/l2arctic/SVBI/wav/arctic_a0339.wav,SVBI,Hindi,F,they obeyed him and went here and there at his commands
why doggone you all shake again,data/l2arctic/SVBI/wav/arctic_a0341.wav,SVBI,Hindi,F,why doggone you all sake again o
seventeen no eighteen days ago,data/l2arctic/SVBI/wav/arctic_a0342.wav,SVBI,Hindi,F,seventeen nor eighteen days ago
you mean for this state general alberta,data/l2arctic/SVBI/wav/arctic_a0343.wav,SVBI,Hindi,F,you mean for the state general alberta
he seemed to fill it with his tremendous vitality,data/l2arctic/SVBI/wav/arctic_a0344.wav,SVBI,Hindi,F,he seemed to fill it with his tremendous vitality
she was trying to pass the apron string around him,data/l2arctic/SVBI/wav/arctic_a0345.wav,SVBI,Hindi,F,he was trying to pass the apron string around him
get down and dig in,data/l2arctic/SVBI/wav/arctic_a0346.wav,SVBI,Hindi,F,get doner dighin
they are greatly delighted with anything that is bright or giveth a sound,data/l2arctic/SVBI/wav/arctic_a0347.wav,SVBI,Hindi,F,they are greatly delighted with anything that is bright or giveth a sound
they only lifted seven hundred and fifty,data/l2arctic/SVBI/wav/arctic_a0348.wav,SVBI,Hindi,F,they only lifted seven hundred and fifty
it was simple in its way and no virtue of his,data/l2arctic/SVBI/wav/arctic_a0349.wav,SVBI,Hindi,F,it was simple in its way and no wadyur of his
is that pat hanrahans mug looking hungry and willing,data/l2arctic/SVBI/wav/arctic_a0350.wav,SVBI,Hindi,F,is that pat handrahan smug looking hungry and willing
it was more like sugar,data/l2arctic/SVBI/wav/arctic_a0351.wav,SVBI,Hindi,F,it was more like sugar
im sure going along with you all elijah,data/l2arctic/SVBI/wav/arctic_a0352.wav,SVBI,Hindi,F,am sure going along with you all eliza
here the explosion of mirth drowned him out,data/l2arctic/SVBI/wav/arctic_a0353.wav,SVBI,Hindi,F,here the explosion of murth drowned him out
fresh meat they failed to obtain,data/l2arctic/SVBI/wav/arctic_a0354.wav,SVBI,Hindi,F,fresh meat they failed to obtain
a burst of laughter was his reward,data/l2arctic/SVBI/wav/arctic_a0355.wav,SVBI,Hindi,F,a burst of laughter was his reward
you dont catch me at any such foolishness,data/l2arctic/SVBI/wav/arctic_a0356.wav,SVBI,Hindi,F,won't catch me at any such foolishness
they continued valiantly to lie but the truth continued to outrun them,data/l2arctic/SVBI/wav/arctic_a0358.wav,SVBI,Hindi,F,they continued valiantly to lie but the truth continued to outrun them
earth and gravel seemed to fill the pan,data/l2arctic/SVBI/wav/arctic_a0359.wav,SVBI,Hindi,F,earth and gravel seemed to fill the pan
but he no longer cared quite so much for that form of diversion,data/l2arctic/SVBI/wav/arctic_a0360.wav,SVBI,Hindi,F,but he no longer cared quite so much for that form of diversion
but he did not broach it preferring to mature it carefully,data/l2arctic/SVBI/wav/arctic_a0361.wav,SVBI,Hindi,F,but he did not broach it preferring to mature it carefully
nope not the slightest idea,data/l2arctic/SVBI/wav/arctic_a0362.wav,SVBI,Hindi,F,nop not the slightest idea
it is not an attempt to smash the market,data/l2arctic/SVBI/wav/arctic_a0363.wav,SVBI,Hindi,F,it is not an attempt to smash the market
we have plenty of capital ourselves and yet we want more,data/l2arctic/SVBI/wav/arctic_a0364.wav,SVBI,Hindi,F,we have plenty of capital ourselves and yet we want more
these rumors may even originate with us,data/l2arctic/SVBI/wav/arctic_a0365.wav,SVBI,Hindi,F,these rumours may even originate with us
a wildly exciting time was his during the week preceding thursday the eighteenth,data/l2arctic/SVBI/wav/arctic_a0366.wav,SVBI,Hindi,F,a wildly exciting time was his during the week preceding thursday the eighteenth
there is not an iota of truth in it certainly not,data/l2arctic/SVBI/wav/arctic_a0367.wav,SVBI,Hindi,F,there is not an iota of truth in it certainly not
i just do appreciate it without being able to express my feelings,data/l2arctic/SVBI/wav/arctic_a0368.wav,SVBI,Hindi,F,i just do appreciate it without being able to express my feelings
in partnership with daylight the pair raided the san jose interurban,data/l2arctic/SVBI/wav/arctic_a0369.wav,SVBI,Hindi,F,in partnership with daylight the pay raided the san jose inter urbon
he saw all men in the business game doing this,data/l2arctic/SVBI/wav/arctic_a0370.wav,SVBI,Hindi,F,he saw all men in the business game doing this
it issued a rate of forty two dollars a car on charcoal,data/l2arctic/SVBI/wav/arctic_a0371.wav,SVBI,Hindi,F,it issued a rate of forty two dollars a car on sarcoal
he saw only the effect in a general sketchy way,data/l2arctic/SVBI/wav/arctic_a0372.wav,SVBI,Hindi,F,he saw only the effect in a general scetireeor
points of view new ideas life,data/l2arctic/SVBI/wav/arctic_a0373.wav,SVBI,Hindi,F,pims of view new ideas life
the butchers and meat cutters refused to handle meat destined for unfair restaurants,data/l2arctic/SVBI/wav/arctic_a0375.wav,SVBI,Hindi,F,the butchers and meat cutters refused to handle meat destined for unfair restaurants
your price my son is just about thirty per week,data/l2arctic/SVBI/wav/arctic_a0376.wav,SVBI,Hindi,F,your price my son is just about thirty per week
this sound did not disturb the hush and awe of the place,data/l2arctic/SVBI/wav/arctic_a0377.wav,SVBI,Hindi,F,this sound did not disturb the hush and awe of the place  o
thats why its boundaries are all gouged and jagged,data/l2arctic/SVBI/wav/arctic_a0378.wav,SVBI,Hindi,F,that swar its boundaries are all gorged and jagged
how old are you daddy,data/l2arctic/SVBI/wav/arctic_a0379.wav,SVBI,Hindi,F,ow old are you neddie
but in the canyons water was plentiful and also a luxuriant forest growth,data/l2arctic/SVBI/wav/arctic_a0380.wav,SVBI,Hindi,F,but in the canyons water was plentiful and also a luxuriant forest growth
my names ferguson,data/l2arctic/SVBI/wav/arctic_a0381.wav,SVBI,Hindi,F,my name's ferguson
daylight found himself charmed and made curious by the little man,data/l2arctic/SVBI/wav/arctic_a0382.wav,SVBI,Hindi,F,daylight found himself charmed and made curious by the little man the
to his surprise her answer was flat and uncompromising,data/l2arctic/SVBI/wav/arctic_a0383.wav,SVBI,Hindi,F,to his surprise her answer was flat and uncompromising oh
the farmer works the soil and produces grain,data/l2arctic/SVBI/wav/arctic_a0384.wav,SVBI,Hindi,F,the farmer works the soil and produces grain
thats what carnegie did,data/l2arctic/SVBI/wav/arctic_a0385.wav,SVBI,Hindi,F,that's what carmigaded
i cant argue with you and you know that,data/l2arctic/SVBI/wav/arctic_a0386.wav,SVBI,Hindi,F,i can't argue with you and you know that
bob growing disgusted turned back suddenly and attempted to pass mab,data/l2arctic/SVBI/wav/arctic_a0387.wav,SVBI,Hindi,F,bob growing disgusted turned back suddenly and attempted to pass mab
it was my idea to a tee,data/l2arctic/SVBI/wav/arctic_a0388.wav,SVBI,Hindi,F,it was my idea to etty
mab she said,data/l2arctic/SVBI/wav/arctic_a0389.wav,SVBI,Hindi,F,mab she said
ill go over tomorrow afternoon,data/l2arctic/SVBI/wav/arctic_a0390.wav,SVBI,Hindi,F,i'll go over to morrow afternoon
there is that magnificent bob eating his head off in the stable,data/l2arctic/SVBI/wav/arctic_a0392.wav,SVBI,Hindi,F,there is that magnificent bob eating his head off in the stable
already he had begun borrowing from the banks,data/l2arctic/SVBI/wav/arctic_a0393.wav,SVBI,Hindi,F,already he had begun borrowing from the banks
its the strap hangers thatll keep us from going under,data/l2arctic/SVBI/wav/arctic_a0394.wav,SVBI,Hindi,F,it's the strap hangers that'll keep us from going under
as for himself werent the street railway earnings increasing steadily,data/l2arctic/SVBI/wav/arctic_a0395.wav,SVBI,Hindi,F,as for himself one of the street railway runnings increasing steadily
a rising tide of fat had submerged them,data/l2arctic/SVBI/wav/arctic_a0396.wav,SVBI,Hindi,F,a raising dade of fat had submerged them y
call me that again he murmured ecstatically,data/l2arctic/SVBI/wav/arctic_a0397.wav,SVBI,Hindi,F,call me that again he murmured ecstatically
in the car were unwin and harrison while jones sat with the chauffeur,data/l2arctic/SVBI/wav/arctic_a0398.wav,SVBI,Hindi,F,in the car were unwyn and harrison while jones sat with the chauffeur
and heres another idea,data/l2arctic/SVBI/wav/arctic_a0399.wav,SVBI,Hindi,F,and here son of the radio
manuel had one besetting sin,data/l2arctic/SVBI/wav/arctic_a0400.wav,SVBI,Hindi,F,manuel had one besetting sin
the man smiled grimly and brought a hatchet and a club,data/l2arctic/SVBI/wav/arctic_a0401.wav,SVBI,Hindi,F,the man smiled grimly and brought a hatchet and a club
curly rushed her antagonist who struck again and leaped aside,data/l2arctic/SVBI/wav/arctic_a0402.wav,SVBI,Hindi,F,kurley rushed her antagonist who struck again and leaped aside
his newborn cunning gave him poise and control,data/l2arctic/SVBI/wav/arctic_a0403.wav,SVBI,Hindi,F,his new born cunning gave him poise and control
perrault found one with head buried in the grub box,data/l2arctic/SVBI/wav/arctic_a0404.wav,SVBI,Hindi,F,berralt found one with head buried in the grub box  l
it seemed the ordained order of things that dogs should work,data/l2arctic/SVBI/wav/arctic_a0405.wav,SVBI,Hindi,F,it seemed the ordained order of things that dogs should work
and that was the last of francois and perrault,data/l2arctic/SVBI/wav/arctic_a0406.wav,SVBI,Hindi,F,and that was the loss of frankoi saind perold
mercedes screamed cried laughed and manifested the chaotic abandonment of hysteria,data/l2arctic/SVBI/wav/arctic_a0407.wav,SVBI,Hindi,F,mercedes screamed cried laughed and manifested the chaotic abandonment of hysteria
he could feel a new stir in the land,data/l2arctic/SVBI/wav/arctic_a0409.wav,SVBI,Hindi,F,he could feel a new stir in the land
so we have to fit the boat throughout with oil lamps as well,data/l2arctic/SVBI/wav/arctic_a0410.wav,SVBI,Hindi,F,so we have to fit the boat throughout with isle lamps as well
it will break our hearts and our backs to hoist anchor by hand,data/l2arctic/SVBI/wav/arctic_a0411.wav,SVBI,Hindi,F,it will break our hearts and our backs to hoist anchor by hand
there is another virtue in these bulkheads,data/l2arctic/SVBI/wav/arctic_a0412.wav,SVBI,Hindi,F,is another virtue in these bulkheads
but i am at the end of my resources,data/l2arctic/SVBI/wav/arctic_a0413.wav,SVBI,Hindi,F,bi am at the end of my resources
now our figuring was all right,data/l2arctic/SVBI/wav/arctic_a0414.wav,SVBI,Hindi,F,now our figuring was all right
it lasted as a deterrent for two days,data/l2arctic/SVBI/wav/arctic_a0415.wav,SVBI,Hindi,F,it lasted as a deterrent for two days
the added weight had a velocity of fifteen miles per hour,data/l2arctic/SVBI/wav/arctic_a0416.wav,SVBI,Hindi,F,the added weight had a velocity of fifteen miles per hour
it is also an insidious deceitful sun,data/l2arctic/SVBI/wav/arctic_a0417.wav,SVBI,Hindi,F,it is also an insidious deceitful sum
the portuguese boy crawled nearer and nearer,data/l2arctic/SVBI/wav/arctic_a0418.wav,SVBI,Hindi,F,the portuguese boy crawled nearer and nearer
the portuguese boy passed the hawaiian,data/l2arctic/SVBI/wav/arctic_a0419.wav,SVBI,Hindi,F,the portuguese boy passed the hawaiian
when i came to i was waving my hat and murmuring ecstatically,data/l2arctic/SVBI/wav/arctic_a0420.wav,SVBI,Hindi,F,when i came to i was waving my hat and murmuring ecstatically
by golly the boy wins,data/l2arctic/SVBI/wav/arctic_a0421.wav,SVBI,Hindi,F,my golly the boywins
halfway around the track one donkey got into an argument with its rider,data/l2arctic/SVBI/wav/arctic_a0422.wav,SVBI,Hindi,F,halfway on the track one donkey got into an argument with its rider
mcveigh when he returns from a trip to honolulu,data/l2arctic/SVBI/wav/arctic_a0423.wav,SVBI,Hindi,F,mac way when he returns from a trip to honolulu
obviously it was a disease that could be contracted by contact,data/l2arctic/SVBI/wav/arctic_a0424.wav,SVBI,Hindi,F,obviously it was a disease that could be contracted by contact  r
they do not know the length of time of incubation,data/l2arctic/SVBI/wav/arctic_a0426.wav,SVBI,Hindi,F,they do not know the length of time of incubation
enters now the psychology of the situation,data/l2arctic/SVBI/wav/arctic_a0427.wav,SVBI,Hindi,F,enters now the psychology of the situation
it was not exactly a deportation,data/l2arctic/SVBI/wav/arctic_a0428.wav,SVBI,Hindi,F,it was not exactly a deportation
quick was the disappointment in his face yet smiling was the acquiescence,data/l2arctic/SVBI/wav/arctic_a0429.wav,SVBI,Hindi,F,quick was the disappointment in his face yet smiling was the acquiescence
nevertheless we found ourselves once more in the high seat of abundance,data/l2arctic/SVBI/wav/arctic_a0430.wav,SVBI,Hindi,F,nevertheless we found ourselves once more in the high seat of abundance
wada and na ka ta were in a bit of a funk,data/l2arctic/SVBI/wav/arctic_a0431.wav,SVBI,Hindi,F,wada and nakota were in a bit of a funk
the boy at the wheel lost his head,data/l2arctic/SVBI/wav/arctic_a0432.wav,SVBI,Hindi,F,the boy at the wheel lost his head and
to her the bridge was tambo which is the native for taboo,data/l2arctic/SVBI/wav/arctic_a0433.wav,SVBI,Hindi,F,to her the bridge was tambo which is the native for tabu
a half a case of tobacco was worth three pounds,data/l2arctic/SVBI/wav/arctic_a0434.wav,SVBI,Hindi,F,a half a case of tobacco was worth three pounds
what do you mean by this outrageous conduct,data/l2arctic/SVBI/wav/arctic_a0435.wav,SVBI,Hindi,F,what do you mean by this outrageous conduct
but martin smiled a superior smile,data/l2arctic/SVBI/wav/arctic_a0436.wav,SVBI,Hindi,F,but martin smiled a superior smile
by that answer my professional medical prestige stood or fell,data/l2arctic/SVBI/wav/arctic_a0437.wav,SVBI,Hindi,F,by that answer my professional medical prestige stood or fell
