transcription,path_to_audio,speaker_id,native_language,gender,conformer_960_rel_large_transcriptions
red eye never committed a more outrageous deed,data/l2arctic/YKWK/wav/arctic_a0330.wav,YKWK,Korean,M,red eye never committed a more outrageous deed
poor little crooked leg was terribly scared,data/l2arctic/YKWK/wav/arctic_a0331.wav,YKWK,Korean,M,poor little crooked lak was terribly scareda
unconsciously our yells and exclamations yielded to this rhythm,data/l2arctic/YKWK/wav/arctic_a0332.wav,YKWK,Korean,M,unconsciously our yells and exclamations yielded to this rhythm
this is no place for you,data/l2arctic/YKWK/wav/arctic_a0333.wav,YKWK,Korean,M,this is no place for you
hell knock you off a few sticks in no time,data/l2arctic/YKWK/wav/arctic_a0334.wav,YKWK,Korean,M,here will knock you off a few sticks in no time
red eye swung back and forth on the branch farther down,data/l2arctic/YKWK/wav/arctic_a0335.wav,YKWK,Korean,M,red eyes swung back and forth on the branch farther down
so unexpected was my charge that i knocked him off his feet,data/l2arctic/YKWK/wav/arctic_a0336.wav,YKWK,Korean,M,so unexpected was my charge that i knocked him off his feet
encouraged by my conduct big face became a sudden ally,data/l2arctic/YKWK/wav/arctic_a0337.wav,YKWK,Korean,M,encouraged by my conduct big face became a sudden ally
the fighting had now become intermittent,data/l2arctic/YKWK/wav/arctic_a0338.wav,YKWK,Korean,M,the fighting had now become intermittent
they obeyed him and went here and there at his commands,data/l2arctic/YKWK/wav/arctic_a0339.wav,YKWK,Korean,M,they obeyed him and went here and there at his commands
why doggone you all shake again,data/l2arctic/YKWK/wav/arctic_a0341.wav,YKWK,Korean,M,why dolkon you all shake again
seventeen no eighteen days ago,data/l2arctic/YKWK/wav/arctic_a0342.wav,YKWK,Korean,M,seventeen no eighteen days ago
you mean for this state general alberta,data/l2arctic/YKWK/wav/arctic_a0343.wav,YKWK,Korean,M,you mean for this state general alberter
he seemed to fill it with his tremendous vitality,data/l2arctic/YKWK/wav/arctic_a0344.wav,YKWK,Korean,M,he seemed to fill in with his tremendous vitality
she was trying to pass the apron string around him,data/l2arctic/YKWK/wav/arctic_a0345.wav,YKWK,Korean,M,she was trying to pass the apron strings round him
get down and dig in,data/l2arctic/YKWK/wav/arctic_a0346.wav,YKWK,Korean,M,get down and dig in
they are greatly delighted with anything that is bright or giveth a sound,data/l2arctic/YKWK/wav/arctic_a0347.wav,YKWK,Korean,M,they are greatly delighted with anything that is bright or giveth sound
they only lifted seven hundred and fifty,data/l2arctic/YKWK/wav/arctic_a0348.wav,YKWK,Korean,M,they only lifted seven hundred and fifty
it was simple in its way and no virtue of his,data/l2arctic/YKWK/wav/arctic_a0349.wav,YKWK,Korean,M,it was simple in its way and no virtue of his
is that pat hanrahans mug looking hungry and willing,data/l2arctic/YKWK/wav/arctic_a0350.wav,YKWK,Korean,M,is that pet harahans muk looking hungry and woling
it was more like sugar,data/l2arctic/YKWK/wav/arctic_a0351.wav,YKWK,Korean,M,i was mo like sugur
im sure going along with you all elijah,data/l2arctic/YKWK/wav/arctic_a0352.wav,YKWK,Korean,M,i'm sure going along with you alija
here the explosion of mirth drowned him out,data/l2arctic/YKWK/wav/arctic_a0353.wav,YKWK,Korean,M,here the explosion of mirth drowned him out
fresh meat they failed to obtain,data/l2arctic/YKWK/wav/arctic_a0354.wav,YKWK,Korean,M,fresh meat they failed to obtain
a burst of laughter was his reward,data/l2arctic/YKWK/wav/arctic_a0355.wav,YKWK,Korean,M,a burst of laughter was his reward
you dont catch me at any such foolishness,data/l2arctic/YKWK/wav/arctic_a0356.wav,YKWK,Korean,M,you don't catch me at any such foolishness
they continued valiantly to lie but the truth continued to outrun them,data/l2arctic/YKWK/wav/arctic_a0358.wav,YKWK,Korean,M,they continued valiantly to lie but the truth continued to outlin them
earth and gravel seemed to fill the pan,data/l2arctic/YKWK/wav/arctic_a0359.wav,YKWK,Korean,M,earth and gravel seeme to fill the pen
but he no longer cared quite so much for that form of diversion,data/l2arctic/YKWK/wav/arctic_a0360.wav,YKWK,Korean,M,but he no longer cared quite so much for that form of diversion o
but he did not broach it prefer to mature it carefully,data/l2arctic/YKWK/wav/arctic_a0361.wav,YKWK,Korean,M,but he did not approach it preferreng to mature it carefully
nope not the slightest idea,data/l2arctic/YKWK/wav/arctic_a0362.wav,YKWK,Korean,M,nope not the slightest idea
it was not an attempt to smash the market,data/l2arctic/YKWK/wav/arctic_a0363.wav,YKWK,Korean,M,it was not an attempt to smash the market
we have plenty of capital ourselves and yet we want more,data/l2arctic/YKWK/wav/arctic_a0364.wav,YKWK,Korean,M,we have plenty of capital ourselves and yet we want more
these rumors may even originate with us,data/l2arctic/YKWK/wav/arctic_a0365.wav,YKWK,Korean,M,these rumors may even originate with us
a wildly exciting time was his during the week preceding thursday the eighteenth,data/l2arctic/YKWK/wav/arctic_a0366.wav,YKWK,Korean,M,a widely exciting time was his during the week preceding thursday the eighteenth
there is not an iota of truth in it certainly not,data/l2arctic/YKWK/wav/arctic_a0367.wav,YKWK,Korean,M,ther is not an iota of truth in it certainly not
i just do appreciate it without being able to express my feelings,data/l2arctic/YKWK/wav/arctic_a0368.wav,YKWK,Korean,M,i just do appreciate it without being able to express my feelings
in partnership with daylight the pair raided the san jose interurban,data/l2arctic/YKWK/wav/arctic_a0369.wav,YKWK,Korean,M,in partnership with daylight the pair raided the san jose inter urban o
he saw all men in the business game doing this,data/l2arctic/YKWK/wav/arctic_a0370.wav,YKWK,Korean,M,he saw all men in the business scheme doing this
it issued a rate of forty two dollars a car on charcoal,data/l2arctic/YKWK/wav/arctic_a0371.wav,YKWK,Korean,M,it issued a rate of forty two dollars a car on charcoal   o
he saw only the effect in a general sketchy way,data/l2arctic/YKWK/wav/arctic_a0372.wav,YKWK,Korean,M,he saw only the effect in a general sketch way ro
points of view new ideas life,data/l2arctic/YKWK/wav/arctic_a0373.wav,YKWK,Korean,M,points of view new ideas life
the butchers and meat cutters refused to handle meat destined for unfair restaurants,data/l2arctic/YKWK/wav/arctic_a0375.wav,YKWK,Korean,M,te butchers and meat cutters refused to handle meat destined for unfair restaurants
your price my son is just about thirty per week,data/l2arctic/YKWK/wav/arctic_a0376.wav,YKWK,Korean,M,your price my son is just about thirty per week
this sound did not disturb the hush and awe of the place,data/l2arctic/YKWK/wav/arctic_a0377.wav,YKWK,Korean,M,sound did not disturb the hush and awe of the place
thats why its boundaries are all gouged and jagged,data/l2arctic/YKWK/wav/arctic_a0378.wav,YKWK,Korean,M,that's why its boundaries are all couched and jagged
how old are you daddy,data/l2arctic/YKWK/wav/arctic_a0379.wav,YKWK,Korean,M,how old are you derrie
but in the canyons water was plentiful and also a luxuriant forest growth,data/l2arctic/YKWK/wav/arctic_a0380.wav,YKWK,Korean,M,but in the canyons water was plentiful and also a luxuriant forest growth
my names ferguson,data/l2arctic/YKWK/wav/arctic_a0381.wav,YKWK,Korean,M,my name's ferguson
daylight found himself charmed and made curious by the little man,data/l2arctic/YKWK/wav/arctic_a0382.wav,YKWK,Korean,M,daylight found himself charmed and made curious by the little man
to his surprise her answer was flat and uncompromising,data/l2arctic/YKWK/wav/arctic_a0383.wav,YKWK,Korean,M,to his surprise her answer was flat and uncompromising
the farmer works the soil and produces grain,data/l2arctic/YKWK/wav/arctic_a0384.wav,YKWK,Korean,M,the farmer works the soil and produces grain
thats what carnegie did,data/l2arctic/YKWK/wav/arctic_a0385.wav,YKWK,Korean,M,that's what carnegie did
i cant argue with you and you know that,data/l2arctic/YKWK/wav/arctic_a0386.wav,YKWK,Korean,M,i can argue with you and you know that
bob growing disgusted turned back suddenly and attempted to pass mab,data/l2arctic/YKWK/wav/arctic_a0387.wav,YKWK,Korean,M,bob growing disgusted turned back suddenly and attempted to pass bob
it was my idea to a tee,data/l2arctic/YKWK/wav/arctic_a0388.wav,YKWK,Korean,M,it was my idear tu a ti
mab she said,data/l2arctic/YKWK/wav/arctic_a0389.wav,YKWK,Korean,M,map she said
i will go over tomorrow afternoon,data/l2arctic/YKWK/wav/arctic_a0390.wav,YKWK,Korean,M,i will go over to morrow afternoon
there is that magnificent bob eating his head off in the stable,data/l2arctic/YKWK/wav/arctic_a0392.wav,YKWK,Korean,M,there is that magnificent bob eating his head off in the stable
already he had begun borrowing from the banks,data/l2arctic/YKWK/wav/arctic_a0393.wav,YKWK,Korean,M,already he had begun prowling from the banks
its the strap hangers thatll keep us from going under,data/l2arctic/YKWK/wav/arctic_a0394.wav,YKWK,Korean,M,it's the strap hangers that will keep us from going under
as for himself werent the street railway earnings increasing steadily,data/l2arctic/YKWK/wav/arctic_a0395.wav,YKWK,Korean,M,as for himself win the street railway earnings increasing steadily
a rising tide of fat had submerged them,data/l2arctic/YKWK/wav/arctic_a0396.wav,YKWK,Korean,M,a rising tide of fet had submerged them
call me that again he murmured ecstatically,data/l2arctic/YKWK/wav/arctic_a0397.wav,YKWK,Korean,M,call me that again he murmured estetically
in the car were unwin and harrison while jones sat with the chauffeur,data/l2arctic/YKWK/wav/arctic_a0398.wav,YKWK,Korean,M,in the car were unwin and harrison while jones sat with the chauffeur
and heres another idea,data/l2arctic/YKWK/wav/arctic_a0399.wav,YKWK,Korean,M,an here's another idear
manuel had one besetting sin,data/l2arctic/YKWK/wav/arctic_a0400.wav,YKWK,Korean,M,manuel had one piceting scene
the man smiled grimly and brought a hatchet and a club,data/l2arctic/YKWK/wav/arctic_a0401.wav,YKWK,Korean,M,the man smiled greamily and brought a hatchet and club
curly rushed her antagonist who struck again and leaped aside,data/l2arctic/YKWK/wav/arctic_a0402.wav,YKWK,Korean,M,coolly rughed her antagonist who struck again and leaped aside
his newborn cunning gave him poise and control,data/l2arctic/YKWK/wav/arctic_a0403.wav,YKWK,Korean,M,his new born cunning gave him poise and control
perrault found one with head buried in the grub box,data/l2arctic/YKWK/wav/arctic_a0404.wav,YKWK,Korean,M,pro found one with head buried in the crop box
it seemed the ordained order of things that dogs should work,data/l2arctic/YKWK/wav/arctic_a0405.wav,YKWK,Korean,M,it seemed the ordained order of things that dogs should work
and that was the last of francois and perrault,data/l2arctic/YKWK/wav/arctic_a0406.wav,YKWK,Korean,M,and that was the last of francoirs and proo
mercedes screamed cried laughed and manifested the chaotic abandonment of hysteria,data/l2arctic/YKWK/wav/arctic_a0407.wav,YKWK,Korean,M,mersedes screamed cried laughed and manifested the chaotic abandon of hysteria
he could feel a new stir in the land,data/l2arctic/YKWK/wav/arctic_a0409.wav,YKWK,Korean,M,he could af fell a new stir in the land
so we have to fit the boat throughout with oil lamps as well,data/l2arctic/YKWK/wav/arctic_a0410.wav,YKWK,Korean,M,so we had to fit the boat throgh out the oil lamps as well
it will break our hearts and our backs and to hoist anchor by hand,data/l2arctic/YKWK/wav/arctic_a0411.wav,YKWK,Korean,M,it will break our hearts and our packs and to hoist anchor by hand
there is another virtue in these bulkheads,data/l2arctic/YKWK/wav/arctic_a0412.wav,YKWK,Korean,M,there is another virtue in theeds bark has
but i am not at the end of my resources,data/l2arctic/YKWK/wav/arctic_a0413.wav,YKWK,Korean,M,but i am not at the end of my resources
now our figuring was all right,data/l2arctic/YKWK/wav/arctic_a0414.wav,YKWK,Korean,M,now our figuring was all right
it lasted as a deterrent for two days,data/l2arctic/YKWK/wav/arctic_a0415.wav,YKWK,Korean,M,it lasted as our deterrant for two days
the added weight had a velocity of fifteen miles per hour,data/l2arctic/YKWK/wav/arctic_a0416.wav,YKWK,Korean,M,the added weight had a velocity of fifteen miles per hour
it is also an insidious deceitful sun,data/l2arctic/YKWK/wav/arctic_a0417.wav,YKWK,Korean,M,it is also an insidious deceitful son
the portuguese boy crawled nearer and nearer,data/l2arctic/YKWK/wav/arctic_a0418.wav,YKWK,Korean,M,the portuguese boy crawled nearer and nearer
the portuguese boy passed the hawaiian,data/l2arctic/YKWK/wav/arctic_a0419.wav,YKWK,Korean,M,the portuguese boy passed the hawaiian  rooa
when i came to i was waving my hat and murmuring ecstatically,data/l2arctic/YKWK/wav/arctic_a0420.wav,YKWK,Korean,M,when i came to i was waving my head and murmuring ecstatically
by golly the boy wins,data/l2arctic/YKWK/wav/arctic_a0421.wav,YKWK,Korean,M,by golly the boy wins
halfway around the track one donkey got into an argument with its rider,data/l2arctic/YKWK/wav/arctic_a0422.wav,YKWK,Korean,M,half way around the track one donkey got into an argument with its rider
mcveigh when he returned from a trip to honolulu,data/l2arctic/YKWK/wav/arctic_a0423.wav,YKWK,Korean,M,mac fag when he returned from a trip to honolulu
obviously it was a disease that could be contracted by contact,data/l2arctic/YKWK/wav/arctic_a0424.wav,YKWK,Korean,M,obviously it was a disease that could be contracted by contact
they do not know the length of time of incubation,data/l2arctic/YKWK/wav/arctic_a0426.wav,YKWK,Korean,M,they do not know the length of time of incubation
enters now the psychology of the situation,data/l2arctic/YKWK/wav/arctic_a0427.wav,YKWK,Korean,M,enters now the psychology of the situation
it was not exactly a deportation,data/l2arctic/YKWK/wav/arctic_a0428.wav,YKWK,Korean,M,it was not exactly a deportation
quick was the disappointment in his face yet smiling was the acquiescence,data/l2arctic/YKWK/wav/arctic_a0429.wav,YKWK,Korean,M,quick was the disappointment in his face yet smiling was the acquiescance
nevertheless we found ourselves once more in the high seat of abundance,data/l2arctic/YKWK/wav/arctic_a0430.wav,YKWK,Korean,M,nevertheless we found ourselves once more in the high seat of abundance
wada and na ka ta were in a bit of a funk,data/l2arctic/YKWK/wav/arctic_a0431.wav,YKWK,Korean,M,waiter and lakada were in a bit of funk
the boy at the wheel lost his head,data/l2arctic/YKWK/wav/arctic_a0432.wav,YKWK,Korean,M,the boy at the wheel lost his head a
to her the bridge was tambo which is the native for taboo,data/l2arctic/YKWK/wav/arctic_a0433.wav,YKWK,Korean,M,to her the bourgewis tambo which is the native of tabo
a half a case of tobacco was worth three pounds,data/l2arctic/YKWK/wav/arctic_a0434.wav,YKWK,Korean,M,a half a case of tobacco was worth three pounds
