transcription,path_to_audio,speaker_id,native_language,gender,unispeechsat_base_transcriptions
but im at the end of my resources,data/l2arctic/YDCK/wav/arctic_a0413.wav,YDCK,Korean,F,but i 'am at the end of my resources
now our figuring was all right,data/l2arctic/YDCK/wav/arctic_a0414.wav,YDCK,Korean,F,now our figuring was all right
it lasted as a deterrent for two days,data/l2arctic/YDCK/wav/arctic_a0415.wav,YDCK,Korean,F,it lasted as a deterrent for two days
the added weight had a velocity of fifteen miles per hour,data/l2arctic/YDCK/wav/arctic_a0416.wav,YDCK,Korean,F,the addid weight had a velocity of fifty miles per hour
it is also an insidious deceitful sun,data/l2arctic/YDCK/wav/arctic_a0417.wav,YDCK,Korean,F,it is also anincedious decitful sogn
the portuguese boy crawled nearer and nearer,data/l2arctic/YDCK/wav/arctic_a0418.wav,YDCK,Korean,F,the peorcagus boy crawled nearer and nearer
the portuguese boy passed the hawaiian,data/l2arctic/YDCK/wav/arctic_a0419.wav,YDCK,Korean,F,the porcaugus boy past the howalion
when i came to i was waving my hat and murmuring ecstatically,data/l2arctic/YDCK/wav/arctic_a0420.wav,YDCK,Korean,F,when i came to i was waving my head and mummuring astadically
by golly the boy wins,data/l2arctic/YDCK/wav/arctic_a0421.wav,YDCK,Korean,F,by golly the boy winds
halfway around the track one donkey got into an argument with its rider,data/l2arctic/YDCK/wav/arctic_a0422.wav,YDCK,Korean,F,half way around the track one donkey got into an argument with its rider
mcveigh when he returns from a trip to honolulu,data/l2arctic/YDCK/wav/arctic_a0423.wav,YDCK,Korean,F,mcve when he returns from a trape to honarulo
obviously it was a disease that could be contracted by contact,data/l2arctic/YDCK/wav/arctic_a0424.wav,YDCK,Korean,F,obviously it was a disease that could be contracted by contact
they do not know the length of time of incubation,data/l2arctic/YDCK/wav/arctic_a0426.wav,YDCK,Korean,F,they do not know the langths of time of incubation
enters now the psychology of the situation,data/l2arctic/YDCK/wav/arctic_a0427.wav,YDCK,Korean,F,enters now the psychology of the situation
it was not exactly a deportation,data/l2arctic/YDCK/wav/arctic_a0428.wav,YDCK,Korean,F,it was not exactly a deportation
quick was the disappointment in his face yet smiling was the acquiescence,data/l2arctic/YDCK/wav/arctic_a0429.wav,YDCK,Korean,F,kiyk was the disappointment in his face yet smiling was the acquitance
nevertheless we found ourselves once more in the high seat of abundance,data/l2arctic/YDCK/wav/arctic_a0430.wav,YDCK,Korean,F,nevertheless we found oursolves once more in the high sade up abundance
wada and na ka ta were in a bit of a funk,data/l2arctic/YDCK/wav/arctic_a0431.wav,YDCK,Korean,F,ada and nacada were in a bid of a fank
the boy at the wheel lost his head,data/l2arctic/YDCK/wav/arctic_a0432.wav,YDCK,Korean,F,the boy at the wheel losti's hat
to her the bridge was tambo which is the native for taboo,data/l2arctic/YDCK/wav/arctic_a0433.wav,YDCK,Korean,F,to hurd the bredch wors tambouw which is the knavyv for to bou
a half a case of tobacco was worth three pounds,data/l2arctic/YDCK/wav/arctic_a0434.wav,YDCK,Korean,F,a half a case of tobacco was worth three pounds
what do you mean by this outrageous conduct,data/l2arctic/YDCK/wav/arctic_a0435.wav,YDCK,Korean,F,what do you mean by this ourageous conduct
but martin smiled a superior smile,data/l2arctic/YDCK/wav/arctic_a0436.wav,YDCK,Korean,F,but martin smiled a sperial smile
by that answer my professional medical prestige stood or fell,data/l2arctic/YDCK/wav/arctic_a0437.wav,YDCK,Korean,F,by that answer my professiornal madical prostiche stood or fell
at sea monday march sixteenth nineteen o eight,data/l2arctic/YDCK/wav/arctic_a0438.wav,YDCK,Korean,F,c monday march sixteenth nineteen o eight
at sea wednesday march eighteenth nineteen o eight,data/l2arctic/YDCK/wav/arctic_a0439.wav,YDCK,Korean,F,c wednesday march eighteenth nineteen o eight
yes sir i corrected,data/l2arctic/YDCK/wav/arctic_a0440.wav,YDCK,Korean,F,yes sir i corrected
violent life and athletic sports had never appealed to me,data/l2arctic/YDCK/wav/arctic_a0441.wav,YDCK,Korean,F,vial on life and aselatic sports had never appealed to me
he was worth nothing to the world,data/l2arctic/YDCK/wav/arctic_a0443.wav,YDCK,Korean,F,he was worth nothing to the word
then you dont believe in altruism,data/l2arctic/YDCK/wav/arctic_a0444.wav,YDCK,Korean,F,than you don't belive in orterism
the creative joy i murmured,data/l2arctic/YDCK/wav/arctic_a0445.wav,YDCK,Korean,F,the creative joy i murmured
he deluged me overwhelmed me with argument,data/l2arctic/YDCK/wav/arctic_a0446.wav,YDCK,Korean,F,he delurged me overwhelomed me with argument
ah it is growing dark and darker,data/l2arctic/YDCK/wav/arctic_a0447.wav,YDCK,Korean,F,ait is growing dark and darker
i was hump cabin boy on the schooner ghost,data/l2arctic/YDCK/wav/arctic_a0448.wav,YDCK,Korean,F,i was a hump cebbin boy on the schooner ghost
a sinewy hand dripping with water was clutching the rail,data/l2arctic/YDCK/wav/arctic_a0449.wav,YDCK,Korean,F,a sinewy hand dripping whith water was clerching the rail
no man ate of the seal meat or the oil,data/l2arctic/YDCK/wav/arctic_a0450.wav,YDCK,Korean,F,no men ade of deseal meat wore the oil
i noticed blood spouting from kerfoots left hand,data/l2arctic/YDCK/wav/arctic_a0451.wav,YDCK,Korean,F,i noticed blood spouting from curafoots left a hand
three oilers and a fourth engineer was his greeting,data/l2arctic/YDCK/wav/arctic_a0452.wav,YDCK,Korean,F,ree ollers and a fourth andginear was his greeting
eighteen hundred he calculated,data/l2arctic/YDCK/wav/arctic_a0453.wav,YDCK,Korean,F,eighteen hundred he calculated
the sharp voice of wolf larsen aroused me,data/l2arctic/YDCK/wav/arctic_a0454.wav,YDCK,Korean,F,the sharp voice of olflarson aroused me
i obeyed and a minute or two later they stood before him,data/l2arctic/YDCK/wav/arctic_a0455.wav,YDCK,Korean,F,iobeyetd an imediate orer too later they stood before him
but it wont continue she said with easy confidence,data/l2arctic/YDCK/wav/arctic_a0456.wav,YDCK,Korean,F,but it warnd continue she said with easy confidence
what i saw i could not at first believe,data/l2arctic/YDCK/wav/arctic_a0457.wav,YDCK,Korean,F,what i saw i could not at first believe
the stout wood was crushed like an eggshell,data/l2arctic/YDCK/wav/arctic_a0458.wav,YDCK,Korean,F,the stout od was crushitd like an axshel
i had forgotten their existence,data/l2arctic/YDCK/wav/arctic_a0460.wav,YDCK,Korean,F,i had forgotten their existence
ah we were very close together in that moment,data/l2arctic/YDCK/wav/arctic_a0461.wav,YDCK,Korean,F,ah we were very close together in that moment
but she swung obediently on her heel into the wind,data/l2arctic/YDCK/wav/arctic_a0462.wav,YDCK,Korean,F,but thre swung obediently on her heel into the wind
they are his tongue by which he makes his knowledge articulate,data/l2arctic/YDCK/wav/arctic_a0463.wav,YDCK,Korean,F,there are his tongue by which he makes his knowledge articulate
between the rush of the cascades streaks of rust showed everywhere,data/l2arctic/YDCK/wav/arctic_a0464.wav,YDCK,Korean,F,between the roush of the cascades streks of rust showed everywhere
he will never do a tap of work the whole voyage,data/l2arctic/YDCK/wav/arctic_a0465.wav,YDCK,Korean,F,he will never do a tap a work the whole voyage
captain west may be a samurai but he is also human,data/l2arctic/YDCK/wav/arctic_a0466.wav,YDCK,Korean,F,captain west may be a samori but he is also human
and so early in the voyage too,data/l2arctic/YDCK/wav/arctic_a0467.wav,YDCK,Korean,F,and so allly inde voyarge too
in the matter of curry she is a sheer genius,data/l2arctic/YDCK/wav/arctic_a0468.wav,YDCK,Korean,F,in the matter of carrey she is sure genuous
the eastern heavens were equally spectacular,data/l2arctic/YDCK/wav/arctic_a0469.wav,YDCK,Korean,F,the east an heavens were equally spectatular
he spat it out like so much venom,data/l2arctic/YDCK/wav/arctic_a0470.wav,YDCK,Korean,F,he spad it out like so much vanam
i saw mister pike nod his head grimly and sarcastically,data/l2arctic/YDCK/wav/arctic_a0471.wav,YDCK,Korean,F,i saw mister pie cnatis had ggrimly and sarcastically
he is too keenly intelligent too sharply sensitive successfully to endure,data/l2arctic/YDCK/wav/arctic_a0472.wav,YDCK,Korean,F,he is too keeinly intelligent too sharply sensitive successfully to endure
the night was calm and snowy,data/l2arctic/YDCK/wav/arctic_a0473.wav,YDCK,Korean,F,then i was calm and snowy
i sailed third mate in the little vampire before you were born,data/l2arctic/YDCK/wav/arctic_a0474.wav,YDCK,Korean,F,i sailed third mate in the little benfire before you were born
his outstretched arm dropped to his side and he paused,data/l2arctic/YDCK/wav/arctic_a0475.wav,YDCK,Korean,F,hes oustretch it arm dropped to his side and he paused
wada louis and the steward are servants of asiatic breed,data/l2arctic/YDCK/wav/arctic_a0477.wav,YDCK,Korean,F,wada louis and the steward are a servants of asaedic bred
also she was forbidden them smoking their pipes in the after room,data/l2arctic/YDCK/wav/arctic_a0478.wav,YDCK,Korean,F,also she as worriaden dam smoking their pikes in the apter room
i tried to read george moore last night and was dreadfully bored,data/l2arctic/YDCK/wav/arctic_a0479.wav,YDCK,Korean,F,i trid to read gerge more last night and was dreadfully bored
tom spink has a harpoon,data/l2arctic/YDCK/wav/arctic_a0480.wav,YDCK,Korean,F,tamspink has harpoon
nimrod replied with a slight manifestation of sensitiveness,data/l2arctic/YDCK/wav/arctic_a0481.wav,YDCK,Korean,F,nimorad replied with e slight manifestation of censorabness
and their chief virtue lies in that they will never wear out,data/l2arctic/YDCK/wav/arctic_a0482.wav,YDCK,Korean,F,and their chap virtue lies in that they will never we are out
beyond dispute corry hutchinson had married mabel holmes,data/l2arctic/YDCK/wav/arctic_a0483.wav,YDCK,Korean,F,beyond dispute cori hutchingson had maried marble hroms
no sir ee,data/l2arctic/YDCK/wav/arctic_a0484.wav,YDCK,Korean,F,no surey
each insult added to the value of the claim,data/l2arctic/YDCK/wav/arctic_a0485.wav,YDCK,Korean,F,its inserd added to the velu of dhe claim
for the rest he was a mere automaton,data/l2arctic/YDCK/wav/arctic_a0486.wav,YDCK,Korean,F,for the rest he was a mere automatin
the river bared its bosom and snorting steamboats challenged the wilderness,data/l2arctic/YDCK/wav/arctic_a0487.wav,YDCK,Korean,F,the reber bared is both them and snorting sream boats challenge it the wildeness
their love burned with increasing brightness,data/l2arctic/YDCK/wav/arctic_a0488.wav,YDCK,Korean,F,their lob bonduit increasing brightness
they were artists not biologists,data/l2arctic/YDCK/wav/arctic_a0489.wav,YDCK,Korean,F,they were auddist not by ologist
both johnny and his mother shuffled their feet as they walked,data/l2arctic/YDCK/wav/arctic_a0490.wav,YDCK,Korean,F,both johnnie and his mother shafuled their fit as they walked
and as in denial of guilt the one legged boy replied,data/l2arctic/YDCK/wav/arctic_a0491.wav,YDCK,Korean,F,an as in denir of guilt the one lagged boy replied
burnt out like the crater of a volcano,data/l2arctic/YDCK/wav/arctic_a0492.wav,YDCK,Korean,F,bont out like the crator of a barcano
obrien took off his coat and bared his right arm,data/l2arctic/YDCK/wav/arctic_a0494.wav,YDCK,Korean,F,obryon took off his coat and bared his right arm
he bore no grudges and had few enemies,data/l2arctic/YDCK/wav/arctic_a0495.wav,YDCK,Korean,F,he bore no glates and had few enemies
and tom king patiently endured,data/l2arctic/YDCK/wav/arctic_a0496.wav,YDCK,Korean,F,and tom king patiently endured
king took every advantage he knew,data/l2arctic/YDCK/wav/arctic_a0497.wav,YDCK,Korean,F,king took every adavantage he knew
the lines were now very taut,data/l2arctic/YDCK/wav/arctic_a0498.wav,YDCK,Korean,F,the lines were now very tout
and right there i saw and knew it all,data/l2arctic/YDCK/wav/arctic_a0499.wav,YDCK,Korean,F,and right there i saw and knew it all
who the devil gave it to you to be judge and jury,data/l2arctic/YDCK/wav/arctic_a0500.wav,YDCK,Korean,F,whoudo devil gave i to you to be judge and dury
youre joking me sir the other managed to articulate,data/l2arctic/YDCK/wav/arctic_a0501.wav,YDCK,Korean,F,your joking me sir the utter manageit to articulate
anything unusual or abnormal was sufficient to send a fellow to molokai,data/l2arctic/YDCK/wav/arctic_a0502.wav,YDCK,Korean,F,anything unusual or abnomal was sufficient to send a fellow to boloquai
his beady black eyes saw bargains where the other men saw bankruptcy,data/l2arctic/YDCK/wav/arctic_a0503.wav,YDCK,Korean,F,his petdy black eyes sow borgans where the other men saw bancrofty
he was an athlete and a giant,data/l2arctic/YDCK/wav/arctic_a0504.wav,YDCK,Korean,F,he was an athelet and a giant
we fished sharks on niihau together,data/l2arctic/YDCK/wav/arctic_a0505.wav,YDCK,Korean,F,refishit sharks on neho together
the claudine was leaving next morning for honolulu,data/l2arctic/YDCK/wav/arctic_a0506.wav,YDCK,Korean,F,the clodine was living next morning for honorulo
in short my joyous individualism was dominated by the orthodox bourgeois ethics,data/l2arctic/YDCK/wav/arctic_a0507.wav,YDCK,Korean,F,in short my jyous individualism was dominated by the arthodux virdua affix
soon shall it be thrust back from off prostrate humanity,data/l2arctic/YDCK/wav/arctic_a0508.wav,YDCK,Korean,F,soon shall it be thrust aback from off prostrate humanity
yet in accordance with ernests test of truth it worked,data/l2arctic/YDCK/wav/arctic_a0509.wav,YDCK,Korean,F,yet in accurdence which earnest tast of truth it worked
there is more behind this than a mere university ideal,data/l2arctic/YDCK/wav/arctic_a0511.wav,YDCK,Korean,F,there is more behind this than a mere university idear
no it is a palace wherein there are many servants,data/l2arctic/YDCK/wav/arctic_a0512.wav,YDCK,Korean,F,no it is a palace rarein there are many serbants
we must give ourselves and not our money alone,data/l2arctic/YDCK/wav/arctic_a0513.wav,YDCK,Korean,F,we must give our solves and not our money alone
we are consumed in our own flesh pots,data/l2arctic/YDCK/wav/arctic_a0514.wav,YDCK,Korean,F,we are consumed in our own flesh pots
but here amongst ourselves let us speak out,data/l2arctic/YDCK/wav/arctic_a0515.wav,YDCK,Korean,F,but here amongst ourselves let us pak out
also there was awe in their faces,data/l2arctic/YDCK/wav/arctic_a0516.wav,YDCK,Korean,F,or thoh there was awe in their faces
out of abstractions ernest had conjured a vision and made them see it,data/l2arctic/YDCK/wav/arctic_a0517.wav,YDCK,Korean,F,od of abstractions earnest had condured avisian and made demsayit
illuminating oil was becoming all profit,data/l2arctic/YDCK/wav/arctic_a0518.wav,YDCK,Korean,F,illuminating oil was becoming all prophet
such an act was in direct violation of the laws of the land,data/l2arctic/YDCK/wav/arctic_a0519.wav,YDCK,Korean,F,such an act was indirect vielation of the laws of the land
