transcription,path_to_audio,speaker_id,native_language,gender,wav2vec2_large_transcriptions
he was a merry monarch especially so for an asiatic,data/l2arctic/RRBI/wav/arctic_b0489.wav,RRBI,Hindi,M,he was a merry monarch especially so for an asetic
what an excited whispering and conferring took place,data/l2arctic/RRBI/wav/arctic_b0490.wav,RRBI,Hindi,M,what an excited whispering and confering took place
jacob brinker who was his road mate brought the news,data/l2arctic/RRBI/wav/arctic_b0491.wav,RRBI,Hindi,M,jekob binke who was his road mate brought the news
thus he turned the tenets and jargon of psychology back on me,data/l2arctic/RRBI/wav/arctic_b0492.wav,RRBI,Hindi,M,thus he turned the tenets and jargon of psychology back on me
you yellow giant thing of the frost,data/l2arctic/RRBI/wav/arctic_b0493.wav,RRBI,Hindi,M,you yellow giant thing of the frost
never so strange a prophet came up to jerusalem,data/l2arctic/RRBI/wav/arctic_b0494.wav,RRBI,Hindi,M,never so strange a fropet came to jerusalem
we who have endured so much surely can endure a little more,data/l2arctic/RRBI/wav/arctic_b0495.wav,RRBI,Hindi,M,we who have endured so much surely can endure a little more
i have seen myself that one man contemplated by pascals philosophic eye,data/l2arctic/RRBI/wav/arctic_b0496.wav,RRBI,Hindi,M,i have seen myself that one man contemplated by pascal's philosophic eye
i remembered the red wine of the italian rancho and shuddered inwardly,data/l2arctic/RRBI/wav/arctic_b0498.wav,RRBI,Hindi,M,i remembered the red wine of the italian ranchou and shuddered inwardly
i said and dismissed the matter as not worth thinking about,data/l2arctic/RRBI/wav/arctic_b0499.wav,RRBI,Hindi,M,i said and dismissed the matter has not worth thinking about
then came my boy code,data/l2arctic/RRBI/wav/arctic_b0500.wav,RRBI,Hindi,M,then came my boyhood
and wherever i ranged the way lay along alcohol drenched roads,data/l2arctic/RRBI/wav/arctic_b0501.wav,RRBI,Hindi,M,and wherever i ranged the way lay along alcohol drenched roads
and as we hurried up town joe goose explained,data/l2arctic/RRBI/wav/arctic_b0502.wav,RRBI,Hindi,M,and as we hurried up town jo gooz explained
the scents of strange vegetation blew off the tropic land,data/l2arctic/RRBI/wav/arctic_b0503.wav,RRBI,Hindi,M,the sense of strange vegetation blew off the tropic land
the life there was healthful and athletic but too juvenile,data/l2arctic/RRBI/wav/arctic_b0504.wav,RRBI,Hindi,M,the life there was healthiful and athletic but too juvenile
how valiantly i went at it that first day,data/l2arctic/RRBI/wav/arctic_b0505.wav,RRBI,Hindi,M,how valiantly i went at it that first day
it would help to tide me along until i got steady employment,data/l2arctic/RRBI/wav/arctic_b0506.wav,RRBI,Hindi,M,it would help to tide me along until i got  steady employment
did i possess too much vitality,data/l2arctic/RRBI/wav/arctic_b0507.wav,RRBI,Hindi,M,did i possess too much vitality
in his anxiety and solicitude and love they did not count,data/l2arctic/RRBI/wav/arctic_b0508.wav,RRBI,Hindi,M,in his anxiety and solicitude and low they did not count
he had fulfilled his duty and paid properly,data/l2arctic/RRBI/wav/arctic_b0509.wav,RRBI,Hindi,M,he had fulfilled his duty and paid properly
he knew what taboos he was violating,data/l2arctic/RRBI/wav/arctic_b0510.wav,RRBI,Hindi,M,he knew what dabos he was violating
do you value your hide,data/l2arctic/RRBI/wav/arctic_b0511.wav,RRBI,Hindi,M,do you value your heid
you should have seen them when they heard me spitting chinook,data/l2arctic/RRBI/wav/arctic_b0512.wav,RRBI,Hindi,M,you should have seen them when they heard me spitting chinuk
he plodded on for half an hour when the hallucination arose again,data/l2arctic/RRBI/wav/arctic_b0513.wav,RRBI,Hindi,M,he prodded on for half an hour when the hallucination rose again
the japanese understood as we could never school ourselves or hope to understand,data/l2arctic/RRBI/wav/arctic_b0242.wav,RRBI,Hindi,M,the japanese understood as we could never school ourselves or hope to understand
her mouth opened but instead of speaking she drew a long sigh,data/l2arctic/RRBI/wav/arctic_b0259.wav,RRBI,Hindi,M,her mouth opened but instead of speaking she drew a long sigh
we were now good friends,data/l2arctic/RRBI/wav/arctic_b0276.wav,RRBI,Hindi,M,we were now good friends
between him and all domestic animals there must be no hostilities,data/l2arctic/RRBI/wav/arctic_b0293.wav,RRBI,Hindi,M,between him and all domestic animals there must be no hostilities
a little treatment massage with some help from the doctor,data/l2arctic/RRBI/wav/arctic_b0310.wav,RRBI,Hindi,M,a little treatment mossache with some help from the doctor
he had been so easy,data/l2arctic/RRBI/wav/arctic_b0327.wav,RRBI,Hindi,M,he had been so easy
lots of men take women buggy riding,data/l2arctic/RRBI/wav/arctic_b0344.wav,RRBI,Hindi,M,lots of men take women buggy riding
there are the canals of china and the yangtse river,data/l2arctic/RRBI/wav/arctic_b0361.wav,RRBI,Hindi,M,there are the cannels of china and yangs river
i like to speculate upon the glorious future of man,data/l2arctic/RRBI/wav/arctic_b0378.wav,RRBI,Hindi,M,i like to speculate upon the glorious future of man
i was beneath the water suffocating and drowning,data/l2arctic/RRBI/wav/arctic_b0395.wav,RRBI,Hindi,M,i was beneath the water suffocating and drowning
ah it was sweet in my ears,data/l2arctic/RRBI/wav/arctic_b0412.wav,RRBI,Hindi,M,ah it was sweet in my years
and the eurasian chinese englishman bowed himself away,data/l2arctic/RRBI/wav/arctic_b0429.wav,RRBI,Hindi,M,and the eurasian chinese englishman bowed himself away
some one had thrust a large sheath knife into his hand,data/l2arctic/RRBI/wav/arctic_b0446.wav,RRBI,Hindi,M,someone had thrust a large sheet knife into his hand
take my advice and accept the vacation,data/l2arctic/RRBI/wav/arctic_b0463.wav,RRBI,Hindi,M,take my advice and accept the vacation
without discussion it was the agents provocateurs who caused the peasant revolt,data/l2arctic/RRBI/wav/arctic_b0480.wav,RRBI,Hindi,M,without discretion it was the agents provocators who caused the pecent revolt
one great drawback to farming in california is our long dry summer,data/l2arctic/RRBI/wav/arctic_b0497.wav,RRBI,Hindi,M,one great drawback to farming in california is our long dry summer
tomorrow or next day it might he gone,data/l2arctic/RRBI/wav/arctic_b0514.wav,RRBI,Hindi,M,to morrow or next day it might be gone
you can take a vacation on pay,data/l2arctic/RRBI/wav/arctic_a0272.wav,RRBI,Hindi,M,you can de co viction on be
the italian rancho was a bachelor establishment,data/l2arctic/RRBI/wav/arctic_a0545.wav,RRBI,Hindi,M,the italian rancho was a bachelor establishment
the president of the united states was his friend,data/l2arctic/RRBI/wav/arctic_b0225.wav,RRBI,Hindi,M,the president of the united state was his friend
but already he had composed himself,data/l2arctic/RRBI/wav/arctic_b0515.wav,RRBI,Hindi,M,but already he had composed himself
zilla relaxed her sour mouth long enough to sigh her satisfaction,data/l2arctic/RRBI/wav/arctic_b0516.wav,RRBI,Hindi,M,zela relaxed her sore mouth long enough to sigh her satisfaction
eggshell is not good to eat,data/l2arctic/RRBI/wav/arctic_b0517.wav,RRBI,Hindi,M,eg shell is not good to eat
but there was also talk of witchcraft in the village,data/l2arctic/RRBI/wav/arctic_b0518.wav,RRBI,Hindi,M,but there was also talk of witchcraft in the village
yea i will tell thee,data/l2arctic/RRBI/wav/arctic_b0519.wav,RRBI,Hindi,M,ya iviltelti
hans hurled himself upon the prostrate man striking madly with his fists,data/l2arctic/RRBI/wav/arctic_b0520.wav,RRBI,Hindi,M,hans hurled himself upon the prostrate man striking madly with his fists
and he thought of oona and of her words,data/l2arctic/RRBI/wav/arctic_b0521.wav,RRBI,Hindi,M,and he thought of onar and of her words
nor would it thaw out his hands and feet,data/l2arctic/RRBI/wav/arctic_b0522.wav,RRBI,Hindi,M,nor would he thraw out his hands and feet
the russian music player the count was her obedient slave,data/l2arctic/RRBI/wav/arctic_b0523.wav,RRBI,Hindi,M,the russian music player the count was her obedient slave
so far as flags were concerned they were beyond all jurisdiction,data/l2arctic/RRBI/wav/arctic_b0524.wav,RRBI,Hindi,M,so far as flags were concerned they were beyond all jurish detion
new idea he volunteered brand new idea,data/l2arctic/RRBI/wav/arctic_b0525.wav,RRBI,Hindi,M,new idea he volunteered brand new idea
thirty pounds said the captain with finality,data/l2arctic/RRBI/wav/arctic_b0526.wav,RRBI,Hindi,M,thirty pounds said the captain with finality
the very idea of it was preposterous,data/l2arctic/RRBI/wav/arctic_b0527.wav,RRBI,Hindi,M,the very idea of it was presportrous
captain doanes orders were swiftly obeyed,data/l2arctic/RRBI/wav/arctic_b0528.wav,RRBI,Hindi,M,captain jonals orders were swiftly obeyed
come on del mar challenged,data/l2arctic/RRBI/wav/arctic_b0529.wav,RRBI,Hindi,M,come on delmar challenged
he had a big chimpanzee that was a winner,data/l2arctic/RRBI/wav/arctic_b0530.wav,RRBI,Hindi,M,he had a big chimpansi that was a vinnar
im sure it must have been some adventure,data/l2arctic/RRBI/wav/arctic_b0531.wav,RRBI,Hindi,M,iam sure it must have been some adventure
that longfellow chap most likely had written countless books of poetry,data/l2arctic/RRBI/wav/arctic_b0532.wav,RRBI,Hindi,M,that long fellow chap most likely had written countless books of poetry
his abnormal power of vision made abstractions take on concrete form,data/l2arctic/RRBI/wav/arctic_b0533.wav,RRBI,Hindi,M,his abnormal power of vision made abstractions take on concrete form
ill tell you the librarian said with a brightening face,data/l2arctic/RRBI/wav/arctic_b0534.wav,RRBI,Hindi,M,i'll tell you the librarians said with a brightening face
he read his fragments aloud,data/l2arctic/RRBI/wav/arctic_b0535.wav,RRBI,Hindi,M,he read his fragments aloud
typhoid did i tell you,data/l2arctic/RRBI/wav/arctic_b0536.wav,RRBI,Hindi,M,typhold did i tell you
but she had become an automaton,data/l2arctic/RRBI/wav/arctic_b0537.wav,RRBI,Hindi,M,but she had become an automacian
at the best they were necessary accessories,data/l2arctic/RRBI/wav/arctic_b0538.wav,RRBI,Hindi,M,at the best give e necessary accessaries
you were making them talk shop ruth charged him,data/l2arctic/RRBI/wav/arctic_b0539.wav,RRBI,Hindi,M,you were making them talk shop ruth judged him
author of the danger trail philip steels etc,data/l2arctic/SVBI/wav/arctic_a0001.wav,SVBI,Hindi,F,ottor of danger trail philip steals et cetera
not at this particular case tom apologized whittemore,data/l2arctic/SVBI/wav/arctic_a0002.wav,SVBI,Hindi,F,not at this particular case tom apologized withdemor
for the twentieth time that evening the two men shook hands,data/l2arctic/SVBI/wav/arctic_a0003.wav,SVBI,Hindi,F,for the twentieth time that evening the two men shook hands
lord but im glad to see you again phil,data/l2arctic/SVBI/wav/arctic_a0004.wav,SVBI,Hindi,F,lord but i am glad to see you again phil
will we ever forget it,data/l2arctic/SVBI/wav/arctic_a0005.wav,SVBI,Hindi,F,will we ever forget it
god bless em i hope ill go on seeing them forever,data/l2arctic/SVBI/wav/arctic_a0006.wav,SVBI,Hindi,F,god bless hem i hope i'll go on seeing them for ever
and you always want to see it in the superlative degree,data/l2arctic/SVBI/wav/arctic_a0007.wav,SVBI,Hindi,F,and you always want to see it in the superlative degree
gad your letter came just in time,data/l2arctic/SVBI/wav/arctic_a0008.wav,SVBI,Hindi,F,guard your letter came just in time
he turned sharply and faced gregson across the table,data/l2arctic/SVBI/wav/arctic_a0009.wav,SVBI,Hindi,F,he turned sharply and faced gregson across the table
im playing a single hand in what looks like a losing game,data/l2arctic/SVBI/wav/arctic_a0010.wav,SVBI,Hindi,F,and playing a single hand in what looks like a losing gam
if i ever needed a fighter in my life i need one now,data/l2arctic/SVBI/wav/arctic_a0011.wav,SVBI,Hindi,F,if i ever needed a fighter in my life i need one know
gregson shoved back his chair and rose to his feet,data/l2arctic/SVBI/wav/arctic_a0012.wav,SVBI,Hindi,F,graxon showed back his chair and ros to his feet
he was a head shorter than his companion of almost delicate physique,data/l2arctic/SVBI/wav/arctic_a0013.wav,SVBI,Hindi,F,he was a head shorter than his companion of almost delicate physic
now youre coming down to business phil he exclaimed,data/l2arctic/SVBI/wav/arctic_a0014.wav,SVBI,Hindi,F,now you're coming down to business phil he exclaimed
its the aurora borealis,data/l2arctic/SVBI/wav/arctic_a0015.wav,SVBI,Hindi,F,it's that oraborialis
theres fort churchill a rifle shot beyond the ridge asleep,data/l2arctic/SVBI/wav/arctic_a0016.wav,SVBI,Hindi,F,there's fork turtle a rifle shart beyond the ridge asleep
there was a change now,data/l2arctic/SVBI/wav/arctic_a0018.wav,SVBI,Hindi,F,that was a tained now
i followed the line of the proposed railroad looking for chances,data/l2arctic/SVBI/wav/arctic_a0019.wav,SVBI,Hindi,F,i followed the lane of the proposed railroad looking for tansus
clubs and balls and cities grew to be only memories,data/l2arctic/SVBI/wav/arctic_a0020.wav,SVBI,Hindi,F,clubs and balls and cities grew to be only memories
it fairly clubbed me into recognizing it,data/l2arctic/SVBI/wav/arctic_a0021.wav,SVBI,Hindi,F,it fairally clubbed me into recognizing it
hardly were our plans made public before we were met by powerful opposition,data/l2arctic/SVBI/wav/arctic_a0022.wav,SVBI,Hindi,F,hardly were our plans made public before we were made by powerful opposition
a combination of canadian capital quickly organized and petitioned for the same privileges,data/l2arctic/SVBI/wav/arctic_a0023.wav,SVBI,Hindi,F,a combination of canadian capital quickly organized and petitioned for the same privileges
it was my reports from the north which chiefly induced people to buy,data/l2arctic/SVBI/wav/arctic_a0024.wav,SVBI,Hindi,F,it was my reports from the knot which chiefly induced people to bay
i was about to do this when cooler judgment prevailed,data/l2arctic/SVBI/wav/arctic_a0025.wav,SVBI,Hindi,F,i was award to do this when cooler judgment prevailed
it occurred to me that there would have to be an accounting,data/l2arctic/SVBI/wav/arctic_a0026.wav,SVBI,Hindi,F,it occurred to me that there would havp to be an accounting
to my surprise he began to show actual enthusiasm in my favor,data/l2arctic/SVBI/wav/arctic_a0027.wav,SVBI,Hindi,F,to my suppress he began to show actual enthusiasm in my favor
robbery bribery fraud,data/l2arctic/SVBI/wav/arctic_a0028.wav,SVBI,Hindi,F,robbery bravery frod
their forces were already moving into the north country,data/l2arctic/SVBI/wav/arctic_a0029.wav,SVBI,Hindi,F,their forces forolity moving into the north country
i had faith in them,data/l2arctic/SVBI/wav/arctic_a0030.wav,SVBI,Hindi,F,i had fate in them
they were three hundred yards apart,data/l2arctic/SVBI/wav/arctic_a0031.wav,SVBI,Hindi,F,they were three hundred yards apard
since then some mysterious force has been fighting us at every step,data/l2arctic/SVBI/wav/arctic_a0032.wav,SVBI,Hindi,F,since then some mysterious force has been fighting us at every step
he unfolded a long typewritten letter and handed it to gregson,data/l2arctic/SVBI/wav/arctic_a0033.wav,SVBI,Hindi,F,he unfolded a long typewritten letter and handed it to grigon
