transcription,path_to_audio,speaker_id,native_language,gender,sewd_mid_transcriptions
you read the quotations in todays paper,data/l2arctic/YKWK/wav/arctic_b0208.wav,YKWK,Korean,M,you read the quotations in to day's paper
hes terribly touchy about his black wards as he calls them,data/l2arctic/YKWK/wav/arctic_b0209.wav,YKWK,Korean,M,he's terribly touched about his black wars as he colds them
whatever he guessed he locked away in the taboo room of naomi,data/l2arctic/YKWK/wav/arctic_b0210.wav,YKWK,Korean,M,whatever he guessed he locked away in the taboo room of nabomi
this is eighteen eighty,data/l2arctic/YKWK/wav/arctic_b0211.wav,YKWK,Korean,M,tige eighteen eighty
death is and has been ever since old maui died,data/l2arctic/YKWK/wav/arctic_b0212.wav,YKWK,Korean,M,dhens ease and has been ever since old mowe died
some boy she laughed acquiescence,data/l2arctic/YKWK/wav/arctic_b0213.wav,YKWK,Korean,M,some boy she laughet o chritisense
let us talk it over and find a way out,data/l2arctic/YKWK/wav/arctic_b0214.wav,YKWK,Korean,M,let us talk it over and find the way out
it is a good property and worth more than that,data/l2arctic/YKWK/wav/arctic_b0215.wav,YKWK,Korean,M,it is of good property and worse moe than that
i wish you were more adaptable joan retorted,data/l2arctic/YKWK/wav/arctic_b0216.wav,YKWK,Korean,M,i wish you a more adaptable joyant litortit
such is my passage engaged on the steamer,data/l2arctic/YKWK/wav/arctic_b0217.wav,YKWK,Korean,M,such is my pessase engaged on the steamer
the issue was not in doubt,data/l2arctic/YKWK/wav/arctic_b0218.wav,YKWK,Korean,M,to issue was not endoubt
well there are better men in hawaii thats all,data/l2arctic/YKWK/wav/arctic_b0219.wav,YKWK,Korean,M,while there're a better man in hoa that's all
harry bancroft dave lied,data/l2arctic/YKWK/wav/arctic_b0220.wav,YKWK,Korean,M,henry pencroft dave light
its a yankee joan cried,data/l2arctic/YKWK/wav/arctic_b0221.wav,YKWK,Korean,M,ittayanki joan cried
he was the leader and tudor was his lieutenant,data/l2arctic/YKWK/wav/arctic_b0222.wav,YKWK,Korean,M,he was the leader and the tutor was his lieutenant
they likewise are disinclined to being eaten,data/l2arctic/YKWK/wav/arctic_b0223.wav,YKWK,Korean,M,they likewise are disinclined to be itten
the president of the united states was his friend,data/l2arctic/YKWK/wav/arctic_b0225.wav,YKWK,Korean,M,the president of the united states was his friend
your face was the personification of duplicity,data/l2arctic/YKWK/wav/arctic_b0226.wav,YKWK,Korean,M,your face was the presonification of dupolicity
shorty turned to their employers,data/l2arctic/YKWK/wav/arctic_b0227.wav,YKWK,Korean,M,sholt lit on to their employers
you were engaged,data/l2arctic/YKWK/wav/arctic_b0228.wav,YKWK,Korean,M,you wor engazed
i saw it all myself and it was splendid,data/l2arctic/YKWK/wav/arctic_b0229.wav,YKWK,Korean,M,i soid oll myself and e was supplendid
now run along and tell them to hurry,data/l2arctic/YKWK/wav/arctic_b0230.wav,YKWK,Korean,M,now run along and tell them to hurry
whats that grub thief got to do with it,data/l2arctic/YKWK/wav/arctic_b0231.wav,YKWK,Korean,M,what that grup thief got to do with it
it was a superb picture,data/l2arctic/YKWK/wav/arctic_b0232.wav,YKWK,Korean,M,he was a superb peacher
so she said the irate skipper dashed on,data/l2arctic/YKWK/wav/arctic_b0233.wav,YKWK,Korean,M,so she said the eye race keeper dashd on
and watch out for wet feet was his parting advice,data/l2arctic/YKWK/wav/arctic_b0234.wav,YKWK,Korean,M,and watchig out for wet fit was his parting advice
raoul yelled in order to make himself heard,data/l2arctic/YKWK/wav/arctic_b0235.wav,YKWK,Korean,M,awol yelled in order to make himself hart
oolong was two hundred and fifty miles from the nearest land,data/l2arctic/YKWK/wav/arctic_b0236.wav,YKWK,Korean,M,ulong was two hundred and fifty miles from the near esten land
they just lay off in the bush and plugged away,data/l2arctic/YKWK/wav/arctic_b0237.wav,YKWK,Korean,M,they just lay off in the bush and plugged away
the very thought of the effort to swim over was nauseating,data/l2arctic/YKWK/wav/arctic_b0238.wav,YKWK,Korean,M,the very thought of the effort to sweam over was nosiating
and there was a dog that barked,data/l2arctic/YKWK/wav/arctic_b0239.wav,YKWK,Korean,M,and there was a dog that bart
there are four all low mcoy answered,data/l2arctic/YKWK/wav/arctic_b0240.wav,YKWK,Korean,M,dera fol o lo macoy answered
bill lingered contemplating his work with artistic appreciation,data/l2arctic/YKWK/wav/arctic_a0561.wav,YKWK,Korean,M,bill lingered contempulating his work with artistic appreciation
but we will just postpone this,data/l2arctic/YKWK/wav/arctic_a0578.wav,YKWK,Korean,M,but we will just pus pon these
you got out by fighting and i through a pretty girl,data/l2arctic/YKWK/wav/arctic_b0002.wav,YKWK,Korean,M,you got out by fighting and i threw of prittigo
he made no reply as he waited for whittemore to continue,data/l2arctic/YKWK/wav/arctic_b0020.wav,YKWK,Korean,M,he made no reply as he waited for witman to continue
philip knew that she was not an indian,data/l2arctic/YKWK/wav/arctic_b0037.wav,YKWK,Korean,M,philim knew that she was not an indian
he understood the meaning of the look,data/l2arctic/YKWK/wav/arctic_b0054.wav,YKWK,Korean,M,he understood the meaning of the look
there was no answer from the other side,data/l2arctic/YKWK/wav/arctic_b0071.wav,YKWK,Korean,M,there was no answer from the other side
until i die he exclaimed,data/l2arctic/YKWK/wav/arctic_b0088.wav,YKWK,Korean,M,until i die he exclaimed
i know that you are in charge there and jeanne knows,data/l2arctic/YKWK/wav/arctic_b0105.wav,YKWK,Korean,M,i know that you are in charge there and tiennos
philip saw macdougall soon after his short talk with thorpe,data/l2arctic/YKWK/wav/arctic_b0122.wav,YKWK,Korean,M,philip saw mactugal soon after his sure talk with thorpe
together they ate the rabbit,data/l2arctic/YKWK/wav/arctic_b0139.wav,YKWK,Korean,M,together they ate the rabbid
for that reason le beau had chosen him to fight the big fight,data/l2arctic/YKWK/wav/arctic_b0156.wav,YKWK,Korean,M,for that reason the boor had chosen him to fight the big fight
to these he gave castor oil,data/l2arctic/YKWK/wav/arctic_b0173.wav,YKWK,Korean,M,to these he gave caster oil
idealism led him to philosophic anarchy and his family threw him off,data/l2arctic/YKWK/wav/arctic_b0190.wav,YKWK,Korean,M,idealism led him to philosophic anarchy and his family threw him off
i am as good as a man she urged,data/l2arctic/YKWK/wav/arctic_b0207.wav,YKWK,Korean,M,i am as good as a man she ears it
the japanese understood as we could never school ourselves or hope to understand,data/l2arctic/YKWK/wav/arctic_b0242.wav,YKWK,Korean,M,thuch apiniage understood as we could never school ourselves or hoped to understand
they had been on the same lay as ourselves,data/l2arctic/YKWK/wav/arctic_b0243.wav,YKWK,Korean,M,they had been on the same lay as ourselves
you are positively soulless he said savagely,data/l2arctic/YKWK/wav/arctic_b0244.wav,YKWK,Korean,M,you are positively solelis he said savagely
harrison is still my chauffeur,data/l2arctic/YKWK/wav/arctic_b0245.wav,YKWK,Korean,M,herrison is still in my shelfer
the boy grew and prospered,data/l2arctic/YKWK/wav/arctic_b0246.wav,YKWK,Korean,M,the boy grew and prosperot
he wanted to give the finish to this foe already so far gone,data/l2arctic/YKWK/wav/arctic_b0247.wav,YKWK,Korean,M,he wanted to give the finish to this full ol lat is so far gone
exciting times are the lot of the fish patrol,data/l2arctic/YKWK/wav/arctic_b0248.wav,YKWK,Korean,M,exciting times ot the lot of the fish petral
i know they are my oysters,data/l2arctic/YKWK/wav/arctic_b0249.wav,YKWK,Korean,M,i know they are my oysters
by this time charley was as enraged as the greek,data/l2arctic/YKWK/wav/arctic_b0250.wav,YKWK,Korean,M,by this time charly was as enraged as the greek
they must have been swept away by the chaotic currents,data/l2arctic/YKWK/wav/arctic_b0251.wav,YKWK,Korean,M,they must have been swept away by the chaotic currents
it resembled tea less than lager beer resembles champagne,data/l2arctic/YKWK/wav/arctic_b0252.wav,YKWK,Korean,M,it resembled ti less than laugarpier resembled champegn
the very opposite is true they are discouraged vagabonds,data/l2arctic/YKWK/wav/arctic_b0253.wav,YKWK,Korean,M,the very opposit is true they are discouraged vegabons
at the same time spears and arrows began to fall among the invaders,data/l2arctic/YKWK/wav/arctic_b0254.wav,YKWK,Korean,M,at the same time spears and arrows began to fall among the invadors
then again tudor had such an irritating way about him,data/l2arctic/YKWK/wav/arctic_b0255.wav,YKWK,Korean,M,then again tudra had such an irritating way about him
outwardly he maintained a calm and smiling aspect,data/l2arctic/YKWK/wav/arctic_b0256.wav,YKWK,Korean,M,utwardedly he maintained a calm and smiling aspect
tudor surveyed him with withering disgust,data/l2arctic/YKWK/wav/arctic_b0257.wav,YKWK,Korean,M,tutor surveyed him with a withering disgust
her mouth opened but instead of speaking she drew a long sigh,data/l2arctic/YKWK/wav/arctic_b0259.wav,YKWK,Korean,M,her mouth opened but instead of speaking she drew a long sigh
its worth eight dollars,data/l2arctic/YKWK/wav/arctic_b0260.wav,YKWK,Korean,M,it's worth eight dollars
and he did hurt my arm,data/l2arctic/YKWK/wav/arctic_b0261.wav,YKWK,Korean,M,and he did hurt my alm
saxons onto her job,data/l2arctic/YKWK/wav/arctic_b0262.wav,YKWK,Korean,M,saxons on to our jop
only once did i confide the strangeness of it all to another,data/l2arctic/YKWK/wav/arctic_b0263.wav,YKWK,Korean,M,only once did i comfy the strangenees of it ol to another
but this time it was saxon who rebelled,data/l2arctic/YKWK/wav/arctic_b0264.wav,YKWK,Korean,M,but this time e was saxon who rebelled
i was not to cry out in the face of fear,data/l2arctic/YKWK/wav/arctic_b0265.wav,YKWK,Korean,M,i was not to cry out in the face of fear
and now put yourself in my place for a moment,data/l2arctic/YKWK/wav/arctic_b0266.wav,YKWK,Korean,M,and now put yourself in my place for a moment
the boy threw back his head with pride,data/l2arctic/YKWK/wav/arctic_b0267.wav,YKWK,Korean,M,the boy threw back his head with pride
saxon nodded and the boy frowned,data/l2arctic/YKWK/wav/arctic_b0268.wav,YKWK,Korean,M,sexon naddied and the boy frowned
why not like any railroad station or ferry depot,data/l2arctic/YKWK/wav/arctic_b0269.wav,YKWK,Korean,M,why not like any railroad station or ferry dipo
we could throw stones with our feet,data/l2arctic/YKWK/wav/arctic_b0270.wav,YKWK,Korean,M,requid thro stones without fit
it was put together in a casual helter skelter sort of way,data/l2arctic/YKWK/wav/arctic_b0271.wav,YKWK,Korean,M,it was put together in a casual helt a skelter sort of way
these were merely stout sticks an inch or so in diameter,data/l2arctic/YKWK/wav/arctic_b0272.wav,YKWK,Korean,M,these wilmiolis thou stickest on inchi or tho in diameter
then it was that a strange thing happened,data/l2arctic/YKWK/wav/arctic_b0273.wav,YKWK,Korean,M,then it was that a strange thing happened
from the source of light a harsh voice said,data/l2arctic/YKWK/wav/arctic_b0274.wav,YKWK,Korean,M,from the sorceroblight a harsh voice said
we were now good friends,data/l2arctic/YKWK/wav/arctic_b0276.wav,YKWK,Korean,M,we were ou good friends
two of the folk were already up,data/l2arctic/YKWK/wav/arctic_b0277.wav,YKWK,Korean,M,two of the folk wel w let ye up
now animals do not like mockery,data/l2arctic/YKWK/wav/arctic_b0278.wav,YKWK,Korean,M,now enimos do not like mockery
he gave one last snarl and slid from view among the trees,data/l2arctic/YKWK/wav/arctic_b0279.wav,YKWK,Korean,M,he gave one last snull and slid from view among the trees
again the girls applauded and missus hall cried,data/l2arctic/YKWK/wav/arctic_b0280.wav,YKWK,Korean,M,again the ghods aploaded and missie's hold cried
just the same id sooner be myself than have book indigestion,data/l2arctic/YKWK/wav/arctic_b0281.wav,YKWK,Korean,M,just the same i'd sooner be myself than have book in digestion
some of the smaller veins had doubtless been ruptured,data/l2arctic/YKWK/wav/arctic_b0282.wav,YKWK,Korean,M,some of the small ovens had adoutless been raptured
but we were without this momentum,data/l2arctic/YKWK/wav/arctic_b0283.wav,YKWK,Korean,M,but we were without this momentum
there was one difficulty however,data/l2arctic/YKWK/wav/arctic_b0284.wav,YKWK,Korean,M,there was one difficulty however
the hyena proceeded to dine,data/l2arctic/YKWK/wav/arctic_b0285.wav,YKWK,Korean,M,ti hienna proceedes to dine
the time was considered auspicious,data/l2arctic/YKWK/wav/arctic_b0286.wav,YKWK,Korean,M,the time was considered of specious
or have they already devised one,data/l2arctic/YKWK/wav/arctic_b0287.wav,YKWK,Korean,M,wuld have dhey already devised one
we would not spend another such night,data/l2arctic/YKWK/wav/arctic_b0288.wav,YKWK,Korean,M,we would not spend another such night
at first his progress was slow and erratic,data/l2arctic/YKWK/wav/arctic_b0289.wav,YKWK,Korean,M,at first his progress was slow and irratic
he placed his paw on one and its movements were accelerated,data/l2arctic/YKWK/wav/arctic_b0290.wav,YKWK,Korean,M,he pliced its poole on wan and its movements were excolerated
the awe of man rushed over him again,data/l2arctic/YKWK/wav/arctic_b0291.wav,YKWK,Korean,M,the o ob man rushed over him again
between him and all domestic animals there must be no hostilities,data/l2arctic/YKWK/wav/arctic_b0293.wav,YKWK,Korean,M,between him and old domastic animals there must be no hostilities
for a much longer time lop ear and i remained and watched,data/l2arctic/YKWK/wav/arctic_b0294.wav,YKWK,Korean,M,for a much longer time lopp eer and i remained and watched
all right sir replied jock with great regret,data/l2arctic/YKWK/wav/arctic_b0295.wav,YKWK,Korean,M,or wise sir replied joc with a great regret
at times i wondered where sir archibald got his style,data/l2arctic/YKWK/wav/arctic_b0296.wav,YKWK,Korean,M,at times i wondered where sir archwold got his style
why should a fellow throw up the sponge after the first round,data/l2arctic/YKWK/wav/arctic_b0297.wav,YKWK,Korean,M,why should a fellow throw up the spongi after the first wound
his hand shot out and clutched crooked leg by the neck,data/l2arctic/YKWK/wav/arctic_b0298.wav,YKWK,Korean,M,his hand shot out and clutched crooky lack by the neck
miss brodies smile was slightly sarcastic,data/l2arctic/YKWK/wav/arctic_b0299.wav,YKWK,Korean,M,mis brodince mywads slightly sarcastic
does the old boy often go off at half cock that way,data/l2arctic/YKWK/wav/arctic_b0300.wav,YKWK,Korean,M,does the old boy often go off at half cock that way
a flying arrow passed between us,data/l2arctic/YKWK/wav/arctic_b0301.wav,YKWK,Korean,M,a flying atdow passed between us
