transcription,path_to_audio,speaker_id,native_language,gender,conformer_100_rope_large_transcriptions
a trickle of fresh blood ran over his face,data/l2arctic/YDCK/wav/arctic_a0085.wav,YDCK,Korean,F,a trickle of fresh blood ran over his face
he will follow us soon,data/l2arctic/YDCK/wav/arctic_a0102.wav,YDCK,Korean,F,he will follow us soon
jeanne was turning the bow shoreward,data/l2arctic/YDCK/wav/arctic_a0119.wav,YDCK,Korean,F,jennien was tunning the bow shoreward e
about him everywhere were the evidences of luxury and of age,data/l2arctic/YDCK/wav/arctic_a0136.wav,YDCK,Korean,F,about him everywhere were the evidences of luxury and of age
macdougall tapped his forehead suspiciously with a stubby forefinger,data/l2arctic/YDCK/wav/arctic_a0153.wav,YDCK,Korean,F,mac daugel tapped his forehead suspiciously with a stubby forefinger
there was none of the joy of meeting in his face,data/l2arctic/YDCK/wav/arctic_a0170.wav,YDCK,Korean,F,there was none of the joy of meeting in his face wor
ahead of them they saw a glimmer of sunshine,data/l2arctic/YDCK/wav/arctic_a0187.wav,YDCK,Korean,F,ahead of them they saw a gliamer of sunshine
the wolf dog thrust his gaunt muzzle toward him,data/l2arctic/YDCK/wav/arctic_a0204.wav,YDCK,Korean,F,the ofdog thrust his gaunt muzzle toward him h'erer
i dont know why youre here at all,data/l2arctic/YDCK/wav/arctic_a0221.wav,YDCK,Korean,F,i don't know why you're here at all 'eee
it happened to him at the gallina society in oakland one afternoon,data/l2arctic/YDCK/wav/arctic_a0238.wav,YDCK,Korean,F,it happened to him at a galina society in ockland one afternoon ynr
you wont die of malnutrition be sure of that,data/l2arctic/YDCK/wav/arctic_a0255.wav,YDCK,Korean,F,you wont die of mulnutrition be sure of that yh
it was his intention to return to eileen and her father,data/l2arctic/YDCK/wav/arctic_a0069.wav,YDCK,Korean,F,it was his intention to return to ilene and her father and her her
he would first hunt up gregson and begin his work there,data/l2arctic/YDCK/wav/arctic_a0070.wav,YDCK,Korean,F,he ould first hunt up grakson and begin his work there
what was the object of your little sensation,data/l2arctic/YDCK/wav/arctic_a0071.wav,YDCK,Korean,F,what was the object of your little sensation
but who was eileens double,data/l2arctic/YDCK/wav/arctic_a0072.wav,YDCK,Korean,F,but who was ilene stubble  wh
the promoters eyes were heavy with little puffy bags under them,data/l2arctic/YDCK/wav/arctic_a0073.wav,YDCK,Korean,F,the promoters eyes were heavy with little puffy backs under them nder were
and now down there eileen was waiting for him,data/l2arctic/YDCK/wav/arctic_a0074.wav,YDCK,Korean,F,and now down there aline was waiting for him
there has been a change she interrupted him,data/l2arctic/YDCK/wav/arctic_a0075.wav,YDCK,Korean,F,there has been a change she interrupted him
the gray eyes faltered the flush deepened,data/l2arctic/YDCK/wav/arctic_a0076.wav,YDCK,Korean,F,the gray eyes fluttered the flush deepened the
it is the fire partly she said,data/l2arctic/YDCK/wav/arctic_a0077.wav,YDCK,Korean,F,it is the fire probably she sat
then and at supper he tried to fathom her,data/l2arctic/YDCK/wav/arctic_a0078.wav,YDCK,Korean,F,then at a supper he'd try to faithem her terr
it was a large canoe,data/l2arctic/YDCK/wav/arctic_a0079.wav,YDCK,Korean,F,it was a large canoe ayn a
what if jeanne failed him,data/l2arctic/YDCK/wav/arctic_a0080.wav,YDCK,Korean,F,what if janine failed to him r
what if she did not come to the rock,data/l2arctic/YDCK/wav/arctic_a0081.wav,YDCK,Korean,F,what if she did not come to the rock
his face was streaming with blood,data/l2arctic/YDCK/wav/arctic_a0082.wav,YDCK,Korean,F,his face was streaming with blood
a shadow was creeping over pierres eyes,data/l2arctic/YDCK/wav/arctic_a0083.wav,YDCK,Korean,F,a shadow was creeping over pierie's eyes ner
scarcely had he uttered the name when pierres closing eyes shot open,data/l2arctic/YDCK/wav/arctic_a0084.wav,YDCK,Korean,F,scarcely had he uttered the name when pierce's closing eyes shot open
death had come with terrible suddenness,data/l2arctic/YDCK/wav/arctic_a0086.wav,YDCK,Korean,F,thus had come with terrible suddenness wwn
philip bent lower and stared into the face of the dead man,data/l2arctic/YDCK/wav/arctic_a0087.wav,YDCK,Korean,F,philip bent lower and stared into the face of the dad man
he made sure that the magazine was loaded and resumed his paddling,data/l2arctic/YDCK/wav/arctic_a0088.wav,YDCK,Korean,F,he made sure that the magazine was lauded and resumed his paddling t
the night glow was treacherous to shoot by,data/l2arctic/YDCK/wav/arctic_a0089.wav,YDCK,Korean,F,the night glow was treacherous to shudbi nnd
the singing voice approached rapidly,data/l2arctic/YDCK/wav/arctic_a0090.wav,YDCK,Korean,F,the singing voice approaches repitably
his blood grew hot with rage at the thought,data/l2arctic/YDCK/wav/arctic_a0091.wav,YDCK,Korean,F,his blood grew hot with rays at the throat
he went down in midstream searching the shadows of both shores,data/l2arctic/YDCK/wav/arctic_a0092.wav,YDCK,Korean,F,he went down in mid stream searching the shadows of both shores
for a full minute he crouched and listened,data/l2arctic/YDCK/wav/arctic_a0093.wav,YDCK,Korean,F,for a full minute he caught it and listened hy
he had barely entered this when he saw the glow of a fire,data/l2arctic/YDCK/wav/arctic_a0094.wav,YDCK,Korean,F,he had barely entered this when he saw the glow of a fire ier
a big canvas tent was the first thing to come within his vision,data/l2arctic/YDCK/wav/arctic_a0095.wav,YDCK,Korean,F,a big hemba's tent was the first thing to come within his veson
perhaps she had already met her fate a little deeper in the forest,data/l2arctic/YDCK/wav/arctic_a0096.wav,YDCK,Korean,F,perhaps she had already met her fate a little deeper in the forest henrer
then you can arrange yourself comfortably among these robes in the bow,data/l2arctic/YDCK/wav/arctic_a0097.wav,YDCK,Korean,F,then you can arrange yourself comfortably among these robes in the beau
shall i carry you,data/l2arctic/YDCK/wav/arctic_a0098.wav,YDCK,Korean,F,shall i carry you
a maddening joy pounded in his brain,data/l2arctic/YDCK/wav/arctic_a0099.wav,YDCK,Korean,F,a maddening joy pounded in his brain
you must sleep he urged,data/l2arctic/YDCK/wav/arctic_a0100.wav,YDCK,Korean,F,you must slip he urged
you you would not keep the truth from me,data/l2arctic/YDCK/wav/arctic_a0101.wav,YDCK,Korean,F,you you would not keep that truth from me
but there came no promise from the bow of the canoe,data/l2arctic/YDCK/wav/arctic_a0103.wav,YDCK,Korean,F,but there came no promise from the bow of the canoe there
she was sleeping under his protection as sweetly as a child,data/l2arctic/YDCK/wav/arctic_a0104.wav,YDCK,Korean,F,she was slipping under his protection as swiftly as a child h
only it is so wonderful so almost impossible to believe,data/l2arctic/YDCK/wav/arctic_a0105.wav,YDCK,Korean,F,only it is so wonderful so almost impossible to believe
the emotion which she had suppressed burst forth now in a choking sob,data/l2arctic/YDCK/wav/arctic_a0106.wav,YDCK,Korean,F,the emotion which she had suppressed burst forth now in a choking soap er
if you only could know how i thank you,data/l2arctic/YDCK/wav/arctic_a0107.wav,YDCK,Korean,F,if you only could know how i'd thank you 'r
he waded into the edge of the water and began scrubbing himself,data/l2arctic/YDCK/wav/arctic_a0108.wav,YDCK,Korean,F,he waded into the edge of the water and began sqrobbing himself e
do you know that you are shaking my confidence in you,data/l2arctic/YDCK/wav/arctic_a0109.wav,YDCK,Korean,F,do you know that you're shaking my confidence in you byner
much replied jeanne as tersely,data/l2arctic/YDCK/wav/arctic_a0110.wav,YDCK,Korean,F,much replied jenine as tersely
instead he joined her and they ate like two hungry children,data/l2arctic/YDCK/wav/arctic_a0111.wav,YDCK,Korean,F,instead he joined her and they ate like two hungry children ieter
he was wounded in the arm,data/l2arctic/YDCK/wav/arctic_a0112.wav,YDCK,Korean,F,he was wounded in the arm or
i suppose you picked that lingo up among the indians,data/l2arctic/YDCK/wav/arctic_a0113.wav,YDCK,Korean,F,i suppose you picked that lingo up among the indians twe
her words sent a strange chill through philip,data/l2arctic/YDCK/wav/arctic_a0114.wav,YDCK,Korean,F,her words sent a strange chill through philip n
he had no excuse for the feelings which were aroused in him,data/l2arctic/YDCK/wav/arctic_a0115.wav,YDCK,Korean,F,he had no excuse for the feelings which were aroused in him
was it the rendezvous of those who were striving to work his ruin,data/l2arctic/YDCK/wav/arctic_a0116.wav,YDCK,Korean,F,was it the rendezvous of those who were striving to work his ring herher
she added with genuine sympathy in her face and voice,data/l2arctic/YDCK/wav/arctic_a0117.wav,YDCK,Korean,F,she added with genuine sympathy in her face and voice her her
pierre obeys me when we are together,data/l2arctic/YDCK/wav/arctic_a0118.wav,YDCK,Korean,F,peurye obeys me when we are together
my right foot feels like that of a chinese debutante,data/l2arctic/YDCK/wav/arctic_a0120.wav,YDCK,Korean,F,my ripe food feels like that of a chinese debutante her
they ate dinner at the fifth and rested for two hours,data/l2arctic/YDCK/wav/arctic_a0121.wav,YDCK,Korean,F,they ate dinner at the fipp's and rested for two hours
two years ago i gave up civilization for this,data/l2arctic/YDCK/wav/arctic_a0122.wav,YDCK,Korean,F,two years ago i gave up civiligation for this t
she had died from cold and starvation,data/l2arctic/YDCK/wav/arctic_a0123.wav,YDCK,Korean,F,she had died from cold and starvation e
it was jeanne singing softly over beyond the rocks,data/l2arctic/YDCK/wav/arctic_a0124.wav,YDCK,Korean,F,it was janine singing softly over beyond the rocks her
he was determined now to maintain a more certain hold upon himself,data/l2arctic/YDCK/wav/arctic_a0125.wav,YDCK,Korean,F,he was determined now to maintain a more certain hold upon himself
each day she became a more vital part of him,data/l2arctic/YDCK/wav/arctic_a0126.wav,YDCK,Korean,F,each day she became a more vital part of him an
it was a temptation but he resisted it,data/l2arctic/YDCK/wav/arctic_a0127.wav,YDCK,Korean,F,it was a temptation but he resisted it n
this one hope was destroyed as quickly as it was born,data/l2arctic/YDCK/wav/arctic_a0128.wav,YDCK,Korean,F,this one hope was destroyed as quickly as it was born terrer
her face was against his breast,data/l2arctic/YDCK/wav/arctic_a0129.wav,YDCK,Korean,F,her face was against his breast
she was his now forever,data/l2arctic/YDCK/wav/arctic_a0130.wav,YDCK,Korean,F,she was his now for ever
providence had delivered him through the maelstrom,data/l2arctic/YDCK/wav/arctic_a0131.wav,YDCK,Korean,F,providence had delivered him through the mailstorm unter
a cry of joy burst from philips lips,data/l2arctic/YDCK/wav/arctic_a0132.wav,YDCK,Korean,F,a cry of joy burst from philip's lips he
philip began to feel that he had foolishly overestimated his strength,data/l2arctic/YDCK/wav/arctic_a0133.wav,YDCK,Korean,F,philip began to feel that he had foolishly overestimated his strength
he obeyed the pressure of her hand,data/l2arctic/YDCK/wav/arctic_a0134.wav,YDCK,Korean,F,he obeyed the pressure of her hand her
im going to surprise father and you will go with pierre,data/l2arctic/YDCK/wav/arctic_a0135.wav,YDCK,Korean,F,i'm going to surprise father and you will go winh peery er
then he stepped back with a low cry of pleasure,data/l2arctic/YDCK/wav/arctic_a0137.wav,YDCK,Korean,F,then he stepped back with a low cry of plaisur
in the picture he saw each moment a greater resemblance to jeanne,data/l2arctic/YDCK/wav/arctic_a0138.wav,YDCK,Korean,F,in the picture he saw each movement a greater resemblance to jenine
he told himself that as he washed himself and groomed his disheveled clothes,data/l2arctic/YDCK/wav/arctic_a0139.wav,YDCK,Korean,F,he told himself that as he washed himself and gloomed his disshevelled clothes
accept a fathers blessing and with it this,data/l2arctic/YDCK/wav/arctic_a0140.wav,YDCK,Korean,F,accept a father's blessing and wid it this
it seems like a strange pointing of the hand of god,data/l2arctic/YDCK/wav/arctic_a0141.wav,YDCK,Korean,F,it seems like a strange pointing of the hand of god
such things had occurred before he told philip,data/l2arctic/YDCK/wav/arctic_a0142.wav,YDCK,Korean,F,such things had occurred before he told philip
ah i had forgotten he exclaimed,data/l2arctic/YDCK/wav/arctic_a0143.wav,YDCK,Korean,F,ah i had forgotten he exclaimed
but there was something even more startling than this resemblance,data/l2arctic/YDCK/wav/arctic_a0144.wav,YDCK,Korean,F,but there is something even more stolling than his resemblance
i have to be careful of them as they tear very easily,data/l2arctic/YDCK/wav/arctic_a0145.wav,YDCK,Korean,F,i have to be careful of them as they tear very easily  her
of course that is uninteresting she continued,data/l2arctic/YDCK/wav/arctic_a0146.wav,YDCK,Korean,F,of course that is uninteresting she continued
a moment before he was intoxicated by a joy that was almost madness,data/l2arctic/YDCK/wav/arctic_a0147.wav,YDCK,Korean,F,a moment before he was intoxicated by a joy that was almost madness ar
now these things had been struck dead within him,data/l2arctic/YDCK/wav/arctic_a0148.wav,YDCK,Korean,F,now these things had been stock dat within him
for an instant he saw pierre drawn like a silhouette against the sky,data/l2arctic/YDCK/wav/arctic_a0149.wav,YDCK,Korean,F,for an instant he saw peerye drawn like a siluett against the sky her
goodbye pierre he shouted,data/l2arctic/YDCK/wav/arctic_a0150.wav,YDCK,Korean,F,good bye pierry he shouted
and macdougall was beyond the trail with three weeks to spare,data/l2arctic/YDCK/wav/arctic_a0151.wav,YDCK,Korean,F,and mc doggal was beyond the trail with three wicks to spare
philip thrust himself against it and entered,data/l2arctic/YDCK/wav/arctic_a0152.wav,YDCK,Korean,F,feelin thurs himself against it and entered
he was smooth shaven and his hair and eyes were black,data/l2arctic/YDCK/wav/arctic_a0154.wav,YDCK,Korean,F,he was smooth shaven and his hair and eyes were black
wont you draw up gentlemen,data/l2arctic/YDCK/wav/arctic_a0155.wav,YDCK,Korean,F,won't yo draw up gentlemen e
a strange fire burned in his eyes when thorpe turned,data/l2arctic/YDCK/wav/arctic_a0156.wav,YDCK,Korean,F,a strange fire bunned in his eyes when thorf ton'd
