transcription,path_to_audio,speaker_id,native_language,gender,whisper_base_transcriptions
so cheer up and give us your paw,data/l2arctic/SVBI/wav/arctic_a0181.wav,SVBI,Hindi,F,so cheer up and give us your power.!!
this time he did not yap for mercy,data/l2arctic/SVBI/wav/arctic_a0182.wav,SVBI,Hindi,F,this time he did not yap for mercy.!!
and the air was growing chilly,data/l2arctic/SVBI/wav/arctic_a0183.wav,SVBI,Hindi,F,and the air was growing till the end.!!
dont you see im chewing this thing in two,data/l2arctic/SVBI/wav/arctic_a0184.wav,SVBI,Hindi,F,don't you see i'm chewing this thing into.!!
the questions may have come vaguely in his mind,data/l2arctic/SVBI/wav/arctic_a0185.wav,SVBI,Hindi,F,the questions may have come vaguely in his mind.!!
like a flash he launched himself into the feathered mass of the owl,data/l2arctic/SVBI/wav/arctic_a0186.wav,SVBI,Hindi,F,"like a flash, he launched himself into the feathered mass of the old.!!"
two gigantic owls were tearing at the carcass,data/l2arctic/SVBI/wav/arctic_a0188.wav,SVBI,Hindi,F,two gigantic holes were tearing at the carcass.!!
the big eyed clucking moose birds were most annoying,data/l2arctic/SVBI/wav/arctic_a0189.wav,SVBI,Hindi,F,"the big, old, clacking moose birds were most annoying.!!"
next to them the canada jays were most persistent,data/l2arctic/SVBI/wav/arctic_a0190.wav,SVBI,Hindi,F,"next to them, the canada jays were most persistent.!!"
for a time the exciting thrill of his adventure was gone,data/l2arctic/SVBI/wav/arctic_a0191.wav,SVBI,Hindi,F,for a time the exciting thrill of his adventure was gone.!!
he did not rush in,data/l2arctic/SVBI/wav/arctic_a0192.wav,SVBI,Hindi,F,he did not rush him.!!
it was edged with ice,data/l2arctic/SVBI/wav/arctic_a0193.wav,SVBI,Hindi,F,it was edged with ice.!!
he drank of the water cautiously,data/l2arctic/SVBI/wav/arctic_a0194.wav,SVBI,Hindi,F,a drink of the water cautiously.!!
but a strange thing happened,data/l2arctic/SVBI/wav/arctic_a0195.wav,SVBI,Hindi,F,but the strange thing happened.!!
he began to follow the footprints of the dog,data/l2arctic/SVBI/wav/arctic_a0196.wav,SVBI,Hindi,F,he began to follow the footprints of the dog.!!
such a dog the wise driver kills or turns loose,data/l2arctic/SVBI/wav/arctic_a0197.wav,SVBI,Hindi,F,"such a dog, the wise driver kills or turns loose.!!"
sometimes her dreams were filled with visions,data/l2arctic/SVBI/wav/arctic_a0198.wav,SVBI,Hindi,F,sometimes her dreams were filled with visions.!!
thus had the raw wilderness prepared him for this day,data/l2arctic/SVBI/wav/arctic_a0199.wav,SVBI,Hindi,F,thus had the raw wilderness prepared him for the third day.!!
he leapt again and the club caught him once more,data/l2arctic/SVBI/wav/arctic_a0200.wav,SVBI,Hindi,F,he left again and the club caught him once more.!!
he cried and swung the club wildly,data/l2arctic/SVBI/wav/arctic_a0201.wav,SVBI,Hindi,F,cried and swung the club widely.!!
she turned fearing that jacques might see what was in her face,data/l2arctic/SVBI/wav/arctic_a0202.wav,SVBI,Hindi,F,"she turned, fearing that jackas might see what was in her face.!!"
they were following the shore of a lake,data/l2arctic/SVBI/wav/arctic_a0203.wav,SVBI,Hindi,F,they were following the shore of a lake.!!
from now on were pals,data/l2arctic/SVBI/wav/arctic_a0205.wav,SVBI,Hindi,F,from now on we are false.!!
he says he bought him of jacques le beau,data/l2arctic/SVBI/wav/arctic_a0206.wav,SVBI,Hindi,F,he says he bought him of jackos slavbjou.!!
how much was it,data/l2arctic/SVBI/wav/arctic_a0207.wav,SVBI,Hindi,F,how much was it?!!
youth had come back to her freed from the yoke of oppression,data/l2arctic/SVBI/wav/arctic_a0208.wav,SVBI,Hindi,F,"you thread come back to her, freed from the yoko for prussian."
it was not a large lake and almost round,data/l2arctic/SVBI/wav/arctic_a0209.wav,SVBI,Hindi,F,it was not a large lake and almost drowned.
its diameter was not more than two hundred yards,data/l2arctic/SVBI/wav/arctic_a0210.wav,SVBI,Hindi,F,its diameter was not more than 200 yards.
it drowned all sound that brute agony and death may have made,data/l2arctic/SVBI/wav/arctic_a0211.wav,SVBI,Hindi,F,it drowned all sound that brute agony and death may have made.
fresh cases still able to walk they clustered about the spokesman,data/l2arctic/SVBI/wav/arctic_a0212.wav,SVBI,Hindi,F,"fresh cases still able to walk, they clustered about the spokesman."
between him and the beach was the cane grass fence of the compound,data/l2arctic/SVBI/wav/arctic_a0213.wav,SVBI,Hindi,F,between him and the beach was the caingrass fence of the compound.
besides he was paid one case of tobacco per head,data/l2arctic/SVBI/wav/arctic_a0214.wav,SVBI,Hindi,F,"besides, he was paid one case of tobacco per head."
they die out of spite,data/l2arctic/SVBI/wav/arctic_a0215.wav,SVBI,Hindi,F,the die out of spite.
the other felt a sudden wave of irritation rush through him,data/l2arctic/SVBI/wav/arctic_a0216.wav,SVBI,Hindi,F,the other felt a sudden wave of irritation rushed through him.
oppressive as the heat had been it was now even more oppressive,data/l2arctic/SVBI/wav/arctic_a0217.wav,SVBI,Hindi,F,"oppressive as the heat had been, it was now even more oppressive."
the ringing of the big bell aroused him,data/l2arctic/SVBI/wav/arctic_a0218.wav,SVBI,Hindi,F,the ringing of the big bell aroused him.
at first he puzzled over something untoward he was sure had happened,data/l2arctic/SVBI/wav/arctic_a0219.wav,SVBI,Hindi,F,"at first he puzzled over something untoward, he was sure what had happened."
a dead man is of no use on a plantation,data/l2arctic/SVBI/wav/arctic_a0220.wav,SVBI,Hindi,F,a dead man is of no use on a plantation.
what part of the united states is your home,data/l2arctic/SVBI/wav/arctic_a0222.wav,SVBI,Hindi,F,what part of the united states is your home?
my im almost homesick for it already,data/l2arctic/SVBI/wav/arctic_a0223.wav,SVBI,Hindi,F,i am almost homesick for it already.
she nodded and her eyes grew soft and moist,data/l2arctic/SVBI/wav/arctic_a0224.wav,SVBI,Hindi,F,she nodded and her eyes grew soft and moist.
i was brought up the way most girls in hawaii are brought up,data/l2arctic/SVBI/wav/arctic_a0225.wav,SVBI,Hindi,F,i was brought up the way most girls in hawaii are brought up.
that came before my a b cs,data/l2arctic/SVBI/wav/arctic_a0226.wav,SVBI,Hindi,F,that came before my abcs.
it was the same way with our revolvers and rifles,data/l2arctic/SVBI/wav/arctic_a0227.wav,SVBI,Hindi,F,it was the same way with our revolvers and rifles.
but it contributed to the smash,data/l2arctic/SVBI/wav/arctic_a0228.wav,SVBI,Hindi,F,but it contributed to the smash.
the last one i knew was an overseer,data/l2arctic/SVBI/wav/arctic_a0229.wav,SVBI,Hindi,F,the last one i knew was an oversteer.
do you know any good land around here,data/l2arctic/SVBI/wav/arctic_a0230.wav,SVBI,Hindi,F,do you know any good land around here?
the resident commissioner is away in australia,data/l2arctic/SVBI/wav/arctic_a0231.wav,SVBI,Hindi,F,the resident commissioner is away in australia.
i cannot follow you she said,data/l2arctic/SVBI/wav/arctic_a0232.wav,SVBI,Hindi,F,"i cannot follow you, she said."
i never allow what cant be changed to annoy me,data/l2arctic/SVBI/wav/arctic_a0233.wav,SVBI,Hindi,F,i never allow what can't be changed to annoy me.
why the average review is more nauseating than cod liver oil,data/l2arctic/SVBI/wav/arctic_a0234.wav,SVBI,Hindi,F,why the average review is more nauseating than cardlyver oil?
his voice was passionately rebellious,data/l2arctic/SVBI/wav/arctic_a0235.wav,SVBI,Hindi,F,his voice was passionately rebellious.
dont you see i hate you,data/l2arctic/SVBI/wav/arctic_a0236.wav,SVBI,Hindi,F,don't you see i hate you?
so hughie and i did the managing ourselves,data/l2arctic/SVBI/wav/arctic_a0237.wav,SVBI,Hindi,F,"so, hugi and i did the managing ourselves."
he cried in such genuine dismay that she broke into hearty laughter,data/l2arctic/SVBI/wav/arctic_a0239.wav,SVBI,Hindi,F,he cried in such genuine dismay that she broke into hearty laughter.
wash your hands of me,data/l2arctic/SVBI/wav/arctic_a0240.wav,SVBI,Hindi,F,wash your hands off me.
i think its much nicer to quarrel,data/l2arctic/SVBI/wav/arctic_a0241.wav,SVBI,Hindi,F,i think it's much nicer to quarrel.
i saw it when she rolled,data/l2arctic/SVBI/wav/arctic_a0242.wav,SVBI,Hindi,F,i saw it when she rolled.!!!!!!!!!
i only read the quotations,data/l2arctic/SVBI/wav/arctic_a0243.wav,SVBI,Hindi,F,i only read the quotations.!!!!!!!!!
he was the soul of devotion to his employers,data/l2arctic/SVBI/wav/arctic_a0244.wav,SVBI,Hindi,F,he was the soul of devotion to his employers.!!!!!!!!!
out of his eighteen hundred he laid aside sixteen hundred each year,data/l2arctic/SVBI/wav/arctic_a0245.wav,SVBI,Hindi,F,out of his 1800 he laid aside 1600 each year.!!!!!!!!!
you have heard always how he was the lover of the princess naomi,data/l2arctic/SVBI/wav/arctic_a0246.wav,SVBI,Hindi,F,you have heard always how he was the lover of the princess naomi.!!!!!!!!!
they ought to pass here some time today,data/l2arctic/SVBI/wav/arctic_a0247.wav,SVBI,Hindi,F,they ought to pass here sometime today.!!!!!!!!!
i had been sad too long already,data/l2arctic/SVBI/wav/arctic_a0248.wav,SVBI,Hindi,F,i had been sad too long already.!!!!!!!!!
all eyes however were staring at him in certitude of expectancy,data/l2arctic/SVBI/wav/arctic_a0249.wav,SVBI,Hindi,F,"all eyes, however, were staring at him in certain tune of expectancy.!!!!!!!!!"
he had observed the business life of hawaii and developed a vaulting ambition,data/l2arctic/SVBI/wav/arctic_a0250.wav,SVBI,Hindi,F,he had observed the business life of hawaii and developed a vaulting ambition.!!!!!!!!!
i may manage to freight a cargo back as well,data/l2arctic/SVBI/wav/arctic_a0251.wav,SVBI,Hindi,F,i may manage to freight a cargo back as well.!!!!!!!!!
obrien had been a clean living young man with ideals,data/l2arctic/SVBI/wav/arctic_a0252.wav,SVBI,Hindi,F,obrion had been a clean living young man with ideals.!!!!!!!!!
he it was that lived to found the family of the patino,data/l2arctic/SVBI/wav/arctic_a0253.wav,SVBI,Hindi,F,he it was that lived to found the family of the patinot.!!!!!!!!!
straight out they swam their heads growing smaller and smaller,data/l2arctic/SVBI/wav/arctic_a0254.wav,SVBI,Hindi,F,"straight out this firm, their head is growing smaller and smaller.!!!!!!!!!"
see the length of the body and that elongated neck,data/l2arctic/SVBI/wav/arctic_a0256.wav,SVBI,Hindi,F,see the length of the body and the elongated neck.!!!!!!!!!
they are coming ashore whoever they are,data/l2arctic/SVBI/wav/arctic_a0257.wav,SVBI,Hindi,F,they are coming ashore whoever they are.!!!!!!!!!
soaked in seawater they offset the heat rays,data/l2arctic/SVBI/wav/arctic_a0258.wav,SVBI,Hindi,F,"soaked in seawater, they offset the heat rays.!!!!!!!!!"
think of investing in such an adventure,data/l2arctic/SVBI/wav/arctic_a0259.wav,SVBI,Hindi,F,think of investing in such an adventure.!!!!!!!!!
nobody knew his history they of the junta least of all,data/l2arctic/SVBI/wav/arctic_a0260.wav,SVBI,Hindi,F,"nobody knew his history, they of the janta list of all.!!!!!!!!!"
i have been doubly baptized,data/l2arctic/SVBI/wav/arctic_a0261.wav,SVBI,Hindi,F,i have been doubly baptized.!!!!!!!!!
they wouldnt be sweeping a big vessel like the martha,data/l2arctic/SVBI/wav/arctic_a0262.wav,SVBI,Hindi,F,they wouldn't be sweeping a big whistle like the martha.!!!!!!!!!
joan looked triumphantly at sheldon who bowed,data/l2arctic/SVBI/wav/arctic_a0263.wav,SVBI,Hindi,F,john looked triumphantly at sheldon who bowed.!!!!!!!!!
and i hope youve got plenty of chain out captain young,data/l2arctic/SVBI/wav/arctic_a0264.wav,SVBI,Hindi,F,and i hope you got plenty of chain out captain young.!!!!!!!!!
the discovery seemed to have been made on the spur of the moment,data/l2arctic/SVBI/wav/arctic_a0265.wav,SVBI,Hindi,F,the discovery seemed to have been made on the spur of the moment.!!!!!!!!!
they handled two men already both grub thieves,data/l2arctic/SVBI/wav/arctic_a0266.wav,SVBI,Hindi,F,"they handled two men already, both grub thieves.!!!!!!!!!"
eli harding asked as shunk started to follow,data/l2arctic/SVBI/wav/arctic_a0267.wav,SVBI,Hindi,F,ellie harding asked as shanks started to follow.!!!!!!!!!
now go ahead and tell me in a straightforward way what has happened,data/l2arctic/SVBI/wav/arctic_a0268.wav,SVBI,Hindi,F,now go ahead and tell me in a straight forward way what has happened.!!!!!!!!!
thats where they cut off the scottish chiefs and killed all hands,data/l2arctic/SVBI/wav/arctic_a0269.wav,SVBI,Hindi,F,that's where they cut off the scottish chiefs and killed all hands.!!!!!!!!!
and after the bath a shave would not be bad,data/l2arctic/SVBI/wav/arctic_a0270.wav,SVBI,Hindi,F,"and after the bath, a shey would not be bad.!!!!!!!!!"
now please give a plain statement of what occurred,data/l2arctic/SVBI/wav/arctic_a0271.wav,SVBI,Hindi,F,now please give a plain statement of what occurred.!!!!!!!!!
they are big trees and require plenty of room,data/l2arctic/SVBI/wav/arctic_a0273.wav,SVBI,Hindi,F,they are big trees and require plenty of room.!!!!!!!!!
and raoul listened again to the tale of the house,data/l2arctic/SVBI/wav/arctic_a0274.wav,SVBI,Hindi,F,and draw lisen again to the tail of the house.!!!!!!!!!
there are no kiddies and half grown youths among them,data/l2arctic/SVBI/wav/arctic_a0275.wav,SVBI,Hindi,F,there are no kiddies and half grown youths among them.!!!!!!!!!
oolong atoll was one hundred and forty miles in circumference,data/l2arctic/SVBI/wav/arctic_a0276.wav,SVBI,Hindi,F,ulong at all was 140 miles in circumference.
mcoy found a stifling poisonous atmosphere in the pent cabin,data/l2arctic/SVBI/wav/arctic_a0277.wav,SVBI,Hindi,F,"mccoy, founda, stifling, poisonous, atmosphere in the pentec cabin."
it would give me nervous prostration,data/l2arctic/SVBI/wav/arctic_a0278.wav,SVBI,Hindi,F,it would give me nervous prostration.
she said with chattering teeth,data/l2arctic/SVBI/wav/arctic_a0279.wav,SVBI,Hindi,F,she said with chattering teeth.
ill be out of my head in fifteen minutes,data/l2arctic/SVBI/wav/arctic_a0280.wav,SVBI,Hindi,F,i'll be out of my head in 15 minutes.
i do not blame you for anything remember that,data/l2arctic/SVBI/wav/arctic_a0281.wav,SVBI,Hindi,F,i do not blame you for anything. remember that.
if you mean to insinuate brentwood began hotly,data/l2arctic/SVBI/wav/arctic_a0282.wav,SVBI,Hindi,F,"if you mean to insinuate, brentwood began hotly."
the woman in you is only incidental accidental and irrelevant,data/l2arctic/SVBI/wav/arctic_a0283.wav,SVBI,Hindi,F,"the woman in you is only incidental, accidental and irrelevant."
there was no forecasting this strange girls processes,data/l2arctic/SVBI/wav/arctic_a0284.wav,SVBI,Hindi,F,there was no forecasting this trains girls processes.
but what they want with your toothbrush is more than i can imagine,data/l2arctic/SVBI/wav/arctic_a0285.wav,SVBI,Hindi,F,but what they want with your toothbrush is more than i can imagine.
give them their choice between a fine or an official whipping,data/l2arctic/SVBI/wav/arctic_a0286.wav,SVBI,Hindi,F,give them their choice between a fine or an official whipping.
keep an eye on him,data/l2arctic/SVBI/wav/arctic_a0287.wav,SVBI,Hindi,F,keep an eye on him.
those are my oysters he said at last,data/l2arctic/SVBI/wav/arctic_a0288.wav,SVBI,Hindi,F,"those are my oysters, he said at last."
one by one the boys were captured,data/l2arctic/SVBI/wav/arctic_a0290.wav,SVBI,Hindi,F,one by one the boys were captured.
the weeks had gone by and no overt acts had been attempted,data/l2arctic/SVBI/wav/arctic_a0291.wav,SVBI,Hindi,F,the weeks had gone by and no over acts had been attempted.
