transcription,path_to_audio,speaker_id,native_language,gender,wav2vec2_base_transcriptions
yet behind them there was another and more powerful motive,data/l2arctic/SVBI/wav/arctic_b0074.wav,SVBI,Hindi,F,yet behind them there was another and more powerful mordiel
in that case he could not miss them if he used caution,data/l2arctic/SVBI/wav/arctic_b0075.wav,SVBI,Hindi,F,in that case he could not miss them if he used cautio
before philip could recover himself jeannes startled guards were upon him,data/l2arctic/SVBI/wav/arctic_b0076.wav,SVBI,Hindi,F,before philip could recover himself geens startled guards were upon him
it is the nearest refuge,data/l2arctic/SVBI/wav/arctic_b0077.wav,SVBI,Hindi,F,it is the nearest refuse
there was pride and strength the ring of triumph in his voice,data/l2arctic/SVBI/wav/arctic_b0078.wav,SVBI,Hindi,F,there was pride and strength the ring of triumph in his voice
the truth of it set jeanne quivering,data/l2arctic/SVBI/wav/arctic_b0079.wav,SVBI,Hindi,F,the truth of it said jean quivering
tomorrow it will be strong enough for you to stand upon,data/l2arctic/SVBI/wav/arctic_b0080.wav,SVBI,Hindi,F,to morrow it will be strong enough for you to stand upon
you were going to leave after you saw me on the rock,data/l2arctic/SVBI/wav/arctic_b0081.wav,SVBI,Hindi,F,you were going to lea after you saw me on the rock
he bit his tongue and cursed himself at this fresh break,data/l2arctic/SVBI/wav/arctic_b0082.wav,SVBI,Hindi,F,he biat his tongue and carsed himself at this fresh brig
in it there was something that was almost tragedy,data/l2arctic/SVBI/wav/arctic_b0083.wav,SVBI,Hindi,F,in it there was something that was almost tragedy
your face is red with blood,data/l2arctic/SVBI/wav/arctic_b0084.wav,SVBI,Hindi,F,your face is red with blood
her eyes smiled truth at him as he came up the bank,data/l2arctic/SVBI/wav/arctic_b0085.wav,SVBI,Hindi,F,her eyes smiled truth at him as he came up the bank
he can care for himself,data/l2arctic/SVBI/wav/arctic_b0086.wav,SVBI,Hindi,F,he can care for himself
until i die he exclaimed,data/l2arctic/SVBI/wav/arctic_b0088.wav,SVBI,Hindi,F,until i day he exclaimed
her beautiful hair was done up in shining coils,data/l2arctic/SVBI/wav/arctic_b0089.wav,SVBI,Hindi,F,her beautiful hair was done up in shining coils
the churchill narrowed and its current became swifter as they progressed,data/l2arctic/SVBI/wav/arctic_b0090.wav,SVBI,Hindi,F,the carstill narrowed and its carrant became swifter as the progressed
for a full half minute jeanne looked at him without speaking,data/l2arctic/SVBI/wav/arctic_b0091.wav,SVBI,Hindi,F,for a full half minute dienne looked at him without speaking
i want to die in it,data/l2arctic/SVBI/wav/arctic_b0092.wav,SVBI,Hindi,F,i want to dainit
darkness hid him from jeanne,data/l2arctic/SVBI/wav/arctic_b0093.wav,SVBI,Hindi,F,darkness hid him from jen
and yet if she came he had no words to say,data/l2arctic/SVBI/wav/arctic_b0094.wav,SVBI,Hindi,F,and yet if she came he had no words to see
he heard a sound which brought him quickly into consciousness of day,data/l2arctic/SVBI/wav/arctic_b0095.wav,SVBI,Hindi,F,he heard a sound which brought him quickly into consciousness of the
within himself he called it no longer his own,data/l2arctic/SVBI/wav/arctic_b0096.wav,SVBI,Hindi,F,within himself he called it no longer his own
besides that noise makes me deaf,data/l2arctic/SVBI/wav/arctic_b0097.wav,SVBI,Hindi,F,besides that noice makes me diff
philip looked back from the crest and saw jeanne leaning over the canoe,data/l2arctic/SVBI/wav/arctic_b0098.wav,SVBI,Hindi,F,philip looked back from the crest and saw gien leaning over the cannel
fifty yards ahead of her were the first of the rocks,data/l2arctic/SVBI/wav/arctic_b0099.wav,SVBI,Hindi,F,fifty yards i head of her were the first of the rocks
there was one chance and only one of saving jeanne,data/l2arctic/SVBI/wav/arctic_b0100.wav,SVBI,Hindi,F,there was one tance and only one of saving gion
youre a devil for fighting and will surely win,data/l2arctic/SVBI/wav/arctic_b0101.wav,SVBI,Hindi,F,you are a devil for fighting and will surelive in
ill only be in the way,data/l2arctic/SVBI/wav/arctic_b0102.wav,SVBI,Hindi,F,i'll only be in the rit
he lifted his eyes and a strange cry burst from his lips,data/l2arctic/SVBI/wav/arctic_b0103.wav,SVBI,Hindi,F,he lifted his eyes and a strange cry burst from his lips
i know that you are in charge there and jeanne knows,data/l2arctic/SVBI/wav/arctic_b0105.wav,SVBI,Hindi,F,i know that you are insarts there and gionos
for a full minute the two men stared into each others face,data/l2arctic/SVBI/wav/arctic_b0106.wav,SVBI,Hindi,F,for a full minute the two men stared into each other's face
he was sure now of but few things,data/l2arctic/SVBI/wav/arctic_b0107.wav,SVBI,Hindi,F,he was sure no of but few things
it was a miracle and i owe you my life,data/l2arctic/SVBI/wav/arctic_b0108.wav,SVBI,Hindi,F,it was a miracle and i owe you my life
philip ate lightly of the food which pierre had ready for him,data/l2arctic/SVBI/wav/arctic_b0109.wav,SVBI,Hindi,F,philip ate lately of the foot wit peerre had ready for him
such men believe when they come together,data/l2arctic/SVBI/wav/arctic_b0110.wav,SVBI,Hindi,F,such men believe when they come together
the journey was continued at dawn,data/l2arctic/SVBI/wav/arctic_b0111.wav,SVBI,Hindi,F,the journey was continued at dawn
jeanne and pierre both gazed toward the great rock,data/l2arctic/SVBI/wav/arctic_b0112.wav,SVBI,Hindi,F,den and peer both gazed toward the great rock
there was something pathetic in the girls attitude now,data/l2arctic/SVBI/wav/arctic_b0113.wav,SVBI,Hindi,F,there was something pathetic in the girl's attituno
he moved his position and the illusion was gone,data/l2arctic/SVBI/wav/arctic_b0114.wav,SVBI,Hindi,F,he moved his position and the illusion was gone
for two hours not a word passed between them,data/l2arctic/SVBI/wav/arctic_b0115.wav,SVBI,Hindi,F,for two hours not a word passed between them
i have hunted along this ridge replied philip,data/l2arctic/SVBI/wav/arctic_b0116.wav,SVBI,Hindi,F,i have hunted along this ridge replied philip
thats thorpes said the young engineer,data/l2arctic/SVBI/wav/arctic_b0117.wav,SVBI,Hindi,F,that storps said the young engineer
we saw your light and thought you wouldnt mind a call,data/l2arctic/SVBI/wav/arctic_b0118.wav,SVBI,Hindi,F,we saw your late and thaugt you won't mind a call
billinger may arrive in time,data/l2arctic/SVBI/wav/arctic_b0119.wav,SVBI,Hindi,F,belingermayr rivin time
theres the hitch replied thorpe rolling a cigarette,data/l2arctic/SVBI/wav/arctic_b0120.wav,SVBI,Hindi,F,there's the hits replied tharp rolling a cigarette
philip saw macdougall soon after his short talk with thorpe,data/l2arctic/SVBI/wav/arctic_b0122.wav,SVBI,Hindi,F,philip saw mactogal soon after his short talk with torp
neither could they understand the growing disaffection among thorpes men,data/l2arctic/SVBI/wav/arctic_b0123.wav,SVBI,Hindi,F,neither could they understand the growing disaffection among thorpus men
two weeks passed and in that time thorpe left camp three times,data/l2arctic/SVBI/wav/arctic_b0124.wav,SVBI,Hindi,F,two weeks passed and in that dame tharp left gamp three dames
it was the third or fourth time that philip had heard macdougall swear,data/l2arctic/SVBI/wav/arctic_b0125.wav,SVBI,Hindi,F,it was the third or fourth rame that philip had heard magdagal swear
blood was oozing slowly from the wounded mans right breast,data/l2arctic/SVBI/wav/arctic_b0126.wav,SVBI,Hindi,F,blood was oozing slowly from the wounded man's ride breast
he destroyed everything that had belonged to the woman,data/l2arctic/SVBI/wav/arctic_b0127.wav,SVBI,Hindi,F,he destried everything that had belonged to the woman
philip bent low over pierre,data/l2arctic/SVBI/wav/arctic_b0128.wav,SVBI,Hindi,F,philip bentlo or peer
did thorpe go to see any one in churchill,data/l2arctic/SVBI/wav/arctic_b0129.wav,SVBI,Hindi,F,did tharp go to see any one in searchill
she saw the answer in his face,data/l2arctic/SVBI/wav/arctic_b0130.wav,SVBI,Hindi,F,she saw the answer in his face
thorpe and his men were to destroy this camp and kill you,data/l2arctic/SVBI/wav/arctic_b0131.wav,SVBI,Hindi,F,tarp and his men were to destroy his camp and kilew
there is no need of further detail now for you can understand,data/l2arctic/SVBI/wav/arctic_b0132.wav,SVBI,Hindi,F,there is no need of further detail now for you can understand
there followed a roar that shook the earth,data/l2arctic/SVBI/wav/arctic_b0133.wav,SVBI,Hindi,F,they had followed a roar that shook the eath
blind with rage he darted in,data/l2arctic/SVBI/wav/arctic_b0134.wav,SVBI,Hindi,F,blind with reads he darted him
in it was the joy of life,data/l2arctic/SVBI/wav/arctic_b0135.wav,SVBI,Hindi,F,in it was the dye of life
swiftly his eyes measured the situation,data/l2arctic/SVBI/wav/arctic_b0136.wav,SVBI,Hindi,F,swiftly his eyes measured the situition
but this little defect did not worry him,data/l2arctic/SVBI/wav/arctic_b0137.wav,SVBI,Hindi,F,but this letil defect did not worry h
together they ate the rabbit,data/l2arctic/SVBI/wav/arctic_b0139.wav,SVBI,Hindi,F,together the eid the rabbit
they edged nearer and stood shoulder to shoulder facing their world,data/l2arctic/SVBI/wav/arctic_b0140.wav,SVBI,Hindi,F,the edged nearer and stood shoulder to shoulder facing the world
it was beating and waiting in the ambush of those black pits,data/l2arctic/SVBI/wav/arctic_b0141.wav,SVBI,Hindi,F,it was beating and waiting in the ambush of those black pits
something vastly more thrilling had come into it now,data/l2arctic/SVBI/wav/arctic_b0142.wav,SVBI,Hindi,F,something wastly more thrilling had come into it now
it took him half an hour to reach the edge of it,data/l2arctic/SVBI/wav/arctic_b0143.wav,SVBI,Hindi,F,it took him half an hour to reach the edgs of it
but there was no longer the mother yearning in his heart,data/l2arctic/SVBI/wav/arctic_b0144.wav,SVBI,Hindi,F,but there was no longer the mother yenning in his heart
besides had he not whipped the big owl in the forest,data/l2arctic/SVBI/wav/arctic_b0145.wav,SVBI,Hindi,F,besides had he not whipped the big owl in the forest
after all it was simply a mistake in judgment,data/l2arctic/SVBI/wav/arctic_b0146.wav,SVBI,Hindi,F,after all it was simply a mistaken judgment
had it struck squarely it would have killed him,data/l2arctic/SVBI/wav/arctic_b0147.wav,SVBI,Hindi,F,had it struck squarely it would have killed him
the indian even poked his stick into the thick ground spruce,data/l2arctic/SVBI/wav/arctic_b0148.wav,SVBI,Hindi,F,they nin even poked his stick into the thick ground sruce
pebbles and dirt flew along with hair and fur,data/l2arctic/SVBI/wav/arctic_b0149.wav,SVBI,Hindi,F,bebbles and dirt flew along with hair and fur
and he was filled with a strange and foreboding fear,data/l2arctic/SVBI/wav/arctic_b0150.wav,SVBI,Hindi,F,and he was filled with the strains and foreboarding fear
it was steel a fisher trap,data/l2arctic/SVBI/wav/arctic_b0151.wav,SVBI,Hindi,F,it was still if we shut drap
ow a wild dog he growled,data/l2arctic/SVBI/wav/arctic_b0152.wav,SVBI,Hindi,F,all a while dog he grolled
he was a pariah a wanderer without a friend or a home,data/l2arctic/SVBI/wav/arctic_b0153.wav,SVBI,Hindi,F,he was a parrier a wanderer without a friend or at home
that is the strange part of it,data/l2arctic/SVBI/wav/arctic_b0154.wav,SVBI,Hindi,F,that is the strange part of it
for that reason le beau had chosen him to fight the big fight,data/l2arctic/SVBI/wav/arctic_b0156.wav,SVBI,Hindi,F,for that reason labo had chosen him to fight the big fight
in the crib the baby sat up and began to prattle,data/l2arctic/SVBI/wav/arctic_b0157.wav,SVBI,Hindi,F,in the crib the baby sat up and began to praddle
she obeyed shrinking back with the baby in her arms,data/l2arctic/SVBI/wav/arctic_b0158.wav,SVBI,Hindi,F,she obeyed shrinking back with the baby in her arms
his teeth shut with a last click,data/l2arctic/SVBI/wav/arctic_b0159.wav,SVBI,Hindi,F,his teeth shatd with the last click
it was over when he made his way through the ring of spectators,data/l2arctic/SVBI/wav/arctic_b0160.wav,SVBI,Hindi,F,it was over when he made his way through the ring of spectators
in a flash he was on his feet facing him,data/l2arctic/SVBI/wav/arctic_b0161.wav,SVBI,Hindi,F,in a flash he was on his feet facing him
he thought he saw a shudder pass through the factors shoulders,data/l2arctic/SVBI/wav/arctic_b0162.wav,SVBI,Hindi,F,he thaugt his ewe a shudder pass through the factor's shoulders
the moon had already begun its westward decline,data/l2arctic/SVBI/wav/arctic_b0163.wav,SVBI,Hindi,F,the moon her noledy begun its westward declain
they laughed like two happy children,data/l2arctic/SVBI/wav/arctic_b0164.wav,SVBI,Hindi,F,they laughed like two happysiller
he pulled and the log crashed down to break his back,data/l2arctic/SVBI/wav/arctic_b0165.wav,SVBI,Hindi,F,he pulled and the log crashed down to break his back
fast but endure,data/l2arctic/SVBI/wav/arctic_b0166.wav,SVBI,Hindi,F,fast wut endued
a little before dawn of the day following the fire relief came,data/l2arctic/SVBI/wav/arctic_b0167.wav,SVBI,Hindi,F,a little before dawn of the day following the firery leaf came
the indian felt the worship of her warm in his heart,data/l2arctic/SVBI/wav/arctic_b0168.wav,SVBI,Hindi,F,the indian felt the worship of her warm in his heart
he drew in a deep breath as he looked at them,data/l2arctic/SVBI/wav/arctic_b0169.wav,SVBI,Hindi,F,he drew in a deep breath as he looked at them
then he shouted shut up,data/l2arctic/SVBI/wav/arctic_b0170.wav,SVBI,Hindi,F,then he shouldered shut up
he changed his seat for a steamer reclining chair,data/l2arctic/SVBI/wav/arctic_b0171.wav,SVBI,Hindi,F,he changed his seat for a steamer reclining chair
to these he gave castor oil,data/l2arctic/SVBI/wav/arctic_b0173.wav,SVBI,Hindi,F,to these hego castrale
hatred and murder and lust for revenge they possessed to overflowing,data/l2arctic/SVBI/wav/arctic_b0174.wav,SVBI,Hindi,F,hated and modere and lust for rimans they possessed to overflowing
sheldon glanced at the thermometer,data/l2arctic/SVBI/wav/arctic_b0175.wav,SVBI,Hindi,F,sheldam glanced at the theromider
ill see to poor hughie,data/l2arctic/SVBI/wav/arctic_b0176.wav,SVBI,Hindi,F,i'll see to poor hugi
her gray eyes were flashing and her lips were quivering,data/l2arctic/SVBI/wav/arctic_b0177.wav,SVBI,Hindi,F,her grey eyes were flashing and her lips fer quivering
also i want information,data/l2arctic/SVBI/wav/arctic_b0178.wav,SVBI,Hindi,F,also i want information
let them go out and eat with my boys,data/l2arctic/SVBI/wav/arctic_b0179.wav,SVBI,Hindi,F,let them go out and at with my boys
i i beg pardon he drawled,data/l2arctic/SVBI/wav/arctic_b0180.wav,SVBI,Hindi,F,i i beg pardon he drawled
and you preferred a cannibal isle and a cartridge belt,data/l2arctic/SVBI/wav/arctic_b0181.wav,SVBI,Hindi,F,and you prefer the cannibal isle and a cottage burt
i was in new york when the crash came,data/l2arctic/SVBI/wav/arctic_b0182.wav,SVBI,Hindi,F,i was in new york when the crash came
no i did not fall among thieves,data/l2arctic/SVBI/wav/arctic_b0183.wav,SVBI,Hindi,F,no i did not fall amongthieus
such things in her brain were like so many oaths on her lips,data/l2arctic/SVBI/wav/arctic_b0184.wav,SVBI,Hindi,F,such things in her brain were like so many odds on her lips
your being wrecked here has been a godsend to me,data/l2arctic/SVBI/wav/arctic_b0185.wav,SVBI,Hindi,F,your being recked here has been a guardsan to me
