transcription,path_to_audio,speaker_id,native_language,gender,whisper_large_transcriptions
yes and no sir was the slow reply,data/l2arctic/ASI/wav/arctic_b0404.wav,ASI,Hindi,M,"yes and no, sir, was the slow reply."
and each year something happened and i did not go,data/l2arctic/ASI/wav/arctic_b0405.wav,ASI,Hindi,M,and each year something happened and i did not go.
how in hell did he know it was you in the dark,data/l2arctic/ASI/wav/arctic_b0406.wav,ASI,Hindi,M,how in hell did he know it was you in the dark?
of course much grumbling went on and little outbursts were continually occurring,data/l2arctic/ASI/wav/arctic_b0407.wav,ASI,Hindi,M,"of course, much grumbling went on and little outbursts were continually occurring."
you have all the advantage,data/l2arctic/ASI/wav/arctic_b0408.wav,ASI,Hindi,M,you have all the advantage.
the dirk mentioned by wolf larsen rested in its sheath on my hip,data/l2arctic/ASI/wav/arctic_b0409.wav,ASI,Hindi,M,the dirk mentioned by wolf larsson rested in its sheath on my hip.
have you ever earned a dollar by your own labour,data/l2arctic/ASI/wav/arctic_b0410.wav,ASI,Hindi,M,have you ever earned a dollar by your own labor?
ah it was sweet in my ears,data/l2arctic/ASI/wav/arctic_b0412.wav,ASI,Hindi,M,"ah, it was sweet in my ears."
he may desire to escape pain or to enjoy pleasure,data/l2arctic/ASI/wav/arctic_b0413.wav,ASI,Hindi,M,he may desire to escape pain or to enjoy pleasure.
it was impossible to hoist sail and claw off that shore,data/l2arctic/ASI/wav/arctic_b0414.wav,ASI,Hindi,M,it was impossible to hoist sail and claw off that shore.
there was nothing for us but the wide raw ocean,data/l2arctic/ASI/wav/arctic_b0415.wav,ASI,Hindi,M,there was nothing for us but the wide raw ocean.
i arose obediently and went down the beach,data/l2arctic/ASI/wav/arctic_b0416.wav,ASI,Hindi,M,i arose obediently and went down the beach.
the next thing to watch out for is bed sores,data/l2arctic/ASI/wav/arctic_b0417.wav,ASI,Hindi,M,the next thing to watch out for is bed sores.
at that moment i got the impression that she was willowy,data/l2arctic/ASI/wav/arctic_b0418.wav,ASI,Hindi,M,at that moment i got the impression that she was willowie.
your fathers fifth command he nodded,data/l2arctic/ASI/wav/arctic_b0419.wav,ASI,Hindi,M,"our father's fifth command, he nodded."
on occasion on this traverse the cape verde islands are raised,data/l2arctic/ASI/wav/arctic_b0420.wav,ASI,Hindi,M,"on occasion, on this traverse, the cape verde islands are reached."
she is essentially the life giving life conserving female of the species,data/l2arctic/ASI/wav/arctic_b0421.wav,ASI,Hindi,M,"she is essentially the life-giving, life-conserving female of the species."
this was when the explosion occurred,data/l2arctic/ASI/wav/arctic_b0422.wav,ASI,Hindi,M,this was when the explosion occurred.
also at regular intervals he would mutter,data/l2arctic/ASI/wav/arctic_b0423.wav,ASI,Hindi,M,"also, at regular intervals, he would mutter."
it is a very tenable hypothesis and will bear looking into,data/l2arctic/ASI/wav/arctic_b0424.wav,ASI,Hindi,M,it is a very tenable hypothesis and will bear looking into.
there were orange green gold green and a copper green,data/l2arctic/ASI/wav/arctic_b0425.wav,ASI,Hindi,M,"there were orange green, gold green and copper green."
the gabriel voice of the samurai rang out,data/l2arctic/ASI/wav/arctic_b0426.wav,ASI,Hindi,M,the grabriel voice of the samurai rang out.
the sunsets grow more bizarre and spectacular off this coast of the argentine,data/l2arctic/ASI/wav/arctic_b0427.wav,ASI,Hindi,M,the sunsets grow more bizarre and spectacular off this coast of the argentine.
and the eurasian chinese englishman bowed himself away,data/l2arctic/ASI/wav/arctic_b0429.wav,ASI,Hindi,M,and the eurasian chinese englishman bowed himself away.
they were babbling and chattering all together,data/l2arctic/ASI/wav/arctic_b0430.wav,ASI,Hindi,M,they were babbling and chattering all together.
too much he told me with ominous rolling head,data/l2arctic/ASI/wav/arctic_b0431.wav,ASI,Hindi,M,"too much, he told me, with ominous rolling head.!!"
he is a candidate rising from the serf class to our class,data/l2arctic/ASI/wav/arctic_b0432.wav,ASI,Hindi,M,he's a candidate rising from the surf class to our class.!!
we are cooking on the coal stove and on the oil burners,data/l2arctic/ASI/wav/arctic_b0433.wav,ASI,Hindi,M,we are cooking on the coal stove and on the oil burners.!!
the steward has just tendered me a respectful bit of advice,data/l2arctic/ASI/wav/arctic_b0434.wav,ASI,Hindi,M,this t-word has just tendered me a respectful bit of advice.!!
well did they eat,data/l2arctic/ASI/wav/arctic_b0435.wav,ASI,Hindi,M,"well, did they eat?!!"
famine had been my great ally,data/l2arctic/ASI/wav/arctic_b0436.wav,ASI,Hindi,M,famine had been my great ally.!!
nowhere in the north is the soil so prolific,data/l2arctic/ASI/wav/arctic_b0437.wav,ASI,Hindi,M,nowhere in the north is the soil so prolific.!!
they ran the canoe in and climbed the high earth bank,data/l2arctic/ASI/wav/arctic_b0438.wav,ASI,Hindi,M,they ran the canoe in and climbed the high earth bank.!!
the land exchanged its austere robes for the garb of a smiling wanton,data/l2arctic/ASI/wav/arctic_b0439.wav,ASI,Hindi,M,the land exchanged its austere robes for the grab of a smiling wanton.
there were stir and bustle new faces and fresh facts,data/l2arctic/ASI/wav/arctic_b0440.wav,ASI,Hindi,M,"there was stir and bustle, new faces and fresh facts."
and there was ethel baird whom also you must remember,data/l2arctic/ASI/wav/arctic_b0441.wav,ASI,Hindi,M,"and there was ethel baird, whom also you must remember."
he had become a man very early in life,data/l2arctic/ASI/wav/arctic_b0442.wav,ASI,Hindi,M,he had become a man very early in life.
i did not think you would be so early,data/l2arctic/ASI/wav/arctic_b0443.wav,ASI,Hindi,M,i did not think you would be so early.
he did not know what went on in the minds of his superiors,data/l2arctic/ASI/wav/arctic_b0444.wav,ASI,Hindi,M,he did not know what went on in the minds of his superiors.
some one had thrust a large sheath knife into his hand,data/l2arctic/ASI/wav/arctic_b0446.wav,ASI,Hindi,M,someone had thrust a large sheath knife into his hand.
obrien emitted a shriek that sank swiftly to a gurgling sob,data/l2arctic/ASI/wav/arctic_b0447.wav,ASI,Hindi,M,o'brien emitted a shriek that sang swiftly to a gurgling sob.
sandel would never become a world champion,data/l2arctic/ASI/wav/arctic_b0448.wav,ASI,Hindi,M,sandalwood never become a world champion.!!
also she wouldnt walk,data/l2arctic/ASI/wav/arctic_b0449.wav,ASI,Hindi,M,"also, she wouldn't walk.!!"
to my dearest and always appreciated friend i submit myself,data/l2arctic/ASI/wav/arctic_b0450.wav,ASI,Hindi,M,"to my dearest and always appreciated friend, i submit myself!!"
you used to joy ride like the very devil,data/l2arctic/ASI/wav/arctic_b0451.wav,ASI,Hindi,M,you used to joyride like the very devil.!!
they saw each other for the first time in boston,data/l2arctic/ASI/wav/arctic_b0452.wav,ASI,Hindi,M,they saw each other for the first time in boston.!!
isaac ford the austere soldier of the lord the old hypocrite,data/l2arctic/ASI/wav/arctic_b0453.wav,ASI,Hindi,M,"isaac ford, the austere soldier of the lord, the old hypocrite.!!"
eighteen he added,data/l2arctic/ASI/wav/arctic_b0454.wav,ASI,Hindi,M,18 he added.!!
his reward should have been peace and repose,data/l2arctic/ASI/wav/arctic_b0455.wav,ASI,Hindi,M,his reward should have been peace and repose.!!
he was an amphibian and a mountaineer,data/l2arctic/ASI/wav/arctic_b0456.wav,ASI,Hindi,M,he was an amphibian and a mountaineer.
it was sanctification and salvation,data/l2arctic/ASI/wav/arctic_b0457.wav,ASI,Hindi,M,it was sanctification and salvation.
the history of the eighteenth century is written ernest prompted,data/l2arctic/ASI/wav/arctic_b0458.wav,ASI,Hindi,M,"the history of the 18th century is written, ernest prompted."
they are not biologists nor sociologists,data/l2arctic/ASI/wav/arctic_b0459.wav,ASI,Hindi,M,they are not biologists nor sociologists.
the more his opponents grew excited the more ernest deliberately excited them,data/l2arctic/ASI/wav/arctic_b0460.wav,ASI,Hindi,M,"the more his opponent's crew excited, the more ernest deliberately excited them."
by virtue of that power we shall remain in power,data/l2arctic/ASI/wav/arctic_b0461.wav,ASI,Hindi,M,"by virtue of that power, we shall remain in power."
take my advice and accept the vacation,data/l2arctic/ASI/wav/arctic_b0463.wav,ASI,Hindi,M,take my advice and accept the vacation.
i could not agree with ernest,data/l2arctic/ASI/wav/arctic_b0464.wav,ASI,Hindi,M,i could not agree with ernest.
but such divergence of opinion would constitute no menace to society,data/l2arctic/ASI/wav/arctic_b0465.wav,ASI,Hindi,M,but such divergence of opinion would constitute no manance to society.!!
it is dog eat dog and you ate them up,data/l2arctic/ASI/wav/arctic_b0466.wav,ASI,Hindi,M,it is dog eat dog and you ate them up.!!
let us run them for ourselves,data/l2arctic/ASI/wav/arctic_b0467.wav,ASI,Hindi,M,let us run them for ourselves.!!
it was introduced by representative dick of ohio,data/l2arctic/ASI/wav/arctic_b0468.wav,ASI,Hindi,M,it was introduced by representative dick of ohio.!!
very few people knew of the existence of this law,data/l2arctic/ASI/wav/arctic_b0469.wav,ASI,Hindi,M,very few people knew of the existence of this law.!!
the very thing ernest agreed,data/l2arctic/ASI/wav/arctic_b0470.wav,ASI,Hindi,M,the very thing ernest agreed.!!
also a fellow senator chauncey depew said,data/l2arctic/ASI/wav/arctic_b0471.wav,ASI,Hindi,M,"also a fellow senator, chauncey depuy said,!!"
ernest saw in the affair the most sinister import,data/l2arctic/ASI/wav/arctic_b0472.wav,ASI,Hindi,M,ernest saw in the affair the most sinister import.!!
then there was the campaign,data/l2arctic/ASI/wav/arctic_b0473.wav,ASI,Hindi,M,then there was the campaign.!
he was manifestly distressed by my coming,data/l2arctic/ASI/wav/arctic_b0474.wav,ASI,Hindi,M,he was manifestly distressed by my coming.!
not a wheel moved in his empire,data/l2arctic/ASI/wav/arctic_b0475.wav,ASI,Hindi,M,not a wheel moved in his empire.!
the reorganization of these countries took the form of revolution,data/l2arctic/ASI/wav/arctic_b0476.wav,ASI,Hindi,M,the reorganization of these countries took the form of revolution.!
youre going in for grab sharing,data/l2arctic/ASI/wav/arctic_b0477.wav,ASI,Hindi,M,you're going in for grab sharing.!
the oligarchy will encourage such ambition and the consequent competition,data/l2arctic/ASI/wav/arctic_b0478.wav,ASI,Hindi,M,the oligarchy will encourage such ambition and consequent competition.!
without discussion it was the agents provocateurs who caused the peasant revolt,data/l2arctic/ASI/wav/arctic_b0480.wav,ASI,Hindi,M,"without discussion, it was the agents, provocateurs who caused the peace and reward.!"
the task we set ourselves was threefold,data/l2arctic/ASI/wav/arctic_b0481.wav,ASI,Hindi,M,the task we set ourselves was threefold.!
many other similar disconcerting omissions will be noticed in the manuscript,data/l2arctic/ASI/wav/arctic_b0482.wav,ASI,Hindi,M,many other similar disconcerting omissions will be noticed in the manuscript.
the flower of the artistic and intellectual world were revolutionists,data/l2arctic/ASI/wav/arctic_b0483.wav,ASI,Hindi,M,the flower of the artistic and intellectual world were revolutionists.
this the iron heel foresaw and laid its schemes accordingly,data/l2arctic/ASI/wav/arctic_b0484.wav,ASI,Hindi,M,this the iron heel foresaw and laid its schemes accordingly.
the mob came on but it could not advance,data/l2arctic/ASI/wav/arctic_b0485.wav,ASI,Hindi,M,the mob came on but it could not advance.
but why continue the tirade for tirade it was,data/l2arctic/ASI/wav/arctic_b0486.wav,ASI,Hindi,M,"but why continue the tirade, for tirade it was."
after all superfluous flesh is gone what is left is stringy and resistant,data/l2arctic/ASI/wav/arctic_b0487.wav,ASI,Hindi,M,"after all superfluous flesh is gone, what is left is stringy and resistant."
beyond refusing to sell us food they left us to ourselves,data/l2arctic/ASI/wav/arctic_b0488.wav,ASI,Hindi,M,"beyond refusing to sell us food, they left us to ourselves."
he was a merry monarch especially so for an asiatic,data/l2arctic/ASI/wav/arctic_b0489.wav,ASI,Hindi,M,"he was a merry monarch, especially so for an asiatic."
what an excited whispering and conferring took place,data/l2arctic/ASI/wav/arctic_b0490.wav,ASI,Hindi,M,what an excited whispering and conferring took place.
jacob brinker who was his road mate brought the news,data/l2arctic/ASI/wav/arctic_b0491.wav,ASI,Hindi,M,"jacob brinker, who was his road mate, brought the news."
thus he turned the tenets and jargon of psychology back on me,data/l2arctic/ASI/wav/arctic_b0492.wav,ASI,Hindi,M,thus he turned the tenets and jargon of psychology back on me.
you yellow giant thing of the frost,data/l2arctic/ASI/wav/arctic_b0493.wav,ASI,Hindi,M,you yellow giant thing of the frost.
never so strange a prophet came up to jerusalem,data/l2arctic/ASI/wav/arctic_b0494.wav,ASI,Hindi,M,"never so strange, a prophet came up to jerusalem."
we who have endured so much surely can endure a little more,data/l2arctic/ASI/wav/arctic_b0495.wav,ASI,Hindi,M,we who have endured so much surely can endure a little more.
one great drawback to farming in california is our long dry summer,data/l2arctic/ASI/wav/arctic_b0497.wav,ASI,Hindi,M,one great drawback to farming in california is a long dry summer.
i remembered the red wine of the italian rancho and shuddered inwardly,data/l2arctic/ASI/wav/arctic_b0498.wav,ASI,Hindi,M,i remembered the red wine of the italian rancho and shuddered inwardly.
i said and dismissed the matter as not worth thinking about,data/l2arctic/ASI/wav/arctic_b0499.wav,ASI,Hindi,M,i said and dismissed the matter as not worth thinking about.!!!
then came my boy code,data/l2arctic/ASI/wav/arctic_b0500.wav,ASI,Hindi,M,then came my boy code.!!!
and wherever i ranged the way lay along alcohol drenched roads,data/l2arctic/ASI/wav/arctic_b0501.wav,ASI,Hindi,M,"and wherever i ranged, the way lay along alcohol-drenched roads.!!!"
and as we hurried up town joe goose explained,data/l2arctic/ASI/wav/arctic_b0502.wav,ASI,Hindi,M,"as we hurried uptown, joe goose explained.!!!"
the scents of strange vegetation blew off the tropic land,data/l2arctic/ASI/wav/arctic_b0503.wav,ASI,Hindi,M,the sense of strange vegetation blew off the tropic land.!!!
the life there was healthful and athletic but too juvenile,data/l2arctic/ASI/wav/arctic_b0504.wav,ASI,Hindi,M,"the life there was healthful and athletic, but too juvenile.!!!"
how valiantly i went at it that first day,data/l2arctic/ASI/wav/arctic_b0505.wav,ASI,Hindi,M,how valiantly i went at it that first day.!!!
it would help to tide me along until i got steady employment,data/l2arctic/ASI/wav/arctic_b0506.wav,ASI,Hindi,M,it would help to tide me along until i got steady employment.!!!
did i possess too much vitality,data/l2arctic/ASI/wav/arctic_b0507.wav,ASI,Hindi,M,did i possess too much vitality?!!
in his anxiety and solicitude and love they did not count,data/l2arctic/ASI/wav/arctic_b0508.wav,ASI,Hindi,M,"in his anxiety and solicitude and love, they did not count.!!"
he had fulfilled his duty and paid properly,data/l2arctic/ASI/wav/arctic_b0509.wav,ASI,Hindi,M,he had fulfilled his duty and paid poorly.!!
he knew what taboos he was violating,data/l2arctic/ASI/wav/arctic_b0510.wav,ASI,Hindi,M,he knew what taboos he was violating.!!
do you value your hide,data/l2arctic/ASI/wav/arctic_b0511.wav,ASI,Hindi,M,do you value your hide?!!
you should have seen them when they heard me spitting chinook,data/l2arctic/ASI/wav/arctic_b0512.wav,ASI,Hindi,M,you should have seen them when they heard me spitting chinook.!!
