transcription,path_to_audio,speaker_id,native_language,gender,wavlm_large_transcriptions
there were orange green gold green and a copper green,data/l2arctic/SVBI/wav/arctic_b0425.wav,SVBI,Hindi,F,there were oranse green gold green and a coper green
the gabriel voice of the samurai rang out,data/l2arctic/SVBI/wav/arctic_b0426.wav,SVBI,Hindi,F,the gabriel voice of the sumry rang out
the history of our westward faring race is written in it,data/l2arctic/SVBI/wav/arctic_b0428.wav,SVBI,Hindi,F,the history of our westward faring race is written in it
and the eurasian chinese englishman bowed himself away,data/l2arctic/SVBI/wav/arctic_b0429.wav,SVBI,Hindi,F,and the yurasian chinese englishman bored himself abi
they were babbling and chattering all together,data/l2arctic/SVBI/wav/arctic_b0430.wav,SVBI,Hindi,F,they were babbling and chattering altogether
too much he told me with ominous rolling head,data/l2arctic/SVBI/wav/arctic_b0431.wav,SVBI,Hindi,F,too much he told me with ominous rolling head
he is a candidate rising from the serf class to our class,data/l2arctic/SVBI/wav/arctic_b0432.wav,SVBI,Hindi,F,hes a candidate rising from the surf class to our class
we are cooking on the coal stove and on the oil burners,data/l2arctic/SVBI/wav/arctic_b0433.wav,SVBI,Hindi,F,we are cooking on the calsto and on the ile burners
the steward has just tendered me a respectful bit of advice,data/l2arctic/SVBI/wav/arctic_b0434.wav,SVBI,Hindi,F,the stiward has just tendered me a respectful bit of ordoice
well did they eat,data/l2arctic/SVBI/wav/arctic_b0435.wav,SVBI,Hindi,F,well did they eat
famine had been my great ally,data/l2arctic/SVBI/wav/arctic_b0436.wav,SVBI,Hindi,F,famine had been my grat alliy
nowhere in the north is the soil so prolific,data/l2arctic/SVBI/wav/arctic_b0437.wav,SVBI,Hindi,F,nowhere in the north is ta sile so prolific
they ran the canoe in and climbed the high earth bank,data/l2arctic/SVBI/wav/arctic_b0438.wav,SVBI,Hindi,F,they ran the canno in and claimed the high earthbank
the land exchanged its austere robes for the garb of a smiling wanton,data/l2arctic/SVBI/wav/arctic_b0439.wav,SVBI,Hindi,F,the land exchanged its austere ropes for the garb of a smiling wanto
there were stir and bustle new faces and fresh facts,data/l2arctic/SVBI/wav/arctic_b0440.wav,SVBI,Hindi,F,there were still and bustle new faces and fresh facts
and there was ethel baird whom also you must remember,data/l2arctic/SVBI/wav/arctic_b0441.wav,SVBI,Hindi,F,and there was ethel bad whom also you must remember
he had become a man very early in life,data/l2arctic/SVBI/wav/arctic_b0442.wav,SVBI,Hindi,F,he had become a man very early in life
i did not think you would be so early,data/l2arctic/SVBI/wav/arctic_b0443.wav,SVBI,Hindi,F,i did not think you would be so early
mops sir eagerly answered the sailor at the wheel,data/l2arctic/SVBI/wav/arctic_b0445.wav,SVBI,Hindi,F,mops sir eagerly answered the sailor at the wheel
some one had thrust a large sheath knife into his hand,data/l2arctic/SVBI/wav/arctic_b0446.wav,SVBI,Hindi,F,some one had thrust a log sheetht knife into his hand
obrien emitted a shriek that sank swiftly to a gurgling sob,data/l2arctic/SVBI/wav/arctic_b0447.wav,SVBI,Hindi,F,obrian emited a shriek that sank swiftly to a gurgling sob
sandel would never become a world champion,data/l2arctic/SVBI/wav/arctic_b0448.wav,SVBI,Hindi,F,sandel would never become a wol champian
also she wouldnt walk,data/l2arctic/SVBI/wav/arctic_b0449.wav,SVBI,Hindi,F,also she wouln walk
to my dearest and always appreciated friend i submit myself,data/l2arctic/SVBI/wav/arctic_b0450.wav,SVBI,Hindi,F,to my dearest and allways appreciated friend i submit myself
you used to joy ride like the very devil,data/l2arctic/SVBI/wav/arctic_b0451.wav,SVBI,Hindi,F,you used to joy ride like the werry devil
they saw each other for the first time in boston,data/l2arctic/SVBI/wav/arctic_b0452.wav,SVBI,Hindi,F,they saw etcother for the first time in boston
isaac ford the austere soldier of the lord the old hypocrite,data/l2arctic/SVBI/wav/arctic_b0453.wav,SVBI,Hindi,F,ezac fored the aostere soder of the lod the old hipocrate
eighteen he added,data/l2arctic/SVBI/wav/arctic_b0454.wav,SVBI,Hindi,F,eighteen he added
his reward should have been peace and repose,data/l2arctic/SVBI/wav/arctic_b0455.wav,SVBI,Hindi,F,his reward should have been peace and repose
he was an amphibian and a mountaineer,data/l2arctic/SVBI/wav/arctic_b0456.wav,SVBI,Hindi,F,he was an amphibian and a mountinier
it was sanctification and salvation,data/l2arctic/SVBI/wav/arctic_b0457.wav,SVBI,Hindi,F,it was sanctification and salvation
the history of the eighteenth century is written ernest prompted,data/l2arctic/SVBI/wav/arctic_b0458.wav,SVBI,Hindi,F,the history of the eightenth century is written ernest prompted
they are not biologists nor sociologists,data/l2arctic/SVBI/wav/arctic_b0459.wav,SVBI,Hindi,F,they are not biologists nor sociologis
the more his opponents grew excited the more ernest deliberately excited them,data/l2arctic/SVBI/wav/arctic_b0460.wav,SVBI,Hindi,F,the more his upponents grew exited the more ernest deliberately exhited them
one guess will do ernest retorted,data/l2arctic/SVBI/wav/arctic_b0462.wav,SVBI,Hindi,F,one guess will do enes retorted
take my advice and accept the vacation,data/l2arctic/SVBI/wav/arctic_b0463.wav,SVBI,Hindi,F,take my advice and accept the vicatin
i could not agree with ernest,data/l2arctic/SVBI/wav/arctic_b0464.wav,SVBI,Hindi,F,i could not agree with thearnest
but such divergence of opinion would constitute no menace to society,data/l2arctic/SVBI/wav/arctic_b0465.wav,SVBI,Hindi,F,ut such divergence of opinion would constitute no minas to society
it is dog eat dog and you ate them up,data/l2arctic/SVBI/wav/arctic_b0466.wav,SVBI,Hindi,F,it is dog ate dog and you ate them up
let us run them for ourselves,data/l2arctic/SVBI/wav/arctic_b0467.wav,SVBI,Hindi,F,let us run them for ourselves
it was introduced by representative dick of ohio,data/l2arctic/SVBI/wav/arctic_b0468.wav,SVBI,Hindi,F,it was introduced by representatie dikoff ohio
very few people knew of the existence of this law,data/l2arctic/SVBI/wav/arctic_b0469.wav,SVBI,Hindi,F,very fow peopel knew of the existence of this law
the very thing ernest agreed,data/l2arctic/SVBI/wav/arctic_b0470.wav,SVBI,Hindi,F,the very think ernest agreed
also a fellow senator chauncey depew said,data/l2arctic/SVBI/wav/arctic_b0471.wav,SVBI,Hindi,F,also a fellow senator chanse depiu said
ernest saw in the affair the most sinister import,data/l2arctic/SVBI/wav/arctic_b0472.wav,SVBI,Hindi,F,ernest sin the ffair the most sinister importt
then there was the campaign,data/l2arctic/SVBI/wav/arctic_b0473.wav,SVBI,Hindi,F,then there was the campaign
he was manifestly distressed by my coming,data/l2arctic/SVBI/wav/arctic_b0474.wav,SVBI,Hindi,F,he was manifestly distressed by my coming
not a wheel moved in his empire,data/l2arctic/SVBI/wav/arctic_b0475.wav,SVBI,Hindi,F,not a weel moed in his empire
the reorganization of these countries took the form of revolution,data/l2arctic/SVBI/wav/arctic_b0476.wav,SVBI,Hindi,F,he re organization of these countries took the form of revolution
youre going in for grab sharing,data/l2arctic/SVBI/wav/arctic_b0477.wav,SVBI,Hindi,F,youre going in for grapshearing
violation of this law was made a high misdemeanor and punished accordingly,data/l2arctic/SVBI/wav/arctic_b0479.wav,SVBI,Hindi,F,violation of this law was made a high misdeminor and punished accordingly
without discussion it was the agents provocateurs who caused the peasant revolt,data/l2arctic/SVBI/wav/arctic_b0480.wav,SVBI,Hindi,F,without discussion it was the azents prowocators who caost the pisent revolt
the task we set ourselves was threefold,data/l2arctic/SVBI/wav/arctic_b0481.wav,SVBI,Hindi,F,the task we set ourselves was threefold
many other similar disconcerting omissions will be noticed in the manuscript,data/l2arctic/SVBI/wav/arctic_b0482.wav,SVBI,Hindi,F,many other similar disconserting omissions will be notied in the manuscript
the flower of the artistic and intellectual world were revolutionists,data/l2arctic/SVBI/wav/arctic_b0483.wav,SVBI,Hindi,F,the flower of the artistic and intelectual wold were revolutionists
this the iron heel foresaw and laid its schemes accordingly,data/l2arctic/SVBI/wav/arctic_b0484.wav,SVBI,Hindi,F,this is the iron heel forsaw and laid its schemes accordingly
the mob came on but it could not advance,data/l2arctic/SVBI/wav/arctic_b0485.wav,SVBI,Hindi,F,the mob came on but it could not atdonce
but why continue the tirade for tirade it was,data/l2arctic/SVBI/wav/arctic_b0486.wav,SVBI,Hindi,F,but why continue the tired for tired it was
after all superfluous flesh is gone what is left is stringy and resistant,data/l2arctic/SVBI/wav/arctic_b0487.wav,SVBI,Hindi,F,after all superfluous flesh is gone what is left is stringy and recistant
beyond refusing to sell us food they left us to ourselves,data/l2arctic/SVBI/wav/arctic_b0488.wav,SVBI,Hindi,F,beyond refusing to sell us food they left us to ourselves
he was a merry monarch especially so for an asiatic,data/l2arctic/SVBI/wav/arctic_b0489.wav,SVBI,Hindi,F,he was a mery monarch especially so for an asiaticc
what an excited whispering and conferring took place,data/l2arctic/SVBI/wav/arctic_b0490.wav,SVBI,Hindi,F,what an exhited wispering and confering tok place
jacob brinker who was his road mate brought the news,data/l2arctic/SVBI/wav/arctic_b0491.wav,SVBI,Hindi,F,jacab brinker who was his roadmate brought the news
thus he turned the tenets and jargon of psychology back on me,data/l2arctic/SVBI/wav/arctic_b0492.wav,SVBI,Hindi,F,thus he turned the tenets and jargon of psychology back on me
you yellow giant thing of the frost,data/l2arctic/SVBI/wav/arctic_b0493.wav,SVBI,Hindi,F,yo yellows ant thing of the frost
never so strange a prophet came up to jerusalem,data/l2arctic/SVBI/wav/arctic_b0494.wav,SVBI,Hindi,F,never so strane a propet came up toserchally
i have seen myself that one man contemplated by pascals philosophic eye,data/l2arctic/SVBI/wav/arctic_b0496.wav,SVBI,Hindi,F,i have seen myself that one man contemplated by paskals philosophicy
one great drawback to farming in california is our long dry summer,data/l2arctic/SVBI/wav/arctic_b0497.wav,SVBI,Hindi,F,one great drawback to farming in california is over long dry sum
i remembered the red wine of the italian rancho and shuddered inwardly,data/l2arctic/SVBI/wav/arctic_b0498.wav,SVBI,Hindi,F,i remembered the red wine of the italian rancho and shuddered inwardly
i said and dismissed the matter as not worth thinking about,data/l2arctic/SVBI/wav/arctic_b0499.wav,SVBI,Hindi,F,i sat and dismissed the matter as not worth thinking about
then came my boy code,data/l2arctic/SVBI/wav/arctic_b0500.wav,SVBI,Hindi,F,then came my boychod
and wherever i ranged the way lay along alcohol drenched roads,data/l2arctic/SVBI/wav/arctic_b0501.wav,SVBI,Hindi,F,and whenever arainsed the way lay along alcahaldrenc trotes
and as we hurried up town joe goose explained,data/l2arctic/SVBI/wav/arctic_b0502.wav,SVBI,Hindi,F,and as we hurried up ton jo gos explained
the scents of strange vegetation blew off the tropic land,data/l2arctic/SVBI/wav/arctic_b0503.wav,SVBI,Hindi,F,the sents of straine vegetation blew of the tropiclan
the life there was healthful and athletic but too juvenile,data/l2arctic/SVBI/wav/arctic_b0504.wav,SVBI,Hindi,F,the life there was healthful and athletic but too jvinail
how valiantly i went at it that first day,data/l2arctic/SVBI/wav/arctic_b0505.wav,SVBI,Hindi,F,how waliently i went at it that first day
it would help to tide me along until i got steady employment,data/l2arctic/SVBI/wav/arctic_b0506.wav,SVBI,Hindi,F,it would help to tide me along until i got steady employment
did i possess too much vitality,data/l2arctic/SVBI/wav/arctic_b0507.wav,SVBI,Hindi,F,did i possess too much vitality
in his anxiety and solicitude and love they did not count,data/l2arctic/SVBI/wav/arctic_b0508.wav,SVBI,Hindi,F,in his anxiety and soliciturde and low there did not count
he had fulfilled his duty and paid properly,data/l2arctic/SVBI/wav/arctic_b0509.wav,SVBI,Hindi,F,he had fulfiled his duty and paid properly
he knew what taboos he was violating,data/l2arctic/SVBI/wav/arctic_b0510.wav,SVBI,Hindi,F,he knew what tabus he was wilating
do you value your hide,data/l2arctic/SVBI/wav/arctic_b0511.wav,SVBI,Hindi,F,do you valu your hid
there are four all low mcoy answered,data/l2arctic/SVBI/wav/arctic_b0240.wav,SVBI,Hindi,F,there are for all loh meco answered
tudor surveyed him with withering disgust,data/l2arctic/SVBI/wav/arctic_b0257.wav,SVBI,Hindi,F,tudor s arveaied him with withering disgust
from the source of light a harsh voice said,data/l2arctic/SVBI/wav/arctic_b0274.wav,SVBI,Hindi,F,from the source of flight a harsh vwoice said
the awe of man rushed over him again,data/l2arctic/SVBI/wav/arctic_b0291.wav,SVBI,Hindi,F,the awe of man resshed over him again
we never made another migration,data/l2arctic/SVBI/wav/arctic_b0308.wav,SVBI,Hindi,F,we never made another migration
it was a gigantic inadequacy,data/l2arctic/SVBI/wav/arctic_b0325.wav,SVBI,Hindi,F,it was a gigantic inadequasy
each improvement makes the value of everything else pump up,data/l2arctic/SVBI/wav/arctic_b0342.wav,SVBI,Hindi,F,each impruvment makes the vallu of everything else pumpup
and as never before he was ready to obey,data/l2arctic/SVBI/wav/arctic_b0359.wav,SVBI,Hindi,F,and as never before he was ready to obey
thought i and a worthy fool he proved,data/l2arctic/SVBI/wav/arctic_b0376.wav,SVBI,Hindi,F,thought i and a worthy fool he proed
i was still weak from my prolonged immersion,data/l2arctic/SVBI/wav/arctic_b0393.wav,SVBI,Hindi,F,i was still weak from my prolonged emarsion
have you ever earned a dollar by your own labour,data/l2arctic/SVBI/wav/arctic_b0410.wav,SVBI,Hindi,F,have you er und ea dolloar by your own labor
the sunsets grow more bizarre and spectacular off this coast of the argentine,data/l2arctic/SVBI/wav/arctic_b0427.wav,SVBI,Hindi,F,the sunsets grow more bizare and spectacular off this cost of the arzentin
he did not know what went on in the minds of his superiors,data/l2arctic/SVBI/wav/arctic_b0444.wav,SVBI,Hindi,F,he did not know what went on in the minds of his superiors
by virtue of that power we shall remain in power,data/l2arctic/SVBI/wav/arctic_b0461.wav,SVBI,Hindi,F,by wercu of that power weshall remain in power
the oligarchy will encourage such ambition and the consequent competition,data/l2arctic/SVBI/wav/arctic_b0478.wav,SVBI,Hindi,F,the olegarcy would encourage such ambition and the consequent competition
we who have endured so much surely can endure a little more,data/l2arctic/SVBI/wav/arctic_b0495.wav,SVBI,Hindi,F,we who have endured so much surly can endure a little more
you should have seen them when they heard me spitting chinook,data/l2arctic/SVBI/wav/arctic_b0512.wav,SVBI,Hindi,F,you should have seen them when they heard me spitting chinuk
you can take a vacation on pay,data/l2arctic/SVBI/wav/arctic_a0272.wav,SVBI,Hindi,F,you can take a vecation anpi
he may anticipate the day of his death,data/l2arctic/SVBI/wav/arctic_a0544.wav,SVBI,Hindi,F,he may anticipate the day of his detth
they likewise are disinclined to being eaten,data/l2arctic/SVBI/wav/arctic_b0223.wav,SVBI,Hindi,F,they likewise are disinclined to being eaten
he plodded on for half an hour when the hallucination arose again,data/l2arctic/SVBI/wav/arctic_b0513.wav,SVBI,Hindi,F,he plouded on for half an hour when the halusination arose again
tomorrow or next day it might he gone,data/l2arctic/SVBI/wav/arctic_b0514.wav,SVBI,Hindi,F,to morrur next dayit miht be gon
