transcription,path_to_audio,speaker_id,native_language,gender,sew_large_transcriptions
its the strap hangers thatll keep us from going under,data/l2arctic/HKK/wav/arctic_a0394.wav,HKK,Korean,M,it's the strap hangers that you're kicking us from going under
as for himself werent the street railway earnings increasing steadily,data/l2arctic/HKK/wav/arctic_a0395.wav,HKK,Korean,M,as for himself warn't the straight railway earnings increasing steadily
a rising tide of fat had submerged them,data/l2arctic/HKK/wav/arctic_a0396.wav,HKK,Korean,M,a rising tide of fete has submerged them
call me that again he murmured ecstatically,data/l2arctic/HKK/wav/arctic_a0397.wav,HKK,Korean,M,cormetto again he murmured ecstatically
in the car were unwin and harrison while jones sat with the chauffeur,data/l2arctic/HKK/wav/arctic_a0398.wav,HKK,Korean,M,and the car were unwinking and harrison wild johnson with a shuffler
and heres another idea,data/l2arctic/HKK/wav/arctic_a0399.wav,HKK,Korean,M,and here's another idea
manuel had one besetting sin,data/l2arctic/HKK/wav/arctic_a0400.wav,HKK,Korean,M,manure had won't be setting seen
the man smiled grimly and brought a hatchet and a club,data/l2arctic/HKK/wav/arctic_a0401.wav,HKK,Korean,M,the men smiled grimly and brought the hatchet and a club
curly rushed her antagonist who struck again and leaped aside,data/l2arctic/HKK/wav/arctic_a0402.wav,HKK,Korean,M,coolly rushed her antagonist who struck again and leaped aside
his newborn cunning gave him poise and control,data/l2arctic/HKK/wav/arctic_a0403.wav,HKK,Korean,M,his new bond conning gave him posing control
perrault found one with head buried in the grub box,data/l2arctic/HKK/wav/arctic_a0404.wav,HKK,Korean,M,harold found one with the head bearing the group box
it seemed the ordained order of the things that dogs should work,data/l2arctic/HKK/wav/arctic_a0405.wav,HKK,Korean,M,it seemed ordained order of the things that dogs should work
and that was the last of francois and perrault,data/l2arctic/HKK/wav/arctic_a0406.wav,HKK,Korean,M,and that was the last of friendships and corrupt
mercedes screamed cried laughed and manifested the chaotic abandonment of hysteria,data/l2arctic/HKK/wav/arctic_a0407.wav,HKK,Korean,M,mercedes screamed cried left and manifested the chaotic abandonment of his terrier
he could feel a new stir in the land,data/l2arctic/HKK/wav/arctic_a0409.wav,HKK,Korean,M,he could feel a new store in the headland
so we have to fit the boat throughout with oil lamps as well,data/l2arctic/HKK/wav/arctic_a0410.wav,HKK,Korean,M,so we have to fit the boat throughout with oil lamps as well
it will break our hearts and our backs to hoist anchor by hand,data/l2arctic/HKK/wav/arctic_a0411.wav,HKK,Korean,M,it will break our hearts and our backs to hoist anchor by hands
there is another virtue in these bulkheads,data/l2arctic/HKK/wav/arctic_a0412.wav,HKK,Korean,M,there is to another virtue in these bulkheads
but i am not at the end of my resources,data/l2arctic/HKK/wav/arctic_a0413.wav,HKK,Korean,M,but i am not at the end of my resources
now our figuring was all right,data/l2arctic/HKK/wav/arctic_a0414.wav,HKK,Korean,M,now our figureing was alight
it lasted as a deterrent for two days,data/l2arctic/HKK/wav/arctic_a0415.wav,HKK,Korean,M,lasted as determined for two days
the added weight had a velocity of fifteen miles per hour,data/l2arctic/HKK/wav/arctic_a0416.wav,HKK,Korean,M,the added weight has the velocity of a fifteen miles per hour
it is also an insidious deceitful sun,data/l2arctic/HKK/wav/arctic_a0417.wav,HKK,Korean,M,it is also an insidious deceitful son
the portuguese boy crawled nearer and nearer,data/l2arctic/HKK/wav/arctic_a0418.wav,HKK,Korean,M,the portuguese boy squirmed nearer and nearer
the portuguese boy passed the hawaiian,data/l2arctic/HKK/wav/arctic_a0419.wav,HKK,Korean,M,the portuguese boy passed the hawaiian
when i came to i was waving my hat and murmuring ecstatically,data/l2arctic/HKK/wav/arctic_a0420.wav,HKK,Korean,M,when i came to i was waving my head and murmuring ecstatically
by golly the boy wins,data/l2arctic/HKK/wav/arctic_a0421.wav,HKK,Korean,M,by golly the boy wince
halfway around the track one donkey got into an argument with its rider,data/l2arctic/HKK/wav/arctic_a0422.wav,HKK,Korean,M,hop away around the track one donkey got into an argument with its rider
mcveigh when he returns from a trip to honolulu,data/l2arctic/HKK/wav/arctic_a0423.wav,HKK,Korean,M,mac fay when he returns from his tree to honolulu
obviously it was a disease that could be contracted by contact,data/l2arctic/HKK/wav/arctic_a0424.wav,HKK,Korean,M,obviously it was a disease that could be contracted by contact
they do not know the length of time of incubation,data/l2arctic/HKK/wav/arctic_a0426.wav,HKK,Korean,M,they do not know the length of time of incubation
enters now the psychology of the situation,data/l2arctic/HKK/wav/arctic_a0427.wav,HKK,Korean,M,enters now the psychology of the situation
it was not exactly a deportation,data/l2arctic/HKK/wav/arctic_a0428.wav,HKK,Korean,M,it was not exactly our deportation
quick was the disappointment in his face yet smiling was the acquiescence,data/l2arctic/HKK/wav/arctic_a0429.wav,HKK,Korean,M,kit was disappointment in his face yet smiling was the acquiescence
nevertheless we found ourselves once more in the high seat of abundance,data/l2arctic/HKK/wav/arctic_a0430.wav,HKK,Korean,M,nevertheless we found ourselves once more in the high seat of abundance
wada and na ka ta were in a bit of a funk,data/l2arctic/HKK/wav/arctic_a0431.wav,HKK,Korean,M,whilst i and nagata were in a bit of funk
the boy at the wheel lost his head,data/l2arctic/HKK/wav/arctic_a0432.wav,HKK,Korean,M,the boy at the will loosed his hat
to her the bridge was tambo which is the native for taboo,data/l2arctic/HKK/wav/arctic_a0433.wav,HKK,Korean,M,to her the bridge was temple which is the nikit for taboo
a half a case of tobacco was worth three pounds,data/l2arctic/HKK/wav/arctic_a0434.wav,HKK,Korean,M,a half a case of tobacco was worth three pounds
what do you mean by this outrageous conduct,data/l2arctic/HKK/wav/arctic_a0435.wav,HKK,Korean,M,what do you mean by this outrageous conduct
but martin smiled a superior smile,data/l2arctic/HKK/wav/arctic_a0436.wav,HKK,Korean,M,the marching smiled a speedier smile
by that answer my professional medical prestige stood or fell,data/l2arctic/HKK/wav/arctic_a0437.wav,HKK,Korean,M,by the answer my professional medical prestige stood or fell
at sea monday march sixteenth nineteen o eight,data/l2arctic/HKK/wav/arctic_a0438.wav,HKK,Korean,M,at sea monday march sixteenth nineteen o eight
at sea wednesday march eighteenth nineteen o eight,data/l2arctic/HKK/wav/arctic_a0439.wav,HKK,Korean,M,at sea wednesday march eighteenth nineteen o eight
yes sir i corrected,data/l2arctic/HKK/wav/arctic_a0440.wav,HKK,Korean,M,yes sir i correct it
violent life and athletic sports had never appealed to me,data/l2arctic/HKK/wav/arctic_a0441.wav,HKK,Korean,M,violent life and athletic sports had never appealed to me
he was worth nothing to the world,data/l2arctic/HKK/wav/arctic_a0443.wav,HKK,Korean,M,he was worth nothing to the world
then you dont believe in altruism,data/l2arctic/HKK/wav/arctic_a0444.wav,HKK,Korean,M,than you don't believe in art reason
the creative joy i murmured,data/l2arctic/HKK/wav/arctic_a0445.wav,HKK,Korean,M,the creative joy i murmured
he deluged me overwhelmed me with argument,data/l2arctic/HKK/wav/arctic_a0446.wav,HKK,Korean,M,he deluged me overwhelmed me with arguments
ah it is growing dark and darker,data/l2arctic/HKK/wav/arctic_a0447.wav,HKK,Korean,M,ah it is growing dark and darker
i was hump cabin boy on the schooner ghost,data/l2arctic/HKK/wav/arctic_a0448.wav,HKK,Korean,M,i was home kept in boy on the schooner ghost
a sinewy hand dripping with water was clutching the rail,data/l2arctic/HKK/wav/arctic_a0449.wav,HKK,Korean,M,a sinewy hands dripping with water was clutching the rail
no man ate of the seal meat or the oil,data/l2arctic/HKK/wav/arctic_a0450.wav,HKK,Korean,M,no man ate of the film it or the oil
i noticed blood spouting from kerfoot left hand,data/l2arctic/HKK/wav/arctic_a0451.wav,HKK,Korean,M,i noticed blood spouting from curfew's left hands
three oilers and a fourth engineer was his greeting,data/l2arctic/HKK/wav/arctic_a0452.wav,HKK,Korean,M,three o'clock in the first engineers was this greeting
eighteen hundred he calculated,data/l2arctic/HKK/wav/arctic_a0453.wav,HKK,Korean,M,eighteen hundred he calculated
the sharp voice of wolf larsen aroused me,data/l2arctic/HKK/wav/arctic_a0454.wav,HKK,Korean,M,the sharp voice of wolf larzan aroused me
i obeyed and a minute or two later they stood before him,data/l2arctic/HKK/wav/arctic_a0455.wav,HKK,Korean,M,i obeyed and a minute or two later they stood before him
but it wont continue she said with easy confidence,data/l2arctic/HKK/wav/arctic_a0456.wav,HKK,Korean,M,but it won't continue she said with easy confidence
what i saw i could not at first believe,data/l2arctic/HKK/wav/arctic_a0457.wav,HKK,Korean,M,where i saw i could not at first believe
the stout wood was crushed like an eggshell,data/l2arctic/HKK/wav/arctic_a0458.wav,HKK,Korean,M,the stout wood was crushed like an egg shell
i had forgotten their existence,data/l2arctic/HKK/wav/arctic_a0460.wav,HKK,Korean,M,i had forgotten their existence
ah we were very close together in that moment,data/l2arctic/HKK/wav/arctic_a0461.wav,HKK,Korean,M,ah we were very close together in that moment
but she swung obediently on her heel into the wind,data/l2arctic/HKK/wav/arctic_a0462.wav,HKK,Korean,M,but she swung obediently on her heel into the wind
they are his tongue by which he makes his knowledge articulate,data/l2arctic/HKK/wav/arctic_a0463.wav,HKK,Korean,M,they are his tongue by which he makes his knowledge articulate
between the rush of the cascades streaks of rust showed everywhere,data/l2arctic/HKK/wav/arctic_a0464.wav,HKK,Korean,M,between the rush of the cascades stricts abreast assured every where
hell never do a tap of work the whole voyage,data/l2arctic/HKK/wav/arctic_a0465.wav,HKK,Korean,M,he'll never do a tap at work the whole voyage
captain west may be a samurai but he is also human,data/l2arctic/HKK/wav/arctic_a0466.wav,HKK,Korean,M,captain west may be a samurai but he is also human
and so early in the voyage too,data/l2arctic/HKK/wav/arctic_a0467.wav,HKK,Korean,M,and so only in the voyage too
in the matter of curry she is a sheer genius,data/l2arctic/HKK/wav/arctic_a0468.wav,HKK,Korean,M,in the matter of curry she is a sure genius
the eastern heavens were equally spectacular,data/l2arctic/HKK/wav/arctic_a0469.wav,HKK,Korean,M,the eastern heavens were equally spectacular
he spat it out like so much venom,data/l2arctic/HKK/wav/arctic_a0470.wav,HKK,Korean,M,is spread out like so much venom
i saw mister pike nod his head grimly and sarcastically,data/l2arctic/HKK/wav/arctic_a0471.wav,HKK,Korean,M,i saw mister pike noddy said grimly and sarcastically
he is too keenly intelligent too sharply sensitive successfully to endure,data/l2arctic/HKK/wav/arctic_a0472.wav,HKK,Korean,M,is it too keenly intelligent too sharply sensitive successfully to endure
the night was calm and snowy,data/l2arctic/HKK/wav/arctic_a0473.wav,HKK,Korean,M,the night was calm and snowy
i sailed third mate in the little vampire before you were born,data/l2arctic/HKK/wav/arctic_a0474.wav,HKK,Korean,M,i sailed through the mate in the little vampire before you were born
his outstretched arm dropped to his side and he paused,data/l2arctic/HKK/wav/arctic_a0475.wav,HKK,Korean,M,his outstretched arm dropped to his side and he paused
wada louis and the steward are servants of asiatic breed,data/l2arctic/HKK/wav/arctic_a0477.wav,HKK,Korean,M,what a louis and steward are servant of assyriatic breed
also she has forbidden them smoking their pipes in the after room,data/l2arctic/HKK/wav/arctic_a0478.wav,HKK,Korean,M,or saw she had forbidden them smoking their pipes in the after room
i tried to read george moore last night but was dreadfully bored,data/l2arctic/HKK/wav/arctic_a0479.wav,HKK,Korean,M,i tried to reach george moore last night but was dreadfully bored
tom spink has a harpoon,data/l2arctic/HKK/wav/arctic_a0480.wav,HKK,Korean,M,tom's pink has a harpoon
nimrod replied with a slight manifestation of sensitiveness,data/l2arctic/HKK/wav/arctic_a0481.wav,HKK,Korean,M,nimrod replied with a slight manifestation of her sensitiveness
and their chief virtue lies in that they will never wear out,data/l2arctic/HKK/wav/arctic_a0482.wav,HKK,Korean,M,and their chief virtue lies in that they were never wear out
beyond dispute corry hutchinson had married mabel holmes,data/l2arctic/HKK/wav/arctic_a0483.wav,HKK,Korean,M,beyond dispute corey hutchinson had married mabille holmes
no sir ee,data/l2arctic/HKK/wav/arctic_a0484.wav,HKK,Korean,M,no sorry
each insult added to the value of the claim,data/l2arctic/HKK/wav/arctic_a0485.wav,HKK,Korean,M,each insert added to the value of the claim
for the rest he was a mere automaton,data/l2arctic/HKK/wav/arctic_a0486.wav,HKK,Korean,M,for the rest he was a mere automaton
the river bared its bosom and snorting steamboats challenged the wilderness,data/l2arctic/HKK/wav/arctic_a0487.wav,HKK,Korean,M,the river bared its bosom and snorting steamboats challenging it the wilderness
their love burned with increasing brightness,data/l2arctic/HKK/wav/arctic_a0488.wav,HKK,Korean,M,your love bound with increasing brightness
they were artists not biologists,data/l2arctic/HKK/wav/arctic_a0489.wav,HKK,Korean,M,they were artists not biologists
both johnny and his mother shuffled their feet as they walked,data/l2arctic/HKK/wav/arctic_a0490.wav,HKK,Korean,M,both johnny and his mother suffered their fit as they walked
and as in denial of guilt the one legged boy replied,data/l2arctic/HKK/wav/arctic_a0491.wav,HKK,Korean,M,and as in the nihir of a guilt the one legged boy replied
burnt out like the crater of a volcano,data/l2arctic/HKK/wav/arctic_a0492.wav,HKK,Korean,M,bond i'll like the crater of a volcano
obrien took off his coat and bared his right arm,data/l2arctic/HKK/wav/arctic_a0494.wav,HKK,Korean,M,a bryant took off his coat and bared his right arm
he bore no grudges and had few enemies,data/l2arctic/HKK/wav/arctic_a0495.wav,HKK,Korean,M,he bore no grudges and had few enemies
and tom king patiently endured,data/l2arctic/HKK/wav/arctic_a0496.wav,HKK,Korean,M,and tom king patiently endured
