transcription,path_to_audio,speaker_id,native_language,gender,whisper_medium_transcriptions
here we allow our solicitors to look after our legal work,data/l2arctic/YDCK/wav/arctic_b0303.wav,YDCK,Korean,F,here we allow our solicitors to look after our legal work.
his previous wives had never lived long enough to bear him children,data/l2arctic/YDCK/wav/arctic_b0304.wav,YDCK,Korean,F,his previous wives had never lived long enough to bear him children.
it was our river emerging like ourselves from the great swamp,data/l2arctic/YDCK/wav/arctic_b0305.wav,YDCK,Korean,F,it was our river emerging like ourselves from the great swamp.
cameron looked at his hands with their long sinewy fingers,data/l2arctic/YDCK/wav/arctic_b0306.wav,YDCK,Korean,F,cameron looked at his hands with their long sinewy fingers.
we got few vegetables and fruits and became fish eaters,data/l2arctic/YDCK/wav/arctic_b0307.wav,YDCK,Korean,F,we got few vegetables and fruits and became fish eaters.
we never made another migration,data/l2arctic/YDCK/wav/arctic_b0308.wav,YDCK,Korean,F,we never made another migration.
a little treatment massage with some help from the doctor,data/l2arctic/YDCK/wav/arctic_b0310.wav,YDCK,Korean,F,a little treatment message with some help from the doctor.
the twenty ninth very foggy,data/l2arctic/YDCK/wav/arctic_b0311.wav,YDCK,Korean,F,the 29th very foggy.
dig in youre sure good was daylights answer,data/l2arctic/YDCK/wav/arctic_b0312.wav,YDCK,Korean,F,dig in your sure good was daylight's answer.
the apron string loomed near and he shied like an unbroken colt,data/l2arctic/YDCK/wav/arctic_b0313.wav,YDCK,Korean,F,the apron string loomed near and he shrieked like a broken colt.
he had been born with this endowment,data/l2arctic/YDCK/wav/arctic_b0314.wav,YDCK,Korean,F,he had been born with this endowment.
and this was their sole conversation throughout the meal,data/l2arctic/YDCK/wav/arctic_b0315.wav,YDCK,Korean,F,and this was their sole conversation throughout the meal.
though the aurora still flamed another day had begun,data/l2arctic/YDCK/wav/arctic_b0316.wav,YDCK,Korean,F,"though the aurora still flamed, another day had begun."
he did not believe in the burning of daylight for such a luxury,data/l2arctic/YDCK/wav/arctic_b0317.wav,YDCK,Korean,F,he did not believe in the burning of daylight for such a luxury.
again he had done the big thing,data/l2arctic/YDCK/wav/arctic_b0318.wav,YDCK,Korean,F,"again, he had done the big thing."
daylight was tired profoundly tired,data/l2arctic/YDCK/wav/arctic_b0319.wav,YDCK,Korean,F,"daylight was tired, profoundly tired."
the regret in his voice was provocative of a second burst of laughter,data/l2arctic/YDCK/wav/arctic_b0320.wav,YDCK,Korean,F,the regret in his voice was provocative of a second burst of laughter.
instead he arrived on the night of the second day,data/l2arctic/YDCK/wav/arctic_b0321.wav,YDCK,Korean,F,"instead, he arrived on the night of the second day."
their supply of grub was gone,data/l2arctic/YDCK/wav/arctic_b0322.wav,YDCK,Korean,F,their supply of grop was gone.
crickets began to chirp and more geese and ducks flew overhead,data/l2arctic/YDCK/wav/arctic_b0323.wav,YDCK,Korean,F,cricuts began to chirp and more geese and ducks flew overhead.
not till the twentieth of may did the river break,data/l2arctic/YDCK/wav/arctic_b0324.wav,YDCK,Korean,F,not till the 20th of may did the river break.
it was a gigantic inadequacy,data/l2arctic/YDCK/wav/arctic_b0325.wav,YDCK,Korean,F,it was a gigantic inadequacy.
he had been so easy,data/l2arctic/YDCK/wav/arctic_b0327.wav,YDCK,Korean,F,he had been so easy.
change chairs daylight commanded,data/l2arctic/YDCK/wav/arctic_b0328.wav,YDCK,Korean,F,change chairs. daylight commended.
id sooner have my chips back,data/l2arctic/YDCK/wav/arctic_b0329.wav,YDCK,Korean,F,i'd sooner have my chips back
they only had a little thirty thousand dollar fire,data/l2arctic/YDCK/wav/arctic_b0330.wav,YDCK,Korean,F,"they only had a little $30,000 fire."
his partners had starved and died on the stewart,data/l2arctic/YDCK/wav/arctic_b0331.wav,YDCK,Korean,F,his parents had starved and died on the steward.
as to how she dressed he had no ideas at all,data/l2arctic/YDCK/wav/arctic_b0332.wav,YDCK,Korean,F,"as to how she dressed, he had no ideas at all."
it does was her audacious answer,data/l2arctic/YDCK/wav/arctic_b0333.wav,YDCK,Korean,F,it does? was her audacious answer.
oh its just a novel a love story,data/l2arctic/YDCK/wav/arctic_b0334.wav,YDCK,Korean,F,"oh, it's just a novel, a love story."
whoever lived on the ranch did that,data/l2arctic/YDCK/wav/arctic_b0335.wav,YDCK,Korean,F,whoever lived on the ranch did that.!!
how old are you mother,data/l2arctic/YDCK/wav/arctic_b0336.wav,YDCK,Korean,F,"how old are you, mother?!!"
here he got a fresh thrill,data/l2arctic/YDCK/wav/arctic_b0337.wav,YDCK,Korean,F,here he got a fresh thrill.!!
it was unobtrusive yet it was there,data/l2arctic/YDCK/wav/arctic_b0338.wav,YDCK,Korean,F,"it was unobtrusive, yet it was there.!!"
well ill be plumb gosh darned,data/l2arctic/YDCK/wav/arctic_b0339.wav,YDCK,Korean,F,"well, i'll be plum gosh darned.!!"
these quick little joys of hers were sources of joy to him,data/l2arctic/YDCK/wav/arctic_b0340.wav,YDCK,Korean,F,these quick little joys of hers were sources of joy to him.!!
i play that choice wide open to win,data/l2arctic/YDCK/wav/arctic_b0341.wav,YDCK,Korean,F,i play that choice wide open to win.!!
each improvement makes the value of everything else pump up,data/l2arctic/YDCK/wav/arctic_b0342.wav,YDCK,Korean,F,each improvement makes the value of everything else pump up.!!
lots of men take women buggy riding,data/l2arctic/YDCK/wav/arctic_b0344.wav,YDCK,Korean,F,lots of men take women buggy riding.!!
daylight made no answer and the door closed behind him,data/l2arctic/YDCK/wav/arctic_b0345.wav,YDCK,Korean,F,daylight made no answer and the door closed behind him.!!
theres not an iota of truth in it,data/l2arctic/YDCK/wav/arctic_b0346.wav,YDCK,Korean,F,there's not an iota of truth in it.!!
but ever his gaze returned to that crouched venus on the piano,data/l2arctic/YDCK/wav/arctic_b0347.wav,YDCK,Korean,F,but ever his gaze returned to that crouched venus on the piano.!!
would you be satisfied with that one hundredth part of me,data/l2arctic/YDCK/wav/arctic_b0348.wav,YDCK,Korean,F,would you be satisfied with that 100th part of me?!!
in such a tumbling of values was no time to sell,data/l2arctic/YDCK/wav/arctic_b0349.wav,YDCK,Korean,F,in such a tumbling of values was no time to sell.!!
stand off butcher and baker and all the rest,data/l2arctic/YDCK/wav/arctic_b0350.wav,YDCK,Korean,F,stand off butcher and baker and all the rest!!
matthewson whos this bookkeeper rogers,data/l2arctic/YDCK/wav/arctic_b0351.wav,YDCK,Korean,F,"madison, who's this bookkeeper rogers?!!"
now just what do you want to know,data/l2arctic/YDCK/wav/arctic_b0352.wav,YDCK,Korean,F,now just what do you want to know?!
i want to know how all this is possible,data/l2arctic/YDCK/wav/arctic_b0353.wav,YDCK,Korean,F,i want to know how all this is possible.!
its that much junk,data/l2arctic/YDCK/wav/arctic_b0354.wav,YDCK,Korean,F,is that much junk.!
there was proper division of labor in the work they individually performed,data/l2arctic/YDCK/wav/arctic_b0355.wav,YDCK,Korean,F,there was proper division of labor in the work they individually performed.!
he loved to play chinese lottery,data/l2arctic/YDCK/wav/arctic_b0356.wav,YDCK,Korean,F,he loved to play chinese lottery.!
the law of club and fang,data/l2arctic/YDCK/wav/arctic_b0357.wav,YDCK,Korean,F,the law of club and fang!
the temperature dropped to fifty below zero and remained there the whole trip,data/l2arctic/YDCK/wav/arctic_b0358.wav,YDCK,Korean,F,the temperature dropped to 50 below zero and remained there the whole trip.!
and as never before he was ready to obey,data/l2arctic/YDCK/wav/arctic_b0359.wav,YDCK,Korean,F,and as never before he was ready to obey.!
there are the canals of china and the yangtse river,data/l2arctic/YDCK/wav/arctic_b0361.wav,YDCK,Korean,F,there are the canals of china and the yangtze river.!
we threaten to be of the one mind before the voyage is completed,data/l2arctic/YDCK/wav/arctic_b0362.wav,YDCK,Korean,F,we threaten to be of the one mind before the voyage is completed.!
she was built primarily to sail,data/l2arctic/YDCK/wav/arctic_b0363.wav,YDCK,Korean,F,she was built primarily to sail.!
in the bohemian club of san francisco there are some crack sailors,data/l2arctic/YDCK/wav/arctic_b0364.wav,YDCK,Korean,F,"in the bohemian club of san francisco, there are some crack sailors.!"
my age in years is twenty two,data/l2arctic/YDCK/wav/arctic_b0365.wav,YDCK,Korean,F,my age in years is 22.!
i forgot how easily i had taught myself from the printed page,data/l2arctic/YDCK/wav/arctic_b0366.wav,YDCK,Korean,F,i forgot how easily i had taught myself from the printed page.!
any average young fellow can teach himself in a week,data/l2arctic/YDCK/wav/arctic_b0367.wav,YDCK,Korean,F,any average young fellow can teach himself in a week.!
please do not think that i already know it all,data/l2arctic/YDCK/wav/arctic_b0368.wav,YDCK,Korean,F,please do not think that i already know it all.!
you see we were teaching ourselves,data/l2arctic/YDCK/wav/arctic_b0369.wav,YDCK,Korean,F,"you see, we were teaching ourselves."
and now behold the perversity of things,data/l2arctic/YDCK/wav/arctic_b0370.wav,YDCK,Korean,F,and now behold the perversity of things.
yield yourself to the waters that are ripping and tearing at you,data/l2arctic/YDCK/wav/arctic_b0371.wav,YDCK,Korean,F,yield yourself to the waters that are whipping and tearing at you.
mister mcveigh told me about him,data/l2arctic/YDCK/wav/arctic_b0372.wav,YDCK,Korean,F,mr. macbay told me about him.
unlike joshua he stood in no need of divine assistance,data/l2arctic/YDCK/wav/arctic_b0373.wav,YDCK,Korean,F,"unlike joshua, he stood in no need of divine assistance."
to say the least captain cook was a rather thorough going empiricist,data/l2arctic/YDCK/wav/arctic_b0374.wav,YDCK,Korean,F,"to say the least, captain cook was a rather sorrow-going empiricist."
man could not conquer them,data/l2arctic/YDCK/wav/arctic_b0375.wav,YDCK,Korean,F,man could not conquer them.
thought i and a worthy fool he proved,data/l2arctic/YDCK/wav/arctic_b0376.wav,YDCK,Korean,F,thought i an a worldly fool he proved.
i like to speculate upon the glorious future of man,data/l2arctic/YDCK/wav/arctic_b0378.wav,YDCK,Korean,F,i like to speculate upon the glorious future of man.
christmas is an easy problem compared with a polynesian giving feast,data/l2arctic/YDCK/wav/arctic_b0379.wav,YDCK,Korean,F,christmas is an easy problem compared with a pollination giving feast.
he had peeled off his shirt and was wildly waving it,data/l2arctic/YDCK/wav/arctic_b0380.wav,YDCK,Korean,F,he had peeled off his shirt and was widely waving it.
and how would we ever find ourselves,data/l2arctic/YDCK/wav/arctic_b0381.wav,YDCK,Korean,F,and how would we ever find ourselves?
i defy any man to get a solomon island sore in california,data/l2arctic/YDCK/wav/arctic_b0382.wav,YDCK,Korean,F,i defy any man to get a solomon island tour in california.
a bush chief had died a natural death,data/l2arctic/YDCK/wav/arctic_b0383.wav,YDCK,Korean,F,a bush chief had died a natural death.
the skippers and na ka tas gymnastics served as a translation without words,data/l2arctic/YDCK/wav/arctic_b0384.wav,YDCK,Korean,F,the skippers and nakada's gymnastics served as a translation without words.
last night he showed all the symptoms of coming down with pneumonia,data/l2arctic/YDCK/wav/arctic_b0385.wav,YDCK,Korean,F,"last night, he showed all the symptoms of coming down with pneumonia."
my idea was that he would have more influence over the natives,data/l2arctic/YDCK/wav/arctic_b0386.wav,YDCK,Korean,F,my idea was that he would have more influence over the natives.!
it is merely the simple superlative,data/l2arctic/YDCK/wav/arctic_b0387.wav,YDCK,Korean,F,it is merely the simple supportive.!
i made no more overtures,data/l2arctic/YDCK/wav/arctic_b0388.wav,YDCK,Korean,F,i made no more over chores.!
among my minor afflictions i may mention a new and mysterious one,data/l2arctic/YDCK/wav/arctic_b0389.wav,YDCK,Korean,F,"among my minor afflictions, i may mention a new and mysterious one.!"
the voyage was our idea of a good time,data/l2arctic/YDCK/wav/arctic_b0390.wav,YDCK,Korean,F,the voyage was our idea of a good time.!
at sea tuesday march seventeenth nineteen o eight,data/l2arctic/YDCK/wav/arctic_b0391.wav,YDCK,Korean,F,see tuesday march 17th 1908!
yes sir he answered with cheerful alacrity,data/l2arctic/YDCK/wav/arctic_b0392.wav,YDCK,Korean,F,"yes, sir, he answered with cheerful alacrity.!"
i was still weak from my prolonged immersion,data/l2arctic/YDCK/wav/arctic_b0393.wav,YDCK,Korean,F,i was still weak from my prolonged immersion.!
i was beneath the water suffocating and drowning,data/l2arctic/YDCK/wav/arctic_b0395.wav,YDCK,Korean,F,"i was beneath the water, suffocating and drowning.!"
the pain from my hurt knee was agonizing,data/l2arctic/YDCK/wav/arctic_b0396.wav,YDCK,Korean,F,the pain from my hurt knee was agonizing.!
the hunters were still arguing and roaring like some semi human amphibious breed,data/l2arctic/YDCK/wav/arctic_b0397.wav,YDCK,Korean,F,the hunters were still arguing and roaring like some semi-human amphibious breed.!
i have been robbed sir i amended,data/l2arctic/YDCK/wav/arctic_b0398.wav,YDCK,Korean,F,"i have been robbed sir, i ammended.!"
you were looking squeamish this afternoon he began,data/l2arctic/YDCK/wav/arctic_b0399.wav,YDCK,Korean,F,you are looking squeamish this afternoon he began.!
how could i answer the question on the spur of the moment,data/l2arctic/YDCK/wav/arctic_b0400.wav,YDCK,Korean,F,how could i answer the question on the spur of the moment?!
i learned it myself in english ships,data/l2arctic/YDCK/wav/arctic_b0401.wav,YDCK,Korean,F,i launted myself in english ships.!
an altruistic act is an act performed for the welfare of others,data/l2arctic/YDCK/wav/arctic_b0402.wav,YDCK,Korean,F,an altruistic act is an act performed for the welfare of others.!
knowing him i review the old scandinavian myths with clearer understanding,data/l2arctic/YDCK/wav/arctic_b0403.wav,YDCK,Korean,F,"knowing him, i reviewed the old scandinavian myth with clearer understanding."
yes and no sir was the slow reply,data/l2arctic/YDCK/wav/arctic_b0404.wav,YDCK,Korean,F,yes and no sir was the slow reply.
and each year something happened and i did not go,data/l2arctic/YDCK/wav/arctic_b0405.wav,YDCK,Korean,F,and each year something happened and i did not go.
how in hell did he know it was you in the dark,data/l2arctic/YDCK/wav/arctic_b0406.wav,YDCK,Korean,F,how in hell did he know it was you in the dark?
of course much grumbling went on and little outbursts were continually occurring,data/l2arctic/YDCK/wav/arctic_b0407.wav,YDCK,Korean,F,"of course, much grumbling went on, and little outbursts were continually occurring."
you have all the advantage,data/l2arctic/YDCK/wav/arctic_b0408.wav,YDCK,Korean,F,you have all the advantage.
the dirk mentioned by wolf larsen rested in its sheath on my hip,data/l2arctic/YDCK/wav/arctic_b0409.wav,YDCK,Korean,F,the dirt mentioned by ulf larsen rested in its swift on my hip.
have you ever earned a dollar by your own labour,data/l2arctic/YDCK/wav/arctic_b0410.wav,YDCK,Korean,F,have you ever earned a dollar by your own labor?
ah it was sweet in my ears,data/l2arctic/YDCK/wav/arctic_b0412.wav,YDCK,Korean,F,"ah, it was sweet in my ears."
he may desire to escape pain or to enjoy pleasure,data/l2arctic/YDCK/wav/arctic_b0413.wav,YDCK,Korean,F,he may desire to escape pain or to enjoy pleasure.
