transcription,path_to_audio,speaker_id,native_language,gender,sewd_base_transcriptions
the ringing of the big bell aroused him,data/l2arctic/HJK/wav/arctic_a0218.wav,HJK,Korean,F,the ringing of the big bell aroused him
at first he puzzled over something untoward he was sure had happened,data/l2arctic/HJK/wav/arctic_a0219.wav,HJK,Korean,F,at first het puzzled over something untoward he was sure had happened
a dead man is of no use on a plantation,data/l2arctic/HJK/wav/arctic_a0220.wav,HJK,Korean,F,a dat man is of no use on a plantation
what part of the united states is your home,data/l2arctic/HJK/wav/arctic_a0222.wav,HJK,Korean,F,what part of the united states is your home
my im almost homesick for it already,data/l2arctic/HJK/wav/arctic_a0223.wav,HJK,Korean,F,mye i'm almost homesick for itoreddy
she nodded and her eyes grew soft and moist,data/l2arctic/HJK/wav/arctic_a0224.wav,HJK,Korean,F,she nodded and her eyes grew soft and moiste
i was brought up the way most girls in hawaii are brought up,data/l2arctic/HJK/wav/arctic_a0225.wav,HJK,Korean,F,i was brought up the way most girls in houi are brought up
that came before my a b cs,data/l2arctic/HJK/wav/arctic_a0226.wav,HJK,Korean,F,that came before my a b cease
it was the same way with our revolvers and rifles,data/l2arctic/HJK/wav/arctic_a0227.wav,HJK,Korean,F,it was the same way with our revolvers and rifles
but it contributed to the smash,data/l2arctic/HJK/wav/arctic_a0228.wav,HJK,Korean,F,but it contributed to the smash
the last one i knew was an overseer,data/l2arctic/HJK/wav/arctic_a0229.wav,HJK,Korean,F,the last one i knew was an overseeer
do you know any good land around here,data/l2arctic/HJK/wav/arctic_a0230.wav,HJK,Korean,F,do you know any good land around here
the resident commissioner is away in australia,data/l2arctic/HJK/wav/arctic_a0231.wav,HJK,Korean,F,the resident commissioner is away in australia
i cannot follow you she said,data/l2arctic/HJK/wav/arctic_a0232.wav,HJK,Korean,F,i cannot follow you she soghed
i never allow what cant be changed to annoy me,data/l2arctic/HJK/wav/arctic_a0233.wav,HJK,Korean,F,i never allow what can't be changed to annoy me
why the average review is more nauseating than cod liver oil,data/l2arctic/HJK/wav/arctic_a0234.wav,HJK,Korean,F,why the average review is more nausiating than cold liver oil
his voice was passionately rebellious,data/l2arctic/HJK/wav/arctic_a0235.wav,HJK,Korean,F,his voice was passionately rebellious
dont you see i hate you,data/l2arctic/HJK/wav/arctic_a0236.wav,HJK,Korean,F,don't you see i hate you o
so hughie and i did the managing ourselves,data/l2arctic/HJK/wav/arctic_a0237.wav,HJK,Korean,F,so huge and i did the managing ourselves
he cried in such genuine dismay that she broke into hearty laughter,data/l2arctic/HJK/wav/arctic_a0239.wav,HJK,Korean,F,cried in such genuine dismay that she broke into hearty laughter
wash your hands of me,data/l2arctic/HJK/wav/arctic_a0240.wav,HJK,Korean,F,watsh your hands ith me
i think its much nicer to quarrel,data/l2arctic/HJK/wav/arctic_a0241.wav,HJK,Korean,F,i think it's much nicer to quarrel
i saw it when she rolled,data/l2arctic/HJK/wav/arctic_a0242.wav,HJK,Korean,F,i saw it when he wrote
i only read the quotations,data/l2arctic/HJK/wav/arctic_a0243.wav,HJK,Korean,F,i only read the quotations
he was the soul of devotion to his employers,data/l2arctic/HJK/wav/arctic_a0244.wav,HJK,Korean,F,he was the soul of devotion to his employers
out of his eighteen hundred he laid aside sixteen hundred each year,data/l2arctic/HJK/wav/arctic_a0245.wav,HJK,Korean,F,out of his eighteen hundred he laid aside sixteen hundred a year
you have heard always how he was the lover of the princess naomi,data/l2arctic/HJK/wav/arctic_a0246.wav,HJK,Korean,F,you have heard always how he was the lover of the princess naomi
they ought to pass here some time today,data/l2arctic/HJK/wav/arctic_a0247.wav,HJK,Korean,F,they ought to pass here some time to day
i had been sad too long already,data/l2arctic/HJK/wav/arctic_a0248.wav,HJK,Korean,F,i have been sad too long already
all eyes however were staring at him in certitude of expectancy,data/l2arctic/HJK/wav/arctic_a0249.wav,HJK,Korean,F,oll eyes however were staring at him in sertitude of expectancy
he had observed the business life of hawaii and developed a vaulting ambition,data/l2arctic/HJK/wav/arctic_a0250.wav,HJK,Korean,F,he had observed the business liblo haoi and developed the vaulting ambition
i may manage to freight a cargo back as well,data/l2arctic/HJK/wav/arctic_a0251.wav,HJK,Korean,F,i may manage to frai e cargo back as well
obrien had been a clean living young man with ideals,data/l2arctic/HJK/wav/arctic_a0252.wav,HJK,Korean,F,o'brien had been a clean living young man with ideals
he it was that lived to found the family of the patino,data/l2arctic/HJK/wav/arctic_a0253.wav,HJK,Korean,F,he it was that lived to found the family of the patino
straight out they swam their heads growing smaller and smaller,data/l2arctic/HJK/wav/arctic_a0254.wav,HJK,Korean,F,straight out they swam their hats growing smaller and smaller
see the length of the body and that elongated neck,data/l2arctic/HJK/wav/arctic_a0256.wav,HJK,Korean,F,see the length of the body and that illungated neck
they are coming ashore whoever they are,data/l2arctic/HJK/wav/arctic_a0257.wav,HJK,Korean,F,they 're coming asure whoever they are
soaked in seawater they offset the heat rays,data/l2arctic/HJK/wav/arctic_a0258.wav,HJK,Korean,F,soaped in sea water they offset the heat rais
think of investing in such an adventure,data/l2arctic/HJK/wav/arctic_a0259.wav,HJK,Korean,F,think of invasting in such an adventure
nobody knew his history they of the junta least of all,data/l2arctic/HJK/wav/arctic_a0260.wav,HJK,Korean,F,nobody knew his history they of the gentalest of all
i have been doubly baptized,data/l2arctic/HJK/wav/arctic_a0261.wav,HJK,Korean,F,i have been doubly baptized
they wouldnt be sweeping a big vessel like the martha,data/l2arctic/HJK/wav/arctic_a0262.wav,HJK,Korean,F,they wouldn't be swipping a big vessel like the martha
joan looked triumphantly at sheldon who bowed,data/l2arctic/HJK/wav/arctic_a0263.wav,HJK,Korean,F,john looked triumphantly at chalden who bowed
and i hope youve got plenty of chain out captain young,data/l2arctic/HJK/wav/arctic_a0264.wav,HJK,Korean,F,and i hope you've got plenty of train out captain young
the discovery seemed to have been made on the spur of the moment,data/l2arctic/HJK/wav/arctic_a0265.wav,HJK,Korean,F,the discovery seemed to have been made on the spar of the moment
they handled two men already both grub thieves,data/l2arctic/HJK/wav/arctic_a0266.wav,HJK,Korean,F,they handled two manoradi both grob thieves
eli harding asked as shunk started to follow,data/l2arctic/HJK/wav/arctic_a0267.wav,HJK,Korean,F,ellie harding asked at jhong started to follow
now go ahead and tell me in a straightforward way what has happened,data/l2arctic/HJK/wav/arctic_a0268.wav,HJK,Korean,F,now go ahead and tell me in a straight forward way what has happened
thats where they cut off the scottish chiefs and killed all hands,data/l2arctic/HJK/wav/arctic_a0269.wav,HJK,Korean,F,that's where they cut off the scottish chips and killed ol hans
and after the bath a shave would not be bad,data/l2arctic/HJK/wav/arctic_a0270.wav,HJK,Korean,F,and after the bath a shave would not be bad
now please give a plain statement of what occurred,data/l2arctic/HJK/wav/arctic_a0271.wav,HJK,Korean,F,now please give a plain statement of what occurred
they are big trees and require plenty of room,data/l2arctic/HJK/wav/arctic_a0273.wav,HJK,Korean,F,there are big trees and require plannaf broom
and raoul listened again to the tale of the house,data/l2arctic/HJK/wav/arctic_a0274.wav,HJK,Korean,F,and rowl listened again to the tale of the house
there are no kiddies and half grown youths among them,data/l2arctic/HJK/wav/arctic_a0275.wav,HJK,Korean,F,there are no kedes and have grown youth among them
oolong atoll was one hundred and forty miles in circumference,data/l2arctic/HJK/wav/arctic_a0276.wav,HJK,Korean,F,olongatal was one hundred and forty miles in circunforence
mcoy found a stifling poisonous atmosphere in the pent cabin,data/l2arctic/HJK/wav/arctic_a0277.wav,HJK,Korean,F,mac coy found a stifling poisonous atmosphere in the pand cabin
it would give me nervous prostration,data/l2arctic/HJK/wav/arctic_a0278.wav,HJK,Korean,F,it would give me nervous prostration
she said with chattering teeth,data/l2arctic/HJK/wav/arctic_a0279.wav,HJK,Korean,F,she sabed with chattering teeth
ill be out of my head in fifteen minutes,data/l2arctic/HJK/wav/arctic_a0280.wav,HJK,Korean,F,i'll be out of my heat in fifteen minutes
i do not blame you for anything remember that,data/l2arctic/HJK/wav/arctic_a0281.wav,HJK,Korean,F,i do not blame you for anything remember that
if you mean to insinuate brentwood began hotly,data/l2arctic/HJK/wav/arctic_a0282.wav,HJK,Korean,F,if you mean to insinuate branchwood began hotly
the woman in you is only incidental accidental and irrelevant,data/l2arctic/HJK/wav/arctic_a0283.wav,HJK,Korean,F,the woman in yoew is only incidental accidental and irrelevant
there was no forecasting this strange girls processes,data/l2arctic/HJK/wav/arctic_a0284.wav,HJK,Korean,F,there was no forecasting the strange girl's processes
but what they want with your toothbrush is more than i can imagine,data/l2arctic/HJK/wav/arctic_a0285.wav,HJK,Korean,F,but what they want with your tooth brush is more than i can imagine
give them their choice between a fine or an official whipping,data/l2arctic/HJK/wav/arctic_a0286.wav,HJK,Korean,F,give them their choice between a fine or an official whepping
keep an eye on him,data/l2arctic/HJK/wav/arctic_a0287.wav,HJK,Korean,F,benionhem
those are my oysters he said at last,data/l2arctic/HJK/wav/arctic_a0288.wav,HJK,Korean,F,those are my oysters hi said at last
one by one the boys were captured,data/l2arctic/HJK/wav/arctic_a0290.wav,HJK,Korean,F,one by one the boys were captured
the weeks had gone by and no overt acts had been attempted,data/l2arctic/HJK/wav/arctic_a0291.wav,HJK,Korean,F,the weeks had gone by and no overact has been attempted
here in the midmorning the first casualty occurred,data/l2arctic/HJK/wav/arctic_a0292.wav,HJK,Korean,F,here in the mid morning the first casualty occurred
they were deep in the primeval forest,data/l2arctic/HJK/wav/arctic_a0293.wav,HJK,Korean,F,very deep in the prime of a forest
he had been foiled in his attempt to escape,data/l2arctic/HJK/wav/arctic_a0294.wav,HJK,Korean,F,he had been foiled in his attempt to kis mate
and twenty men could hold it with spears and arrows,data/l2arctic/HJK/wav/arctic_a0295.wav,HJK,Korean,F,and twenty men could hold it with spears and arrows
bassett was a fastidious man,data/l2arctic/HJK/wav/arctic_a0296.wav,HJK,Korean,F,bazet was a fastidious man
theres a big english general right now whose name is roberts,data/l2arctic/HJK/wav/arctic_a0297.wav,HJK,Korean,F,there is a big english general right now whose name is roberts
this tacit promise of continued acquaintance gave saxon a little joy thrill,data/l2arctic/HJK/wav/arctic_a0298.wav,HJK,Korean,F,this tacit promise of continued acquaintance gave saxon a little joy thrill
i tell you i am disgusted with this adventure tomfoolery and rot,data/l2arctic/HJK/wav/arctic_a0299.wav,HJK,Korean,F,i tell you i'm disgusted with this adventure tunfulery and rott
from my earliest recollection my sleep was a period of terror,data/l2arctic/HJK/wav/arctic_a0300.wav,HJK,Korean,F,from my earliest recollection my sleep was a puriot of terror
but all my dreams violated this law,data/l2arctic/HJK/wav/arctic_a0301.wav,HJK,Korean,F,but all my dreams violated this law
it is very plausible to such people a most convincing hypothesis,data/l2arctic/HJK/wav/arctic_a0302.wav,HJK,Korean,F,it is very plausible to such people a most convincing hypothesis
but they make the mistake of ignoring their own duality,data/l2arctic/HJK/wav/arctic_a0303.wav,HJK,Korean,F,but they make the mistake of ignoring their own duality
i graduated last of my class,data/l2arctic/HJK/wav/arctic_a0304.wav,HJK,Korean,F,i graduated last of my class
they had no fixed values to be altered by adjectives and adverbs,data/l2arctic/HJK/wav/arctic_a0305.wav,HJK,Korean,F,they have no fixed values to be altared by adjectives and adverse
very early in my life i separated from my mother,data/l2arctic/HJK/wav/arctic_a0307.wav,HJK,Korean,F,very early in my life i separated from my mother
his infernal chattering worries me even now as i think of it,data/l2arctic/HJK/wav/arctic_a0308.wav,HJK,Korean,F,his infernal chattering worries me even now as i think of it
white leghorns said missus mortimer,data/l2arctic/HJK/wav/arctic_a0309.wav,HJK,Korean,F,white lecorns submissus mortimore
massage under tension was the cryptic reply,data/l2arctic/HJK/wav/arctic_a0310.wav,HJK,Korean,F,message under tension was the criptic reply
therefore hurrah for the game,data/l2arctic/HJK/wav/arctic_a0311.wav,HJK,Korean,F,therefore a hored ever tegain
it lived in perpetual apprehension of that quarter of the compass,data/l2arctic/HJK/wav/arctic_a0312.wav,HJK,Korean,F,it lived in perpetual apprehension of that quarter of the compass
broken tooth yelled with fright and pain,data/l2arctic/HJK/wav/arctic_a0313.wav,HJK,Korean,F,broken tooth yelled with fright and pain
thus was momentum gained in the younger world,data/l2arctic/HJK/wav/arctic_a0314.wav,HJK,Korean,F,thus was momentum gained in the younger world
saxon waited for she knew a fresh idea had struck billy,data/l2arctic/HJK/wav/arctic_a0315.wav,HJK,Korean,F,secon waited for she knew a fresh idea had struck billy
we had been chased by them ourselves more than once,data/l2arctic/HJK/wav/arctic_a0316.wav,HJK,Korean,F,we had been trased by them ourselves more than once
he was a wise hyena,data/l2arctic/HJK/wav/arctic_a0317.wav,HJK,Korean,F,he was a wise hiana
production is doubling and quadrupling upon itself,data/l2arctic/HJK/wav/arctic_a0318.wav,HJK,Korean,F,production is doubling and quadrabling upon itself
and the edinburgh evening news says with editorial gloom,data/l2arctic/HJK/wav/arctic_a0319.wav,HJK,Korean,F,and the adam bar evening news sas with editorial gloom
with my strength i slammed it full into red eyes face,data/l2arctic/HJK/wav/arctic_a0320.wav,HJK,Korean,F,with my strength i slammed it full into ratea's face
