transcription,path_to_audio,speaker_id,native_language,gender,wavlm_base_transcriptions
i was near the cabin and saw you,data/l2arctic/TNI/wav/arctic_a0167.wav,TNI,Hindi,F,i was near the cabin and sow you
a low bush whipped him in the face and left no sting,data/l2arctic/TNI/wav/arctic_a0168.wav,TNI,Hindi,F,a low bush wiped him in the face and left nosting
suddenly jeanne stopped for an instant,data/l2arctic/TNI/wav/arctic_a0169.wav,TNI,Hindi,F,surthaenly gane stobbed for an instant
and when you come back in a few days bring eileen,data/l2arctic/TNI/wav/arctic_a0171.wav,TNI,Hindi,F,and when you come back in few days bring iland
gregson had left the outer door slightly ajar,data/l2arctic/TNI/wav/arctic_a0172.wav,TNI,Hindi,F,grexon had left the outer do slightly adgu
the date was nearly eighteen years old,data/l2arctic/TNI/wav/arctic_a0173.wav,TNI,Hindi,F,but dat was nearly eighten years old
they were the presage of the storm,data/l2arctic/TNI/wav/arctic_a0174.wav,TNI,Hindi,F,they were the priesage of the storm
down there the earth was already swelling with life,data/l2arctic/TNI/wav/arctic_a0175.wav,TNI,Hindi,F,down there the earth was already swelling with life
for the first time in his life he was yearning for a scrap,data/l2arctic/TNI/wav/arctic_a0176.wav,TNI,Hindi,F,for the forst time in his life he was yearning for a scrap
she had been thoroughly and efficiently mauled,data/l2arctic/TNI/wav/arctic_a0177.wav,TNI,Hindi,F,she had been thorougly an efichanty mol
every bone in her aged body seemed broken or dislocated,data/l2arctic/TNI/wav/arctic_a0178.wav,TNI,Hindi,F,every bone in her aged body seemed broken and dislocated
tomorrow im going after that bear he said,data/l2arctic/TNI/wav/arctic_a0179.wav,TNI,Hindi,F,to morrow im going after theat bel he said
if not lets say our prayers and go to bed,data/l2arctic/TNI/wav/arctic_a0180.wav,TNI,Hindi,F,if not lets say ouprayers and go to bed
so cheer up and give us your paw,data/l2arctic/TNI/wav/arctic_a0181.wav,TNI,Hindi,F,so cheeit up and give us yrbal
this time he did not yap for mercy,data/l2arctic/TNI/wav/arctic_a0182.wav,TNI,Hindi,F,this time he did not yet for mercy
and the air was growing chilly,data/l2arctic/TNI/wav/arctic_a0183.wav,TNI,Hindi,F,and the ear was growing chilly
dont you see im chewing this thing in two,data/l2arctic/TNI/wav/arctic_a0184.wav,TNI,Hindi,F,dont yo see im juing this thing in to
the questions may have come vaguely in his mind,data/l2arctic/TNI/wav/arctic_a0185.wav,TNI,Hindi,F,the questions may have come vaindly in his mind
like a flash he launched himself into the feathered mass of the owl,data/l2arctic/TNI/wav/arctic_a0186.wav,TNI,Hindi,F,like a flesh he launched himself into the fedhet mass of the own
two gigantic owls were tearing at the carcass,data/l2arctic/TNI/wav/arctic_a0188.wav,TNI,Hindi,F,do gigentic alls what deering a the carcus
the big eyed clucking moose birds were most annoying,data/l2arctic/TNI/wav/arctic_a0189.wav,TNI,Hindi,F,the beak eyd clecking mos birds were most anoying
next to them the canada jays were most persistent,data/l2arctic/TNI/wav/arctic_a0190.wav,TNI,Hindi,F,nex to em the canada jes wht most perssistent
for a time the exciting thrill of his adventure was gone,data/l2arctic/TNI/wav/arctic_a0191.wav,TNI,Hindi,F,for a time the exciting tril off his adventure was gone
he did not rush in,data/l2arctic/TNI/wav/arctic_a0192.wav,TNI,Hindi,F,he did not druss in
it was edged with ice,data/l2arctic/TNI/wav/arctic_a0193.wav,TNI,Hindi,F,it was edged with ise
he drank of the water cautiously,data/l2arctic/TNI/wav/arctic_a0194.wav,TNI,Hindi,F,he drank of the water coshlesly
but a strange thing happened,data/l2arctic/TNI/wav/arctic_a0195.wav,TNI,Hindi,F,by the strange thing happend
he began to follow the footprints of the dog,data/l2arctic/TNI/wav/arctic_a0196.wav,TNI,Hindi,F,he began to follow the foot prints of the dog
such a dog the wise driver kills or turns loose,data/l2arctic/TNI/wav/arctic_a0197.wav,TNI,Hindi,F,such a dog the wise driver kills rtons loose
sometimes her dreams were filled with visions,data/l2arctic/TNI/wav/arctic_a0198.wav,TNI,Hindi,F,sometimes her dreams ful fille with visions
thus had the raw wilderness prepared him for this day,data/l2arctic/TNI/wav/arctic_a0199.wav,TNI,Hindi,F,thus had the row wileness prepared him for his day
he leapt again and the club caught him once more,data/l2arctic/TNI/wav/arctic_a0200.wav,TNI,Hindi,F,he leaped again and the club caught him once more
he cried and swung the club wildly,data/l2arctic/TNI/wav/arctic_a0201.wav,TNI,Hindi,F,he cried and swung the club vied lye
she turned fearing that jacques might see what was in her face,data/l2arctic/TNI/wav/arctic_a0202.wav,TNI,Hindi,F,she done feeling that jak might see what was ir in ha face
they were following the shore of a lake,data/l2arctic/TNI/wav/arctic_a0203.wav,TNI,Hindi,F,they were folling the shore of ale
from now on were pals,data/l2arctic/TNI/wav/arctic_a0205.wav,TNI,Hindi,F,throm nowon we apas
he says he bought him of jacques le beau,data/l2arctic/TNI/wav/arctic_a0206.wav,TNI,Hindi,F,he says he barght him of jackle bill
how much was it,data/l2arctic/TNI/wav/arctic_a0207.wav,TNI,Hindi,F,how much was it
youth had come back to her freed from the yoke of oppression,data/l2arctic/TNI/wav/arctic_a0208.wav,TNI,Hindi,F,youth had come back to her freed from the yok of operation
it was not a large lake and almost round,data/l2arctic/TNI/wav/arctic_a0209.wav,TNI,Hindi,F,it was not a lage lak and almost rued
its diameter was not more than two hundred yards,data/l2arctic/TNI/wav/arctic_a0210.wav,TNI,Hindi,F,its dimatove was not more than two hundred gads
it drowned all sound that brute agony and death may have made,data/l2arctic/TNI/wav/arctic_a0211.wav,TNI,Hindi,F,it drowned all sown that brute agony and dhat may have made
fresh cases still able to walk they clustered about the spokesman,data/l2arctic/TNI/wav/arctic_a0212.wav,TNI,Hindi,F,fresh gesses still able to walk de clustered about the sporksman
between him and the beach was the cane grass fence of the compound,data/l2arctic/TNI/wav/arctic_a0213.wav,TNI,Hindi,F,bitwin him and the beg was a gain grass fence of the compound
besides he was paid one case of tobacco per head,data/l2arctic/TNI/wav/arctic_a0214.wav,TNI,Hindi,F,besides he was bid one giss of tobacco budhead
they die out of spite,data/l2arctic/TNI/wav/arctic_a0215.wav,TNI,Hindi,F,did d out of fight
the other felt a sudden wave of irritation rush through him,data/l2arctic/TNI/wav/arctic_a0216.wav,TNI,Hindi,F,that adov felt a sudden vi of iitation rushed through him
oppressive as the heat had been it was now even more oppressive,data/l2arctic/TNI/wav/arctic_a0217.wav,TNI,Hindi,F,oppressive as the heat had been it was now even more oppressive
the ringing of the big bell aroused him,data/l2arctic/TNI/wav/arctic_a0218.wav,TNI,Hindi,F,the ringing of the big bel aroused him
at first he puzzled over something untoward he was sure had happened,data/l2arctic/TNI/wav/arctic_a0219.wav,TNI,Hindi,F,at first he buzzled ower something unbowared he was sor had happened
a dead man is of no use on a plantation,data/l2arctic/TNI/wav/arctic_a0220.wav,TNI,Hindi,F,a deg man is of no use on a plantation
what part of the united states is your home,data/l2arctic/TNI/wav/arctic_a0222.wav,TNI,Hindi,F,what battle the united states is yor hom
my im almost homesick for it already,data/l2arctic/TNI/wav/arctic_a0223.wav,TNI,Hindi,F,my i am almost homsick for it already
she nodded and her eyes grew soft and moist,data/l2arctic/TNI/wav/arctic_a0224.wav,TNI,Hindi,F,she norded and her eyes grew soft and moiste
i was brought up the way most girls in hawaii are brought up,data/l2arctic/TNI/wav/arctic_a0225.wav,TNI,Hindi,F,i was brought u the way most girls in hewa i brought e
that came before my a b cs,data/l2arctic/TNI/wav/arctic_a0226.wav,TNI,Hindi,F,dat game before my aby seas
it was the same way with our revolvers and rifles,data/l2arctic/TNI/wav/arctic_a0227.wav,TNI,Hindi,F,it was the same wae without revalvers and ritfles
but it contributed to the smash,data/l2arctic/TNI/wav/arctic_a0228.wav,TNI,Hindi,F,but it contributed to the smash
the last one i knew was an overseer,data/l2arctic/TNI/wav/arctic_a0229.wav,TNI,Hindi,F,the last un i knew wasant oversel
do you know any good land around here,data/l2arctic/TNI/wav/arctic_a0230.wav,TNI,Hindi,F,do you know any good lang around here
the resident commissioner is away in australia,data/l2arctic/TNI/wav/arctic_a0231.wav,TNI,Hindi,F,the resident commissioner is of a in australia
i cannot follow you she said,data/l2arctic/TNI/wav/arctic_a0232.wav,TNI,Hindi,F,i cantfollow you she said
i never allow what cant be changed to annoy me,data/l2arctic/TNI/wav/arctic_a0233.wav,TNI,Hindi,F,i never allow what gind be chinge to annoy me
why the average review is more nauseating than the cod liver oil,data/l2arctic/TNI/wav/arctic_a0234.wav,TNI,Hindi,F,why the everage devew is more noshiain than the cartliaol
his voice was passionately rebellious,data/l2arctic/TNI/wav/arctic_a0235.wav,TNI,Hindi,F,his wife was passionately rebillious
dont you see i hate you,data/l2arctic/TNI/wav/arctic_a0236.wav,TNI,Hindi,F,dont you see i hait yo
so hughie and i did the managing ourselves,data/l2arctic/TNI/wav/arctic_a0237.wav,TNI,Hindi,F,so eugi and i did the managing arses
he cried in such genuine dismay that she broke into hearty laughter,data/l2arctic/TNI/wav/arctic_a0239.wav,TNI,Hindi,F,he cried in such genuin dismay that she broke into harty laughter
wash your hands of me,data/l2arctic/TNI/wav/arctic_a0240.wav,TNI,Hindi,F,wash your hands off me
i think its much nicer to quarrel,data/l2arctic/TNI/wav/arctic_a0241.wav,TNI,Hindi,F,i think its much nice sad to quarrl
i saw it when she rolled,data/l2arctic/TNI/wav/arctic_a0242.wav,TNI,Hindi,F,i saw it when shead on
i only read the quotations,data/l2arctic/TNI/wav/arctic_a0243.wav,TNI,Hindi,F,i on need y deqordations
he was the soul of devotion to his employers,data/l2arctic/TNI/wav/arctic_a0244.wav,TNI,Hindi,F,he was a son of devotion to his employers
out of his eighteen hundred he laid aside sixteen hundred each year,data/l2arctic/TNI/wav/arctic_a0245.wav,TNI,Hindi,F,out of his eighteen hundred he lived aside sixteen hundred each yir
you have heard always how he was the lover of princess naomi,data/l2arctic/TNI/wav/arctic_a0246.wav,TNI,Hindi,F,you have heard always how he was a lover of princes nowme
they ought to pass her some time today,data/l2arctic/TNI/wav/arctic_a0247.wav,TNI,Hindi,F,they out to pass her sometimtaly
i had been sad too long already,data/l2arctic/TNI/wav/arctic_a0248.wav,TNI,Hindi,F,i had been sad tulong already
all eyes however were staring at him in certitude of expectancy,data/l2arctic/TNI/wav/arctic_a0249.wav,TNI,Hindi,F,aois however was stearing at him in sutitude of expecpency
he had observed the business life of hawaii and developed a vaulting ambition,data/l2arctic/TNI/wav/arctic_a0250.wav,TNI,Hindi,F,he had observed the business life off a hoi and thevr loved a walting ambition
i may manage to freight a cargo back as well,data/l2arctic/TNI/wav/arctic_a0251.wav,TNI,Hindi,F,i may manage to fright ta cago back esvil
obrien had been a clean living young man with ideals,data/l2arctic/TNI/wav/arctic_a0252.wav,TNI,Hindi,F,or bryn had been a clean living young man with idols
he it was that lived to found the family of patino,data/l2arctic/TNI/wav/arctic_a0253.wav,TNI,Hindi,F,he it was that lived o found the family of betino
straight out they swam their heads growing smaller and smaller,data/l2arctic/TNI/wav/arctic_a0254.wav,TNI,Hindi,F,strat out this wam their heads growing smaller and smaller
see the length of the body and that elongated neck,data/l2arctic/TNI/wav/arctic_a0256.wav,TNI,Hindi,F,see the lenth of the body and that elonge did nick
they are coming ashore whoever they are,data/l2arctic/TNI/wav/arctic_a0257.wav,TNI,Hindi,F,he are coming ashor whoever thear
soaked in seawater they offset the heat rays,data/l2arctic/TNI/wav/arctic_a0258.wav,TNI,Hindi,F,soged incivate the offsect the heetres
think of investing in such an adventure,data/l2arctic/TNI/wav/arctic_a0259.wav,TNI,Hindi,F,think of in misting in such an adventure
nobody knew his history they of the junta least of all,data/l2arctic/TNI/wav/arctic_a0260.wav,TNI,Hindi,F,nobody knew his history they of te jon te lest of all
i have been doubly baptized,data/l2arctic/TNI/wav/arctic_a0261.wav,TNI,Hindi,F,i have been dubly baptised
they wouldnt be sweeping a big vessel like the martha,data/l2arctic/TNI/wav/arctic_a0262.wav,TNI,Hindi,F,they wouldnt be sweeping a big vessel like the marta
joan looked triumphantly at sheldon who bowed,data/l2arctic/TNI/wav/arctic_a0263.wav,TNI,Hindi,F,john looked trimpently at childin hobord
and i hope youve got plenty of chain out captain young,data/l2arctic/TNI/wav/arctic_a0264.wav,TNI,Hindi,F,and i hope you have got plenty of jain o captain young
the discovery seemed to have been made on the spur of the moment,data/l2arctic/TNI/wav/arctic_a0265.wav,TNI,Hindi,F,that hiscover seemed to have been made of the spur of the morman
they handled two men already both grub thieves,data/l2arctic/TNI/wav/arctic_a0266.wav,TNI,Hindi,F,they handled go men alra the bot grupties
eli harding asked as shunk started to follow,data/l2arctic/TNI/wav/arctic_a0267.wav,TNI,Hindi,F,ele hardling as as shunksaento follow
now go ahead and tell me in a straightforward way what has happened,data/l2arctic/TNI/wav/arctic_a0268.wav,TNI,Hindi,F,now gorhead and tel menistret fovared e what has happened
thats where they cut off the scottish chiefs and killed all hands,data/l2arctic/TNI/wav/arctic_a0269.wav,TNI,Hindi,F,thats were thycut o the scottish chiefs and kill all hands
and after the bath a shave would not be bad,data/l2arctic/TNI/wav/arctic_a0270.wav,TNI,Hindi,F,and after the but a shape would not be bad
now please give a plain statement of what occurred,data/l2arctic/TNI/wav/arctic_a0271.wav,TNI,Hindi,F,now please give a plan statement of wtacord
they are big trees and require plenty of room,data/l2arctic/TNI/wav/arctic_a0273.wav,TNI,Hindi,F,the arbictries and the qua plenty of room
and raoul listened again to the tale of the house,data/l2arctic/TNI/wav/arctic_a0274.wav,TNI,Hindi,F,and drow listen against to the taile of the house
there are no kiddies and half grown youths among them,data/l2arctic/TNI/wav/arctic_a0275.wav,TNI,Hindi,F,there are noqkides and have grown uts among them
oolong atoll was one hundred and forty miles in circumference,data/l2arctic/TNI/wav/arctic_a0276.wav,TNI,Hindi,F,o long itall was one hundred and forty mison circumfrince
mcoy found a stifling poisonous atmosphere in the pent cabin,data/l2arctic/TNI/wav/arctic_a0277.wav,TNI,Hindi,F,mekalfon a stiffling boysness atmosphere in the pent gebbing
it would give me nervous prostration,data/l2arctic/TNI/wav/arctic_a0278.wav,TNI,Hindi,F,it would give me neorveous pustration
she said with chattering teeth,data/l2arctic/TNI/wav/arctic_a0279.wav,TNI,Hindi,F,she said with jetrintit
ill be out of my head in fifteen minutes,data/l2arctic/TNI/wav/arctic_a0280.wav,TNI,Hindi,F,i will be out off my head in fifteen minutes
i do not blame you for anything remember that,data/l2arctic/TNI/wav/arctic_a0281.wav,TNI,Hindi,F,i do not blame you for anything remember that
if you mean to insinuate brentwood began hotly,data/l2arctic/TNI/wav/arctic_a0282.wav,TNI,Hindi,F,if you mean to insignet brendword begain horply
