transcription,path_to_audio,speaker_id,native_language,gender,s2t_small_transcriptions
they were three hundred yards apart,data/l2arctic/YKWK/wav/arctic_a0031.wav,YKWK,Korean,M,they were three hundred yards apart
since then some mysterious force has been fighting us at every step,data/l2arctic/YKWK/wav/arctic_a0032.wav,YKWK,Korean,M,since then some mysterious force has been fighting us at every step
he unfolded a long typewritten letter and handed it to gregson,data/l2arctic/YKWK/wav/arctic_a0033.wav,YKWK,Korean,M,he unfolded a long type written letter and handed it to grexen
he stopped and philip nodded at the horrified question in his eyes,data/l2arctic/YKWK/wav/arctic_a0035.wav,YKWK,Korean,M,he stopped and fully nodded at the horrified question in his eyes
she turned in at the hotel,data/l2arctic/YKWK/wav/arctic_a0036.wav,YKWK,Korean,M,she turned in at the hotel
i was the only one who remained sitting,data/l2arctic/YKWK/wav/arctic_a0037.wav,YKWK,Korean,M,i was the only one who remained sitting
well have to watch our chances,data/l2arctic/YKWK/wav/arctic_a0038.wav,YKWK,Korean,M,we'll have to watch our chances
the ship should be in within a week or ten days,data/l2arctic/YKWK/wav/arctic_a0039.wav,YKWK,Korean,M,the ships should be in within a week or ten days
i suppose you wonder why she is coming up here,data/l2arctic/YKWK/wav/arctic_a0040.wav,YKWK,Korean,M,i suppose you wonder why she is coming off here
meanwhile ill go out to breathe a spell,data/l2arctic/YKWK/wav/arctic_a0041.wav,YKWK,Korean,M,meanwhile i'll go out to breathe or spell
how could he explain his possession of the sketch,data/l2arctic/YKWK/wav/arctic_a0042.wav,YKWK,Korean,M,how could he explain his possession of the sketch
it seemed nearer to him since he had seen and talked with gregson,data/l2arctic/YKWK/wav/arctic_a0043.wav,YKWK,Korean,M,he seemed nearer to him since he had seen and talked with jackson
her own betrayal of herself was like tonic to philip,data/l2arctic/YKWK/wav/arctic_a0044.wav,YKWK,Korean,M,her own betrayal of herself was like tonic to philly
he moved away as quietly as he had come,data/l2arctic/YKWK/wav/arctic_a0045.wav,YKWK,Korean,M,he moved away as quietly as he had come
the girl faced him her eyes shining with sudden fear,data/l2arctic/YKWK/wav/arctic_a0046.wav,YKWK,Korean,M,the gall faced to him her eyes shining with sudden fear
close beside him gleamed the white fangs of the wolf dog,data/l2arctic/YKWK/wav/arctic_a0047.wav,YKWK,Korean,M,close beside him gleamed the white fangs of the wolf dog
he looked at the handkerchief more closely,data/l2arctic/YKWK/wav/arctic_a0048.wav,YKWK,Korean,M,he looked at the handkerchief more closely
gregson was asleep when he reentered the cabin,data/l2arctic/YKWK/wav/arctic_a0049.wav,YKWK,Korean,M,cracks and was asleep when he re entered the cabin
in spite of their absurdity the words affected philip curiously,data/l2arctic/YKWK/wav/arctic_a0050.wav,YKWK,Korean,M,in spite of their absurdity the words affected philip curiously
it was a curious coincidence,data/l2arctic/YKWK/wav/arctic_a0052.wav,YKWK,Korean,M,it was a curious constance
suddenly his fingers closed tightly over the handkerchief,data/l2arctic/YKWK/wav/arctic_a0053.wav,YKWK,Korean,M,suddenly his fingers closed tightly over the handkerchief
there was nothing on the rock,data/l2arctic/YKWK/wav/arctic_a0054.wav,YKWK,Korean,M,outwards nothing on the rock
philip stood undecided his ears strained to catch the slightest sound,data/l2arctic/YKWK/wav/arctic_a0055.wav,YKWK,Korean,M,philip stood undecided his ears strained to catch the slightest sound
pearces little eyes were fixed on him shrewdly,data/l2arctic/YKWK/wav/arctic_a0056.wav,YKWK,Korean,M,hears his little eyes were fixed on him shrewdly
i have no idea replied philip,data/l2arctic/YKWK/wav/arctic_a0057.wav,YKWK,Korean,M,i had no idea replied philip
i came for information more out of curiosity than anything else,data/l2arctic/YKWK/wav/arctic_a0058.wav,YKWK,Korean,M,i came for information more out of curiosity than anything else
his immaculate appearance was gone,data/l2arctic/YKWK/wav/arctic_a0059.wav,YKWK,Korean,M,his immaculate appearance was gone
anyway no one saw her like that,data/l2arctic/YKWK/wav/arctic_a0060.wav,YKWK,Korean,M,anyway no one saw her like that
philip snatched at the letter which gregson held out to him,data/l2arctic/YKWK/wav/arctic_a0061.wav,YKWK,Korean,M,philip snatched at the letter which grexton held out to him
the men stared into each others face,data/l2arctic/YKWK/wav/arctic_a0062.wav,YKWK,Korean,M,man stared into each other's face
yes it was a man who asked a stranger,data/l2arctic/YKWK/wav/arctic_a0063.wav,YKWK,Korean,M,yes he was a man who asked a stranger
the fourth and fifth days passed without any developments,data/l2arctic/YKWK/wav/arctic_a0064.wav,YKWK,Korean,M,the fourth and fifth days passed without any developments
they closed now until his fingers were like cords of steel,data/l2arctic/YKWK/wav/arctic_a0065.wav,YKWK,Korean,M,day clothes now until his fingers were like cords up still
he saw jeanne falter for a moment,data/l2arctic/YKWK/wav/arctic_a0066.wav,YKWK,Korean,M,he saw jeann falter for a moment
surely i will excuse you she cried,data/l2arctic/YKWK/wav/arctic_a0067.wav,YKWK,Korean,M,surely i will excuse you she cried
from that moment his friendship for belize turns to hatred and jealousy,data/l2arctic/YKWK/wav/arctic_a0017.wav,YKWK,Korean,M,from that moment his friendship for bellis turns to hatred and jealousy
men of seldens stamp dont stop at women and children,data/l2arctic/YKWK/wav/arctic_a0034.wav,YKWK,Korean,M,men of sultan's stamp don't stop at women and children
the lace was of a delicate ivory color faintly tinted with yellow,data/l2arctic/YKWK/wav/arctic_a0051.wav,YKWK,Korean,M,the lace was of a delicate ivory collar faintly tinted with yellow
in a flash philip followed its direction,data/l2arctic/YKWK/wav/arctic_a0068.wav,YKWK,Korean,M,in a flesh fully followed its direction
a trickle of fresh blood ran over his face,data/l2arctic/YKWK/wav/arctic_a0085.wav,YKWK,Korean,M,a trickle of fresh blood ran off his face
he will follow us soon,data/l2arctic/YKWK/wav/arctic_a0102.wav,YKWK,Korean,M,he will follow us soon
jeanne was turning the bow shoreward,data/l2arctic/YKWK/wav/arctic_a0119.wav,YKWK,Korean,M,in was toning the bull show work
about him everywhere were the evidences of luxury and of age,data/l2arctic/YKWK/wav/arctic_a0136.wav,YKWK,Korean,M,about him everywhere were the evidences of luxury and of age
macdougall tapped his forehead suspiciously with a stubby forefinger,data/l2arctic/YKWK/wav/arctic_a0153.wav,YKWK,Korean,M,mc tugus tapped his forehead suspiciously with a stubby forefinger
there was none of the joy of meeting in his face,data/l2arctic/YKWK/wav/arctic_a0170.wav,YKWK,Korean,M,there was none of the joy of meeting in his face there was none of the joy of meeting in his face there was none of the joy of meeting in his face there was none of the joy of meeting in his face there was none of the joy of meeting in his face there was none of the joy of meeting in his face there was none of the joy of the joy of meeting in his face
ahead of them they saw a glimmer of sunshine,data/l2arctic/YKWK/wav/arctic_a0187.wav,YKWK,Korean,M,ahead of them they saw a glimmer of sunshine
the wolf dog thrust his gaunt muzzle toward him,data/l2arctic/YKWK/wav/arctic_a0204.wav,YKWK,Korean,M,the wolf dog thrust his gaunt muzzle toward him
i dont know why youre here at all,data/l2arctic/YKWK/wav/arctic_a0221.wav,YKWK,Korean,M,i don't know why you are here at all
it happened to him at the gallina society in oakland one afternoon,data/l2arctic/YKWK/wav/arctic_a0238.wav,YKWK,Korean,M,it happened to him at the colleena society in oakland one afternoon
you wont die of malnutrition be sure of that,data/l2arctic/YKWK/wav/arctic_a0255.wav,YKWK,Korean,M,you won't tie of malletrician be sure of that
it was his intention to return to eileen and her father,data/l2arctic/YKWK/wav/arctic_a0069.wav,YKWK,Korean,M,it was his intention to return to alin and her father
he would first hunt up gregson and begin his work there,data/l2arctic/YKWK/wav/arctic_a0070.wav,YKWK,Korean,M,he would first hunt up grexen and begin his work there
what was the object of your little sensation,data/l2arctic/YKWK/wav/arctic_a0071.wav,YKWK,Korean,M,what was the object of your little sensation
but who was eileens double,data/l2arctic/YKWK/wav/arctic_a0072.wav,YKWK,Korean,M,but who was a lean stubble
the promoters eyes were heavy with little puffy bags under them,data/l2arctic/YKWK/wav/arctic_a0073.wav,YKWK,Korean,M,the promoter's eyes were heavy with little puffy backs under them
and now down there eileen was waiting for him,data/l2arctic/YKWK/wav/arctic_a0074.wav,YKWK,Korean,M,and now down there aline was waiting for him
there has been a change she interrupted him,data/l2arctic/YKWK/wav/arctic_a0075.wav,YKWK,Korean,M,there has been no change she interrupted him
the gray eyes faltered the flush deepened,data/l2arctic/YKWK/wav/arctic_a0076.wav,YKWK,Korean,M,the gray eyes faltered the flush deepened
it is the fire partly she said,data/l2arctic/YKWK/wav/arctic_a0077.wav,YKWK,Korean,M,it is the fire partly she said
then and at supper he tried to fathom her,data/l2arctic/YKWK/wav/arctic_a0078.wav,YKWK,Korean,M,then and as supper he tried to fathom her
it was a large canoe,data/l2arctic/YKWK/wav/arctic_a0079.wav,YKWK,Korean,M,he was large canoe
what if jeanne failed him,data/l2arctic/YKWK/wav/arctic_a0080.wav,YKWK,Korean,M,what if jean felt him
what if she did not come to the rock,data/l2arctic/YKWK/wav/arctic_a0081.wav,YKWK,Korean,M,wife she did not come to the rock
his face was streaming with blood,data/l2arctic/YKWK/wav/arctic_a0082.wav,YKWK,Korean,M,his face was streaming with blood
a shadow was creeping over pierres eyes,data/l2arctic/YKWK/wav/arctic_a0083.wav,YKWK,Korean,M,a shadow was creeping over peter's eyes
scarcely had he uttered the name when pierres closing eyes shot open,data/l2arctic/YKWK/wav/arctic_a0084.wav,YKWK,Korean,M,scarcely had he uttered the name when pierre's closing eyes shot open
death had come with terrible suddenness,data/l2arctic/YKWK/wav/arctic_a0086.wav,YKWK,Korean,M,thus had become with a terrible suddenness
philip bent lower and stared into the face of the dead man,data/l2arctic/YKWK/wav/arctic_a0087.wav,YKWK,Korean,M,philip bent lower and stared into the face of the dead man
he made sure that the magazine was loaded and resumed his paddling,data/l2arctic/YKWK/wav/arctic_a0088.wav,YKWK,Korean,M,he made sure that the magazine was loaded and resumed his paddling
the night glow was treacherous to shoot by,data/l2arctic/YKWK/wav/arctic_a0089.wav,YKWK,Korean,M,the night glow was treacherous to shoot by
the singing voice approached rapidly,data/l2arctic/YKWK/wav/arctic_a0090.wav,YKWK,Korean,M,the singing voice approached rapidly
his blood grew hot with rage at the thought,data/l2arctic/YKWK/wav/arctic_a0091.wav,YKWK,Korean,M,his blood grew hot with rage at the thought
he went down in midstream searching the shadows of both shores,data/l2arctic/YKWK/wav/arctic_a0092.wav,YKWK,Korean,M,he went down in mid stream searching the shadows up with shores
for a full minute he crouched and listened,data/l2arctic/YKWK/wav/arctic_a0093.wav,YKWK,Korean,M,for a full minute he crouched and listened
he had barely entered this when he saw the glow of a fire,data/l2arctic/YKWK/wav/arctic_a0094.wav,YKWK,Korean,M,he had barely entered this when he saw the claw of fire
a big canvas tent was the first thing to come within his vision,data/l2arctic/YKWK/wav/arctic_a0095.wav,YKWK,Korean,M,a big canvas tent was the first thing to come within his vision
perhaps she had already met her fate a little deeper in the forest,data/l2arctic/YKWK/wav/arctic_a0096.wav,YKWK,Korean,M,perhaps she had already met her fate a little deeper in the forest
then you can arrange yourself comfortably among these robes in the bow,data/l2arctic/YKWK/wav/arctic_a0097.wav,YKWK,Korean,M,then you can arrange yourself comfortably among these ropes in the ball
shall i carry you,data/l2arctic/YKWK/wav/arctic_a0098.wav,YKWK,Korean,M,shall i carry you
a maddening joy pounded in his brain,data/l2arctic/YKWK/wav/arctic_a0099.wav,YKWK,Korean,M,a maddening joy pounded in his brain
you must sleep he urged,data/l2arctic/YKWK/wav/arctic_a0100.wav,YKWK,Korean,M,you must sleep he urged
you you would not keep the truth from me,data/l2arctic/YKWK/wav/arctic_a0101.wav,YKWK,Korean,M,you you do not keep the truth from me
but there came no promise from the bow of the canoe,data/l2arctic/YKWK/wav/arctic_a0103.wav,YKWK,Korean,M,but there came no promise from the bow of the canoe
she was sleeping under his protection as sweetly as a child,data/l2arctic/YKWK/wav/arctic_a0104.wav,YKWK,Korean,M,she was slipping under his protection as sweetly as a child
only it is so wonderful so almost impossible to believe,data/l2arctic/YKWK/wav/arctic_a0105.wav,YKWK,Korean,M,only it is so wonderful so almost impossible to believe
the emotion which she had suppressed burst forth now in a choking sob,data/l2arctic/YKWK/wav/arctic_a0106.wav,YKWK,Korean,M,emotion she had suppressed burst forth now in her choking soul
if you only could know how i thank you,data/l2arctic/YKWK/wav/arctic_a0107.wav,YKWK,Korean,M,if you only could know how i thank you
he waded into the edge of the water and began scrubbing himself,data/l2arctic/YKWK/wav/arctic_a0108.wav,YKWK,Korean,M,he waded into the edge of the water and began scrubbing himself
do you know that you are shaking my confidence in you,data/l2arctic/YKWK/wav/arctic_a0109.wav,YKWK,Korean,M,you know that you are shaking my confidence in you
much replied jeanne as tersely,data/l2arctic/YKWK/wav/arctic_a0110.wav,YKWK,Korean,M,much replied jean as tersely
instead he joined her and they ate like two hungry children,data/l2arctic/YKWK/wav/arctic_a0111.wav,YKWK,Korean,M,instead he joined her and they ate like two hungry children
he was wounded in the arm,data/l2arctic/YKWK/wav/arctic_a0112.wav,YKWK,Korean,M,he was undid in the arm
i suppose you picked that lingo up among the indians,data/l2arctic/YKWK/wav/arctic_a0113.wav,YKWK,Korean,M,i s'pose you picked the lingo up among the indians
her words sent a strange chill through philip,data/l2arctic/YKWK/wav/arctic_a0114.wav,YKWK,Korean,M,her words sent her strange chill through philly
he had no excuse for the feelings which were aroused in him,data/l2arctic/YKWK/wav/arctic_a0115.wav,YKWK,Korean,M,he had no excuse for the feelings which were aroused in him
