transcription,path_to_audio,speaker_id,native_language,gender,sew_mid_transcriptions
you were engaged,data/l2arctic/YKWK/wav/arctic_b0228.wav,YKWK,Korean,M,yu ar engagsed
i saw it all myself and it was splendid,data/l2arctic/YKWK/wav/arctic_b0229.wav,YKWK,Korean,M,i sow it all myself and it was soplendid
now run along and tell them to hurry,data/l2arctic/YKWK/wav/arctic_b0230.wav,YKWK,Korean,M,now roun along and tell them to hurry
whats that grub thief got to do with it,data/l2arctic/YKWK/wav/arctic_b0231.wav,YKWK,Korean,M,whats that grof sif got to do with it
it was a superb picture,data/l2arctic/YKWK/wav/arctic_b0232.wav,YKWK,Korean,M,he was a spirv piur
so she said the irate skipper dashed on,data/l2arctic/YKWK/wav/arctic_b0233.wav,YKWK,Korean,M,so she said the irat skeeper tached on
and watch out for wet feet was his parting advice,data/l2arctic/YKWK/wav/arctic_b0234.wav,YKWK,Korean,M,and watch out ful wet fit was his parting otherwise
raoul yelled in order to make himself heard,data/l2arctic/YKWK/wav/arctic_b0235.wav,YKWK,Korean,M,thoodiel in order to make himself hurt
oolong was two hundred and fifty miles from the nearest land,data/l2arctic/YKWK/wav/arctic_b0236.wav,YKWK,Korean,M,ulong was two hundred ad fifty miles from the nearistan land
they just lay off in the bush and plugged away,data/l2arctic/YKWK/wav/arctic_b0237.wav,YKWK,Korean,M,they just lay off in the bush and plogged away
the very thought of the effort to swim over was nauseating,data/l2arctic/YKWK/wav/arctic_b0238.wav,YKWK,Korean,M,the very thought of the effort to swim over was nnojiatin
and there was a dog that barked,data/l2arctic/YKWK/wav/arctic_b0239.wav,YKWK,Korean,M,and there was a dog tepart
there are four all low mcoy answered,data/l2arctic/YKWK/wav/arctic_b0240.wav,YKWK,Korean,M,der aol o lo mahoi answered
bill lingered contemplating his work with artistic appreciation,data/l2arctic/YKWK/wav/arctic_a0561.wav,YKWK,Korean,M,bill lingerat contempulating his work with artistic opprecation
but we will just postpone this,data/l2arctic/YKWK/wav/arctic_a0578.wav,YKWK,Korean,M,but we will just pospon this
you got out by fighting and i through a pretty girl,data/l2arctic/YKWK/wav/arctic_b0002.wav,YKWK,Korean,M,you got out oby fiing and i threw of preigol
he made no reply as he waited for whittemore to continue,data/l2arctic/YKWK/wav/arctic_b0020.wav,YKWK,Korean,M,he made no reply as he waited for wittman to continud
philip knew that she was not an indian,data/l2arctic/YKWK/wav/arctic_b0037.wav,YKWK,Korean,M,fii knew that she was not an indian
he understood the meaning of the look,data/l2arctic/YKWK/wav/arctic_b0054.wav,YKWK,Korean,M,he understood the meaning of the look
there was no answer from the other side,data/l2arctic/YKWK/wav/arctic_b0071.wav,YKWK,Korean,M,there was no answer from the other side
until i die he exclaimed,data/l2arctic/YKWK/wav/arctic_b0088.wav,YKWK,Korean,M,until i die he exclaimed
i know that you are in charge there and jeanne knows,data/l2arctic/YKWK/wav/arctic_b0105.wav,YKWK,Korean,M,i know that you are in churched there an tannos
philip saw macdougall soon after his short talk with thorpe,data/l2arctic/YKWK/wav/arctic_b0122.wav,YKWK,Korean,M,filif saw matubel soon after she s shore talk with thorp
together they ate the rabbit,data/l2arctic/YKWK/wav/arctic_b0139.wav,YKWK,Korean,M,together they eght the rabid
for that reason le beau had chosen him to fight the big fight,data/l2arctic/YKWK/wav/arctic_b0156.wav,YKWK,Korean,M,for that reason the bor had choden him to fiht ta big fighte
to these he gave castor oil,data/l2arctic/YKWK/wav/arctic_b0173.wav,YKWK,Korean,M,to these he gave caster oil
idealism led him to philosophic anarchy and his family threw him off,data/l2arctic/YKWK/wav/arctic_b0190.wav,YKWK,Korean,M,ideolisam lad him to hhilossofic anorci and his family threw him of
i am as good as a man she urged,data/l2arctic/YKWK/wav/arctic_b0207.wav,YKWK,Korean,M,i am as good as aa man she urs it
the japanese understood as we could never school ourselves or hope to understand,data/l2arctic/YKWK/wav/arctic_b0242.wav,YKWK,Korean,M,that a pinis understood as we could never school ourselvs were hope to understand
they had been on the same lay as ourselves,data/l2arctic/YKWK/wav/arctic_b0243.wav,YKWK,Korean,M,they had ben on the same lay as alselvs
you are positively soulless he said savagely,data/l2arctic/YKWK/wav/arctic_b0244.wav,YKWK,Korean,M,you r positively soules he said savegindly
harrison is still my chauffeur,data/l2arctic/YKWK/wav/arctic_b0245.wav,YKWK,Korean,M,harrion is still my shoper
the boy grew and prospered,data/l2arctic/YKWK/wav/arctic_b0246.wav,YKWK,Korean,M,the boy grew an prospart
he wanted to give the finish to this foe already so far gone,data/l2arctic/YKWK/wav/arctic_b0247.wav,YKWK,Korean,M,he wanted to give the finish to this fo o let i so faron
exciting times are the lot of the fish patrol,data/l2arctic/YKWK/wav/arctic_b0248.wav,YKWK,Korean,M,exciting times are the lat of the fish pattral
i know they are my oysters,data/l2arctic/YKWK/wav/arctic_b0249.wav,YKWK,Korean,M,i know theamy oysters
by this time charley was as enraged as the greek,data/l2arctic/YKWK/wav/arctic_b0250.wav,YKWK,Korean,M,by this time charly was as innrazed as the quik
they must have been swept away by the chaotic currents,data/l2arctic/YKWK/wav/arctic_b0251.wav,YKWK,Korean,M,they must have been flat towa by the caaricurrens
it resembled tea less than lager beer resembles champagne,data/l2arctic/YKWK/wav/arctic_b0252.wav,YKWK,Korean,M,it resembled te less than logerpir resebled champain
the very opposite is true they are discouraged vagabonds,data/l2arctic/YKWK/wav/arctic_b0253.wav,YKWK,Korean,M,the varia parted is true they are discorriged vapons
at the same time spears and arrows began to fall among the invaders,data/l2arctic/YKWK/wav/arctic_b0254.wav,YKWK,Korean,M,at the same time speeres and arros began to fall among the invators
then again tudor had such an irritating way about him,data/l2arctic/YKWK/wav/arctic_b0255.wav,YKWK,Korean,M,then again cura had a such aan iritting way bout him
outwardly he maintained a calm and smiling aspect,data/l2arctic/YKWK/wav/arctic_b0256.wav,YKWK,Korean,M,otwordely he maintained the cam and smiling aspect
tudor surveyed him with withering disgust,data/l2arctic/YKWK/wav/arctic_b0257.wav,YKWK,Korean,M,cuter soveyed hiim with he  withthe inkiscust
her mouth opened but instead of speaking she drew a long sigh,data/l2arctic/YKWK/wav/arctic_b0259.wav,YKWK,Korean,M,her mouth opened but instead of speaking she drew a long sigh
its worth eight dollars,data/l2arctic/YKWK/wav/arctic_b0260.wav,YKWK,Korean,M,it worst eight dollars
and he did hurt my arm,data/l2arctic/YKWK/wav/arctic_b0261.wav,YKWK,Korean,M,and he dis hurt my arm
saxons onto her job,data/l2arctic/YKWK/wav/arctic_b0262.wav,YKWK,Korean,M,seons on torcap
only once did i confide the strangeness of it all to another,data/l2arctic/YKWK/wav/arctic_b0263.wav,YKWK,Korean,M,only ones did i confie the strangness of it oll to another
but this time it was saxon who rebelled,data/l2arctic/YKWK/wav/arctic_b0264.wav,YKWK,Korean,M,but this time it was saxon who rebelld
i was not to cry out in the face of fear,data/l2arctic/YKWK/wav/arctic_b0265.wav,YKWK,Korean,M,i was not to cry out in the face of fear
and now put yourself in my place for a moment,data/l2arctic/YKWK/wav/arctic_b0266.wav,YKWK,Korean,M,and now put yourself in my place for a moment
the boy threw back his head with pride,data/l2arctic/YKWK/wav/arctic_b0267.wav,YKWK,Korean,M,the boy threw back his had with a pride
saxon nodded and the boy frowned,data/l2arctic/YKWK/wav/arctic_b0268.wav,YKWK,Korean,M,sexen nadid and the boy frownd
why not like any railroad station or ferry depot,data/l2arctic/YKWK/wav/arctic_b0269.wav,YKWK,Korean,M,why not like any railwod statiion ore fary dipo
we could throw stones with our feet,data/l2arctic/YKWK/wav/arctic_b0270.wav,YKWK,Korean,M,we could thro stones with our fit
it was put together in a casual helter skelter sort of way,data/l2arctic/YKWK/wav/arctic_b0271.wav,YKWK,Korean,M,he was put together in a casual helt aa scelter sort of way
these were merely stout sticks an inch or so in diameter,data/l2arctic/YKWK/wav/arctic_b0272.wav,YKWK,Korean,M,thees wil muistastix an inshi arsso in dammirer
then it was that a strange thing happened,data/l2arctic/YKWK/wav/arctic_b0273.wav,YKWK,Korean,M,then it was that a strange thing happened
from the source of light a harsh voice said,data/l2arctic/YKWK/wav/arctic_b0274.wav,YKWK,Korean,M,from the sorcer of e light a harsh voicce said
we were now good friends,data/l2arctic/YKWK/wav/arctic_b0276.wav,YKWK,Korean,M,we were now good ffriends
two of the folk were already up,data/l2arctic/YKWK/wav/arctic_b0277.wav,YKWK,Korean,M,two of the fok wall wil le i up
now animals do not like mockery,data/l2arctic/YKWK/wav/arctic_b0278.wav,YKWK,Korean,M,now animos di not like mackri
he gave one last snarl and slid from view among the trees,data/l2arctic/YKWK/wav/arctic_b0279.wav,YKWK,Korean,M,he gave one less snal and sleat from viiew among the trees
again the girls applauded and missus hall cried,data/l2arctic/YKWK/wav/arctic_b0280.wav,YKWK,Korean,M,again the golds applooded and misses hol cried
just the same id sooner be myself than have book indigestion,data/l2arctic/YKWK/wav/arctic_b0281.wav,YKWK,Korean,M,just sang ido sooner be myself then have book in digestion
some of the smaller veins had doubtless been ruptured,data/l2arctic/YKWK/wav/arctic_b0282.wav,YKWK,Korean,M,some of the smal of ains had atall this ben rotured
but we were without this momentum,data/l2arctic/YKWK/wav/arctic_b0283.wav,YKWK,Korean,M,but w were without this momentn
there was one difficulty however,data/l2arctic/YKWK/wav/arctic_b0284.wav,YKWK,Korean,M,there was on difficulty however
the hyena proceeded to dine,data/l2arctic/YKWK/wav/arctic_b0285.wav,YKWK,Korean,M,te haiana proceeded to dine
the time was considered auspicious,data/l2arctic/YKWK/wav/arctic_b0286.wav,YKWK,Korean,M,the time was conidered of specieous
or have they already devised one,data/l2arctic/YKWK/wav/arctic_b0287.wav,YKWK,Korean,M,or have they oladi devisesed the one
we would not spend another such night,data/l2arctic/YKWK/wav/arctic_b0288.wav,YKWK,Korean,M,we would not spend another surchnight
at first his progress was slow and erratic,data/l2arctic/YKWK/wav/arctic_b0289.wav,YKWK,Korean,M,the first his progress was slow and eratic
he placed his paw on one and its movements were accelerated,data/l2arctic/YKWK/wav/arctic_b0290.wav,YKWK,Korean,M,he plaised his pol on on and its movements were excelerated
the awe of man rushed over him again,data/l2arctic/YKWK/wav/arctic_b0291.wav,YKWK,Korean,M,the ow ob man rushed over him again
between him and all domestic animals there must be no hostilities,data/l2arctic/YKWK/wav/arctic_b0293.wav,YKWK,Korean,M,betwen him and all tomasti animals there must be no hostilitiies
for a much longer time lop ear and i remained and watched,data/l2arctic/YKWK/wav/arctic_b0294.wav,YKWK,Korean,M,for much longer time lop ere and i remained and watched
all right sir replied jock with great regret,data/l2arctic/YKWK/wav/arctic_b0295.wav,YKWK,Korean,M,or wise sir replied jack with a great regret
at times i wondered where sir archibald got his style,data/l2arctic/YKWK/wav/arctic_b0296.wav,YKWK,Korean,M,at times i wondered where sir archbold cut his stile
why should a fellow throw up the sponge after the first round,data/l2arctic/YKWK/wav/arctic_b0297.wav,YKWK,Korean,M,why should a fello throughh out the spongii after the first wond
his hand shot out and clutched crooked leg by the neck,data/l2arctic/YKWK/wav/arctic_b0298.wav,YKWK,Korean,M,his hand shot out and cluched croked lack by the neck
miss brodies smile was slightly sarcastic,data/l2arctic/YKWK/wav/arctic_b0299.wav,YKWK,Korean,M,miss brodi sm was slightly sarcastic
does the old boy often go off at half cock that way,data/l2arctic/YKWK/wav/arctic_b0300.wav,YKWK,Korean,M,des the old boy offen go off at half cock that way
a flying arrow passed between us,data/l2arctic/YKWK/wav/arctic_b0301.wav,YKWK,Korean,M,a fli nerro passte beteen us
i pulled suddenly with all my might,data/l2arctic/YKWK/wav/arctic_b0302.wav,YKWK,Korean,M,i pulled suddennly with all my might
here we allow our solicitors to look after our legal work,data/l2arctic/YKWK/wav/arctic_b0303.wav,YKWK,Korean,M,her weala ou solisitars to look after our igal work
his previous wives had never lived long enough to bear him children,data/l2arctic/YKWK/wav/arctic_b0304.wav,YKWK,Korean,M,his previous wives had never lived long enough to bear him childreen
it was our river emerging like ourselves from the great swamp,data/l2arctic/YKWK/wav/arctic_b0305.wav,YKWK,Korean,M,it was our river emerging like ourselves from the great swamp
cameron looked at his hands with their long sinewy fingers,data/l2arctic/YKWK/wav/arctic_b0306.wav,YKWK,Korean,M,kemeran looked at his hands with theire long sine i finglrs
we got few vegetables and fruits and became fish eaters,data/l2arctic/YKWK/wav/arctic_b0307.wav,YKWK,Korean,M,we got few vegitablles and frouts and became fish ittters
we never made another migration,data/l2arctic/YKWK/wav/arctic_b0308.wav,YKWK,Korean,M,we never made another myboration
a little treatment massage with some help from the doctor,data/l2arctic/YKWK/wav/arctic_b0310.wav,YKWK,Korean,M,a little treatment mosach with someholth from the doctor
the twenty ninth very foggy,data/l2arctic/YKWK/wav/arctic_b0311.wav,YKWK,Korean,M,the twenty ninth verry fogi
dig in youre sure good was daylights answer,data/l2arctic/YKWK/wav/arctic_b0312.wav,YKWK,Korean,M,teeking youre sure good what they lise answer
the apron string loomed near and he shied like an unbroken colt,data/l2arctic/YKWK/wav/arctic_b0313.wav,YKWK,Korean,M,the apron strem loomed near and he shed like a umbroken colt
he had been born with this endowment,data/l2arctic/YKWK/wav/arctic_b0314.wav,YKWK,Korean,M,he had ben born with this indullmant
and this was their sole conversation throughout the meal,data/l2arctic/YKWK/wav/arctic_b0315.wav,YKWK,Korean,M,and this was their sol conversation throughout the mil
though the aurora still flamed another day had begun,data/l2arctic/YKWK/wav/arctic_b0316.wav,YKWK,Korean,M,thouh the ororastil flamed enno the they had begun
he did not believe in the burning of daylight for such a luxury,data/l2arctic/YKWK/wav/arctic_b0317.wav,YKWK,Korean,M,they did not live in the buarning of theyr life for such e luury
again he had done the big thing,data/l2arctic/YKWK/wav/arctic_b0318.wav,YKWK,Korean,M,agin he had turned the big thing
daylight was tired profoundly tired,data/l2arctic/YKWK/wav/arctic_b0319.wav,YKWK,Korean,M,daylight was tired profoundily tired
the regret in his voice was provocative of a second burst of laughter,data/l2arctic/YKWK/wav/arctic_b0320.wav,YKWK,Korean,M,the regret in his voice was provocative of a second birst of laughter
instead he arrived on the night of the second day,data/l2arctic/YKWK/wav/arctic_b0321.wav,YKWK,Korean,M,instead he arrrived on the night of the second day
their supply of grub was gone,data/l2arctic/YKWK/wav/arctic_b0322.wav,YKWK,Korean,M,the a supli of grop was gone
