transcription,path_to_audio,speaker_id,native_language,gender,sew_small_transcriptions
i was hump cabin boy on the schooner ghost,data/l2arctic/YDCK/wav/arctic_a0448.wav,YDCK,Korean,F,i was a homp kepieng boy onthe schooner goast
a sinewy hand dripping with water was clutching the rail,data/l2arctic/YDCK/wav/arctic_a0449.wav,YDCK,Korean,F,asemnee handdriping wid water was clurching the rail
no man ate of the seal meat or the oil,data/l2arctic/YDCK/wav/arctic_a0450.wav,YDCK,Korean,F,no man ate of doseil meet ware the oil
i noticed blood spouting from kerfoots left hand,data/l2arctic/YDCK/wav/arctic_a0451.wav,YDCK,Korean,F,ay notiest blut spouwding fam curfuts left a hand
three oilers and a fourth engineer was his greeting,data/l2arctic/YDCK/wav/arctic_a0452.wav,YDCK,Korean,F,ree olllers and o for angineearer was hiscreiading
eighteen hundred he calculated,data/l2arctic/YDCK/wav/arctic_a0453.wav,YDCK,Korean,F,eaitteen hundred he couculated
the sharp voice of wolf larsen aroused me,data/l2arctic/YDCK/wav/arctic_a0454.wav,YDCK,Korean,F,the sharp bos off olth larsin aroused me
i obeyed and a minute or two later they stood before him,data/l2arctic/YDCK/wav/arctic_a0455.wav,YDCK,Korean,F,i obeaet an immediat or too later they stod before hi
but it wont continue she said with easy confidence,data/l2arctic/YDCK/wav/arctic_a0456.wav,YDCK,Korean,F,but it arn continou she said with easy confidence
what i saw i could not at first believe,data/l2arctic/YDCK/wav/arctic_a0457.wav,YDCK,Korean,F,what iy saw i could not at first beleef
the stout wood was crushed like an eggshell,data/l2arctic/YDCK/wav/arctic_a0458.wav,YDCK,Korean,F,the stout ood was crushid lic an acshell
i had forgotten their existence,data/l2arctic/YDCK/wav/arctic_a0460.wav,YDCK,Korean,F,i had folgott in there existence
ah we were very close together in that moment,data/l2arctic/YDCK/wav/arctic_a0461.wav,YDCK,Korean,F,we were berry close together in that moment
but she swung obediently on her heel into the wind,data/l2arctic/YDCK/wav/arctic_a0462.wav,YDCK,Korean,F,the strees bung obediantly on her shol into the wind
they are his tongue by which he makes his knowledge articulate,data/l2arctic/YDCK/wav/arctic_a0463.wav,YDCK,Korean,F,ther arehes tong by which he makes hes nolage articulat
between the rush of the cascades streaks of rust showed everywhere,data/l2arctic/YDCK/wav/arctic_a0464.wav,YDCK,Korean,F,between the wrash otc cascatesstreiakes of rust shoad every were
he will never do a tap of work the whole voyage,data/l2arctic/YDCK/wav/arctic_a0465.wav,YDCK,Korean,F,he will never doo atab o work tho hol vyac
captain west may be a samurai but he is also human,data/l2arctic/YDCK/wav/arctic_a0466.wav,YDCK,Korean,F,capton wester maybe o sumaeri but heis olsy humin
and so early in the voyage too,data/l2arctic/YDCK/wav/arctic_a0467.wav,YDCK,Korean,F,and so allee in the voyas tou
in the matter of curry she is a sheer genius,data/l2arctic/YDCK/wav/arctic_a0468.wav,YDCK,Korean,F,in the matter of curiyshe is sure genuous
the eastern heavens were equally spectacular,data/l2arctic/YDCK/wav/arctic_a0469.wav,YDCK,Korean,F,the eastern haveenes werere equally especticular
he spat it out like so much venom,data/l2arctic/YDCK/wav/arctic_a0470.wav,YDCK,Korean,F,he spiede it out like so much bennem
i saw mister pike nod his head grimly and sarcastically,data/l2arctic/YDCK/wav/arctic_a0471.wav,YDCK,Korean,F,i so mister piye codnotd his hat crimly an sarccasticaly
he is too keenly intelligent too sharply sensitive successfully to endure,data/l2arctic/YDCK/wav/arctic_a0472.wav,YDCK,Korean,F,he is too cumly intolegean to shorply sensitive succesfully to enore
the night was calm and snowy,data/l2arctic/YDCK/wav/arctic_a0473.wav,YDCK,Korean,F,theniy was com and snaory
i sailed third mate in the little vampire before you were born,data/l2arctic/YDCK/wav/arctic_a0474.wav,YDCK,Korean,F,y saildthir mat in the litl benfiere befor you were born
his outstretched arm dropped to his side and he paused,data/l2arctic/YDCK/wav/arctic_a0475.wav,YDCK,Korean,F,hes owsreche arm drop to heside and hee posed
wada louis and the steward are servants of asiatic breed,data/l2arctic/YDCK/wav/arctic_a0477.wav,YDCK,Korean,F,wad luis and the stord ar servense of a sadic bread
also she was forbidden them smoking their pipes in the after room,data/l2arctic/YDCK/wav/arctic_a0478.wav,YDCK,Korean,F,allsoshes wereveading deme smoking their pices in the aptor room
i tried to read george moore last night and was dreadfully bored,data/l2arctic/YDCK/wav/arctic_a0479.wav,YDCK,Korean,F,i try to reac jurge more losnight and was dreafully boored
tom spink has a harpoon,data/l2arctic/YDCK/wav/arctic_a0480.wav,YDCK,Korean,F,toms beink has yur herpon
nimrod replied with a slight manifestation of sensitiveness,data/l2arctic/YDCK/wav/arctic_a0481.wav,YDCK,Korean,F,meurod repliedewe douslite manyfistatiion of sensitivness
and their chief virtue lies in that they will never wear out,data/l2arctic/YDCK/wav/arctic_a0482.wav,YDCK,Korean,F,and thereship burtu lives in that they will neverwe are out
beyond dispute corry hutchinson had married mabel holmes,data/l2arctic/YDCK/wav/arctic_a0483.wav,YDCK,Korean,F,beyon disput corwe hochinsin had marrrid marbl homes
no sir ee,data/l2arctic/YDCK/wav/arctic_a0484.wav,YDCK,Korean,F,no ssery
each insult added to the value of the claim,data/l2arctic/YDCK/wav/arctic_a0485.wav,YDCK,Korean,F,its inserd addid to the vallue of the claim
for the rest he was a mere automaton,data/l2arctic/YDCK/wav/arctic_a0486.wav,YDCK,Korean,F,for the rest he was a meare ato manton
the river bared its bosom and snorting steamboats challenged the wilderness,data/l2arctic/YDCK/wav/arctic_a0487.wav,YDCK,Korean,F,the reberer bared is both themand snorting srem boats challengit the wilderness
their love burned with increasing brightness,data/l2arctic/YDCK/wav/arctic_a0488.wav,YDCK,Korean,F,ther lop bundat increasing brighteness
they were artists not biologists,data/l2arctic/YDCK/wav/arctic_a0489.wav,YDCK,Korean,F,a were aordist not by ologist
both johnny and his mother shuffled their feet as they walked,data/l2arctic/YDCK/wav/arctic_a0490.wav,YDCK,Korean,F,bost jonyy and his mother shopfull their fit as they walked
and as in denial of guilt the one legged boy replied,data/l2arctic/YDCK/wav/arctic_a0491.wav,YDCK,Korean,F,anas indeniger of guilt the won lagad boy repliedd
burnt out like the crater of a volcano,data/l2arctic/YDCK/wav/arctic_a0492.wav,YDCK,Korean,F,bont oup like th crater ov overthinel
obrien took off his coat and bared his right arm,data/l2arctic/YDCK/wav/arctic_a0494.wav,YDCK,Korean,F,obrian took off his coat and bared his righte arm
he bore no grudges and had few enemies,data/l2arctic/YDCK/wav/arctic_a0495.wav,YDCK,Korean,F,he wore noglotis and had few enemies
and tom king patiently endured,data/l2arctic/YDCK/wav/arctic_a0496.wav,YDCK,Korean,F,an tomching patiently indored
king took every advantage he knew,data/l2arctic/YDCK/wav/arctic_a0497.wav,YDCK,Korean,F,cing took every odebanace he knew
the lines were now very taut,data/l2arctic/YDCK/wav/arctic_a0498.wav,YDCK,Korean,F,the lines were now barriyd tow
and right there i saw and knew it all,data/l2arctic/YDCK/wav/arctic_a0499.wav,YDCK,Korean,F,in bright therere i saw an new et all
who the devil gave it to you to be judge and jury,data/l2arctic/YDCK/wav/arctic_a0500.wav,YDCK,Korean,F,whold ae doble gave e to youto be juch an jury
youre joking me sir the other managed to articulate,data/l2arctic/YDCK/wav/arctic_a0501.wav,YDCK,Korean,F,you arer joking me serthe ouder maniet to articulate
anything unusual or abnormal was sufficient to send a fellow to molokai,data/l2arctic/YDCK/wav/arctic_a0502.wav,YDCK,Korean,F,anything anusuar rr abnormal was sufficient to send a felod too boloociy
his beady black eyes saw bargains where the other men saw bankruptcy,data/l2arctic/YDCK/wav/arctic_a0503.wav,YDCK,Korean,F,hisbeaddy bblack eyes soburgans weare the othermaen s soult bancropsy
he was an athlete and a giant,data/l2arctic/YDCK/wav/arctic_a0504.wav,YDCK,Korean,F,he was on auflitan agiant
we fished sharks on niihau together,data/l2arctic/YDCK/wav/arctic_a0505.wav,YDCK,Korean,F,wefisit shars onnehow together
the claudine was leaving next morning for honolulu,data/l2arctic/YDCK/wav/arctic_a0506.wav,YDCK,Korean,F,the clodene was living next morning for honewerlu
in short my joyous individualism was dominated by the orthodox bourgeois ethics,data/l2arctic/YDCK/wav/arctic_a0507.wav,YDCK,Korean,F,in short m juorious indivisualism was domenated by the arthodoucts burjua effects
soon shall it be thrust back from off prostrate humanity,data/l2arctic/YDCK/wav/arctic_a0508.wav,YDCK,Korean,F,soon shall e be thrast the back from off prostrat humanity
yet in accordance with ernests test of truth it worked,data/l2arctic/YDCK/wav/arctic_a0509.wav,YDCK,Korean,F,yat in ocerdans wih earnest task op thruth it worked
there is more behind this than a mere university ideal,data/l2arctic/YDCK/wav/arctic_a0511.wav,YDCK,Korean,F,there iss more behind this than a mear university idear
no it is a palace wherein there are many servants,data/l2arctic/YDCK/wav/arctic_a0512.wav,YDCK,Korean,F,noit is o poalis rarr enduree many serbence
we must give ourselves and not our money alone,data/l2arctic/YDCK/wav/arctic_a0513.wav,YDCK,Korean,F,we must give our solves and not our money alone
we are consumed in our own flesh pots,data/l2arctic/YDCK/wav/arctic_a0514.wav,YDCK,Korean,F,weare consumed in our ownflash pots
but here amongst ourselves let us speak out,data/l2arctic/YDCK/wav/arctic_a0515.wav,YDCK,Korean,F,but here amongs the resolves let us sbek out
also there was awe in their faces,data/l2arctic/YDCK/wav/arctic_a0516.wav,YDCK,Korean,F,or thotheerer was all in their faces
out of abstractions ernest had conjured a vision and made them see it,data/l2arctic/YDCK/wav/arctic_a0517.wav,YDCK,Korean,F,oud ov  abstrections earnest hat conjurd ovesun and mad tem sit
illuminating oil was becoming all profit,data/l2arctic/YDCK/wav/arctic_a0518.wav,YDCK,Korean,F,illluminating oil was becoming oll profit
such an act was in direct violation of the laws of the land,data/l2arctic/YDCK/wav/arctic_a0519.wav,YDCK,Korean,F,such an act was in directbialatiion op the los of the land
he was fond of quoting a fragment from a certain poem,data/l2arctic/YDCK/wav/arctic_a0520.wav,YDCK,Korean,F,he was fond of coding of freagument from a serten point
without them he could not run his empire,data/l2arctic/YDCK/wav/arctic_a0521.wav,YDCK,Korean,F,wedall deme he could not bones empyer
for such countries nothing remained but reorganization,data/l2arctic/YDCK/wav/arctic_a0522.wav,YDCK,Korean,F,for such contrees nohing remained but be organidation
they could not continue their method of producing surpluses,data/l2arctic/YDCK/wav/arctic_a0523.wav,YDCK,Korean,F,they could not contine theire mefhid of preducing surpluses
at once would be instituted a dozen cooperative commonwealth states,data/l2arctic/YDCK/wav/arctic_a0524.wav,YDCK,Korean,F,atonce could be insteapcudiaet adouesen copordive common lelf states
the oligarchy wanted violence and it set its agents provocateurs to work,data/l2arctic/YDCK/wav/arctic_a0525.wav,YDCK,Korean,F,the olygorchee waned violense an its sad its aiensprobokarturs to work
nowhere did the raw earth appear,data/l2arctic/YDCK/wav/arctic_a0526.wav,YDCK,Korean,F,no waere did tho ra ov appear
men who endure it call it living death,data/l2arctic/YDCK/wav/arctic_a0528.wav,YDCK,Korean,F,man ho endure it colit living deth
as i say he had tapped the message very rapidly,data/l2arctic/YDCK/wav/arctic_a0529.wav,YDCK,Korean,F,as i say he had top themusiis very raputaly
ask him i laughed then turned to pasquini,data/l2arctic/YDCK/wav/arctic_a0530.wav,YDCK,Korean,F,askkhim ilapt then ton tou paschene
in what bucolic school of fence he had been taught was beyond imagining,data/l2arctic/YDCK/wav/arctic_a0531.wav,YDCK,Korean,F,in whatbucolic scool offfeashe had been taut was beyon imagining
may drought destroy your crops,data/l2arctic/YDCK/wav/arctic_a0532.wav,YDCK,Korean,F,may doou destroy youor rops
dunham can your boy go along with jesse,data/l2arctic/YDCK/wav/arctic_a0533.wav,YDCK,Korean,F,dun ham can your boy go a long wit jes
but johannes could and did,data/l2arctic/YDCK/wav/arctic_a0534.wav,YDCK,Korean,F,but johanna cit an deid
a new preacher and a new doctrine come to jerusalem,data/l2arctic/YDCK/wav/arctic_a0535.wav,YDCK,Korean,F,a new preater an a new doctorian comtud jewisilum
he would destroy all things that are fixed,data/l2arctic/YDCK/wav/arctic_a0536.wav,YDCK,Korean,F,he wou destroy all things that are fixed
he was an enthusiast and a desert dweller,data/l2arctic/YDCK/wav/arctic_a0537.wav,YDCK,Korean,F,he was an amhousiast an dejirt dweller
what pascal glimpsed with the vision of a seer i have lived,data/l2arctic/YDCK/wav/arctic_a0538.wav,YDCK,Korean,F,what posical glimsed with the peasan of a sseeer i have lived
i should like to engage just for one whole life in that,data/l2arctic/YDCK/wav/arctic_a0539.wav,YDCK,Korean,F,y shuid like to enga just for one holl life in that
yea so are all the lesser animals of today clean,data/l2arctic/YDCK/wav/arctic_a0540.wav,YDCK,Korean,F,aso are all deluseor animalls of today clean
the warden with a quart of champagne,data/l2arctic/YDCK/wav/arctic_a0541.wav,YDCK,Korean,F,the worden weeda qrt of chompaned
without a doubt some of them have dinner engagements,data/l2arctic/YDCK/wav/arctic_a0542.wav,YDCK,Korean,F,wedout adout some op them hapdinear engagements
i had been born with no organic chemical predisposition toward alcohol,data/l2arctic/YDCK/wav/arctic_a0543.wav,YDCK,Korean,F,i had been barn with no or ganni camical predispligish jantoward oucall
the italian rancho was a bachelor establishment,data/l2arctic/YDCK/wav/arctic_a0545.wav,YDCK,Korean,F,thetolian rantho  was e vetular establishment
i lost my balance and pitched head foremost into the ooze,data/l2arctic/YDCK/wav/arctic_a0546.wav,YDCK,Korean,F,i lost my baletes anpichit had formost into the oos
men like joe goose dated existence from drunk to drunk,data/l2arctic/YDCK/wav/arctic_a0547.wav,YDCK,Korean,F,menlik jal gos taydid existeancs fromm drun to drunk
also churches and preachers i had never known,data/l2arctic/YDCK/wav/arctic_a0548.wav,YDCK,Korean,F,also churches and preacers ie had mever known
do you know that we weigh every pound of coal we burn,data/l2arctic/YDCK/wav/arctic_a0549.wav,YDCK,Korean,F,do you kno tat we wat every pound of cal we burn
this also became part of the daily schedule,data/l2arctic/YDCK/wav/arctic_a0550.wav,YDCK,Korean,F,this also became pout of ta daylieschedul
all an appearance can know is mirage,data/l2arctic/YDCK/wav/arctic_a0551.wav,YDCK,Korean,F,owllen opearians can no its merac
yet he dreams he is immortal i argue feebly,data/l2arctic/YDCK/wav/arctic_a0552.wav,YDCK,Korean,F,yet hedreams hes imortali argou feeblly
im writing these lines in honolulu hawaii,data/l2arctic/YDCK/wav/arctic_a0553.wav,YDCK,Korean,F,imbriding this lines in honowollle hoy
jack london waikiki beach honolulu oahu,data/l2arctic/YDCK/wav/arctic_a0554.wav,YDCK,Korean,F,drek londanwhiyhteaty bich on er wullloe o how
jerry was so secure in his nook that he did not roll away,data/l2arctic/YDCK/wav/arctic_a0555.wav,YDCK,Korean,F,jery was so securere in his nuk that he did not ralll away
why hes bought forty pounds of goods from you already,data/l2arctic/YDCK/wav/arctic_a0556.wav,YDCK,Korean,F,why  his bougt forty powns of gods from you already
the last refugee had passed,data/l2arctic/YDCK/wav/arctic_a0557.wav,YDCK,Korean,F,the lost refusiie hadd past
and the foundation stone of service in his case was obedience,data/l2arctic/YDCK/wav/arctic_a0558.wav,YDCK,Korean,F,and of foundation stowne of survise in his case was obediante
peace be unto you and grace before the lord,data/l2arctic/YDCK/wav/arctic_a0559.wav,YDCK,Korean,F,pessebee onto youw and grase befor te lord
his mouth opened words shaped vainly on his lips,data/l2arctic/YDCK/wav/arctic_a0560.wav,YDCK,Korean,F,his mous oend wers shaped vainly on his lips
